seriescode,unit,StatVar
PRJ.POP.2529.S1.MF,,worldBank/PRJ_POP_2529_S1_MF
PRJ.POP.ALL.1.FE,,worldBank/PRJ_POP_ALL_1_FE
PRJ.POP.ALL.1.MA,,worldBank/PRJ_POP_ALL_1_MA
PRJ.POP.ALL.1.MF,,worldBank/PRJ_POP_ALL_1_MF
PRJ.POP.ALL.2.FE,,worldBank/PRJ_POP_ALL_2_FE
PRJ.POP.ALL.2.MA,,worldBank/PRJ_POP_ALL_2_MA
PRJ.POP.ALL.2.MF,,worldBank/PRJ_POP_ALL_2_MF
PRJ.POP.ALL.3.FE,,worldBank/PRJ_POP_ALL_3_FE
PRJ.POP.ALL.3.MA,,worldBank/PRJ_POP_ALL_3_MA
PRJ.POP.ALL.3.MF,,worldBank/PRJ_POP_ALL_3_MF
PRJ.POP.ALL.4.FE,,worldBank/PRJ_POP_ALL_4_FE
PRJ.POP.ALL.4.MA,,worldBank/PRJ_POP_ALL_4_MA
PRJ.POP.ALL.4.MF,,worldBank/PRJ_POP_ALL_4_MF
PRJ.POP.ALL.NED.FE,,worldBank/PRJ_POP_ALL_NED_FE
PRJ.POP.ALL.NED.MA,,worldBank/PRJ_POP_ALL_NED_MA
PRJ.POP.ALL.NED.MF,,worldBank/PRJ_POP_ALL_NED_MF
PRJ.POP.ALL.S1.FE,,worldBank/PRJ_POP_ALL_S1_FE
PRJ.POP.ALL.S1.MA,,worldBank/PRJ_POP_ALL_S1_MA
PRJ.POP.ALL.S1.MF,,worldBank/PRJ_POP_ALL_S1_MF
PX.REX.REER,,worldBank/PX_REX_REER
RESLV.ISV.COPR.03.XD.DB1519,,worldBank/RESLV_ISV_COPR_03_XD_DB1519
RESLV.ISV.COST.ZS,dcs:Percent,worldBank/RESLV_ISV_COST_ZS
RESLV.ISV.CPI.04.XD.DB1519,,worldBank/RESLV_ISV_CPI_04_XD_DB1519
RESLV.ISV.DB1519.DFRN,,worldBank/RESLV_ISV_DB1519_DFRN
RESLV.ISV.DFRN.RCOV.RT,,worldBank/RESLV_ISV_DFRN_RCOV_RT
RESLV.ISV.DURS.YR,,worldBank/RESLV_ISV_DURS_YR
RESLV.ISV.MGDA.XD.DB1519,,worldBank/RESLV_ISV_MGDA_XD_DB1519
RESLV.ISV.OTCM,,worldBank/RESLV_ISV_OTCM
RESLV.ISV.RCOV.RT,,worldBank/RESLV_ISV_RCOV_RT
RESLV.ISV.RCOV.RT.016.DB1519.DFRN,,worldBank/RESLV_ISV_RCOV_RT_016_DB1519_DFRN
RESLV.ISV.ROPC.03.XD.DB1519,,worldBank/RESLV_ISV_ROPC_03_XD_DB1519
RESLV.ISV.SOIF.06.DB1519,,worldBank/RESLV_ISV_SOIF_06_DB1519
save.any,,worldBank/save_any
save.any.1,,worldBank/save_any_1
save.any.2,,worldBank/save_any_2
SE.ADT.1524.LT.FE.ZS,dcs:Percent,worldBank/SE_ADT_1524_LT_FE_ZS
SE.ADT.1524.LT.FM.ZS,dcs:Percent,worldBank/SE_ADT_1524_LT_FM_ZS
SE.ADT.1524.LT.MA.ZS,dcs:Percent,worldBank/SE_ADT_1524_LT_MA_ZS
SE.ADT.1524.LT.ZS,dcs:Percent,worldBank/SE_ADT_1524_LT_ZS
SE.ADT.LITR.FE.ZS,dcs:Percent,worldBank/SE_ADT_LITR_FE_ZS
SE.ADT.LITR.MA.ZS,dcs:Percent,worldBank/SE_ADT_LITR_MA_ZS
SE.ADT.LITR.ZS,dcs:Percent,worldBank/SE_ADT_LITR_ZS
SE.ENR.PRIM.FM.ZS,dcs:Percent,worldBank/SE_ENR_PRIM_FM_ZS
SE.ENR.PRSC.FM.ZS,dcs:Percent,worldBank/SE_ENR_PRSC_FM_ZS
SE.ENR.SECO.FM.ZS,dcs:Percent,worldBank/SE_ENR_SECO_FM_ZS
SE.ENR.TERT.FM.ZS,dcs:Percent,worldBank/SE_ENR_TERT_FM_ZS
SE.PRE.ENRR,,worldBank/SE_PRE_ENRR
SE.PRE.ENRR.FE,,worldBank/SE_PRE_ENRR_FE
SE.PRE.ENRR.MA,,worldBank/SE_PRE_ENRR_MA
SE.PRM.CMPL.FE.ZS,dcs:Percent,worldBank/SE_PRM_CMPL_FE_ZS
SE.PRM.CMPL.MA.ZS,dcs:Percent,worldBank/SE_PRM_CMPL_MA_ZS
SE.PRM.CMPL.ZS,dcs:Percent,worldBank/SE_PRM_CMPL_ZS
SE.PRM.CMPT.FE.ZS,dcs:Percent,worldBank/SE_PRM_CMPT_FE_ZS
SE.PRM.CMPT.MA.ZS,dcs:Percent,worldBank/SE_PRM_CMPT_MA_ZS
SE.PRM.CMPT.ZS,dcs:Percent,worldBank/SE_PRM_CMPT_ZS
SE.PRM.CUAT.FE.ZS,dcs:Percent,worldBank/SE_PRM_CUAT_FE_ZS
SE.PRM.CUAT.MA.ZS,dcs:Percent,worldBank/SE_PRM_CUAT_MA_ZS
SE.PRM.CUAT.ZS,dcs:Percent,worldBank/SE_PRM_CUAT_ZS
SE.PRM.ENRL.FE.ZS,dcs:Percent,worldBank/SE_PRM_ENRL_FE_ZS
SE.PRM.ENRR,,worldBank/SE_PRM_ENRR
SE.PRM.ENRR.FE,,worldBank/SE_PRM_ENRR_FE
SE.PRM.ENRR.MA,,worldBank/SE_PRM_ENRR_MA
SE.PRM.GINT.ZS,dcs:Percent,worldBank/SE_PRM_GINT_ZS
SE.PRM.NENR,,worldBank/SE_PRM_NENR
SE.PRM.NENR.FE,,worldBank/SE_PRM_NENR_FE
SE.PRM.NENR.MA,,worldBank/SE_PRM_NENR_MA
SE.PRM.NINT.FE.ZS,dcs:Percent,worldBank/SE_PRM_NINT_FE_ZS
SE.PRM.NINT.MA.ZS,dcs:Percent,worldBank/SE_PRM_NINT_MA_ZS
SE.PRM.NINT.ZS,dcs:Percent,worldBank/SE_PRM_NINT_ZS
SE.PRM.PRS5.FE.ZS,dcs:Percent,worldBank/SE_PRM_PRS5_FE_ZS
SE.PRM.PRS5.MA.ZS,dcs:Percent,worldBank/SE_PRM_PRS5_MA_ZS
SE.PRM.TCHR.FE.ZS,dcs:Percent,worldBank/SE_PRM_TCHR_FE_ZS
SE.PRM.TENR,,worldBank/SE_PRM_TENR
SE.PRM.TENR.FE,,worldBank/SE_PRM_TENR_FE
SE.PRM.TENR.MA,,worldBank/SE_PRM_TENR_MA
SE.PRM.UNER,,worldBank/SE_PRM_UNER
SE.PRM.UNER.FE,,worldBank/SE_PRM_UNER_FE
SE.PRM.UNER.MA,,worldBank/SE_PRM_UNER_MA
SE.PRM.UNER.ZS,dcs:Percent,worldBank/SE_PRM_UNER_ZS
SE.SCH.LIFE,,worldBank/SE_SCH_LIFE
SE.SCH.LIFE.FE,,worldBank/SE_SCH_LIFE_FE
SE.SCH.LIFE.MA,,worldBank/SE_SCH_LIFE_MA
SE.SEC.CMPT.LO.FE.ZS,dcs:Percent,worldBank/SE_SEC_CMPT_LO_FE_ZS
SE.SEC.CMPT.LO.MA.ZS,dcs:Percent,worldBank/SE_SEC_CMPT_LO_MA_ZS
SE.SEC.CMPT.LO.ZS,dcs:Percent,worldBank/SE_SEC_CMPT_LO_ZS
SE.SEC.CUAT.LO.FE.ZS,dcs:Percent,worldBank/SE_SEC_CUAT_LO_FE_ZS
SE.SEC.CUAT.LO.MA.ZS,dcs:Percent,worldBank/SE_SEC_CUAT_LO_MA_ZS
SE.SEC.CUAT.LO.ZS,dcs:Percent,worldBank/SE_SEC_CUAT_LO_ZS
SE.SEC.CUAT.PO.FE.ZS,dcs:Percent,worldBank/SE_SEC_CUAT_PO_FE_ZS
SE.SEC.CUAT.PO.MA.ZS,dcs:Percent,worldBank/SE_SEC_CUAT_PO_MA_ZS
SE.SEC.CUAT.PO.ZS,dcs:Percent,worldBank/SE_SEC_CUAT_PO_ZS
SE.SEC.CUAT.UP.FE.ZS,dcs:Percent,worldBank/SE_SEC_CUAT_UP_FE_ZS
SE.SEC.CUAT.UP.MA.ZS,dcs:Percent,worldBank/SE_SEC_CUAT_UP_MA_ZS
SE.SEC.CUAT.UP.ZS,dcs:Percent,worldBank/SE_SEC_CUAT_UP_ZS
SE.SEC.ENRL.FE.VO.ZS,dcs:Percent,worldBank/SE_SEC_ENRL_FE_VO_ZS
SE.SEC.ENRL.FE.ZS,dcs:Percent,worldBank/SE_SEC_ENRL_FE_ZS
SE.SEC.ENRL.MA.VO.ZS,dcs:Percent,worldBank/SE_SEC_ENRL_MA_VO_ZS
SE.SEC.ENRL.VO,,worldBank/SE_SEC_ENRL_VO
SE.SEC.ENRL.VO.FE.ZS,dcs:Percent,worldBank/SE_SEC_ENRL_VO_FE_ZS
SE.SEC.ENRL.VO.ZS,dcs:Percent,worldBank/SE_SEC_ENRL_VO_ZS
SE.SEC.ENRR,,worldBank/SE_SEC_ENRR
SE.SEC.ENRR.FE,,worldBank/SE_SEC_ENRR_FE
SE.SEC.ENRR.MA,,worldBank/SE_SEC_ENRR_MA
SE.SEC.NENR,,worldBank/SE_SEC_NENR
SE.SEC.NENR.FE,,worldBank/SE_SEC_NENR_FE
SE.SEC.NENR.MA,,worldBank/SE_SEC_NENR_MA
SE.SEC.PROG.FE.ZS,dcs:Percent,worldBank/SE_SEC_PROG_FE_ZS
SE.SEC.PROG.MA.ZS,dcs:Percent,worldBank/SE_SEC_PROG_MA_ZS
SE.SEC.PROG.ZS,dcs:Percent,worldBank/SE_SEC_PROG_ZS
SE.SEC.TCHR.FE.ZS,dcs:Percent,worldBank/SE_SEC_TCHR_FE_ZS
SE.TER.CMPL.FE.ZS,dcs:Percent,worldBank/SE_TER_CMPL_FE_ZS
SE.TER.CMPL.MA.ZS,dcs:Percent,worldBank/SE_TER_CMPL_MA_ZS
SE.TER.CMPL.ZS,dcs:Percent,worldBank/SE_TER_CMPL_ZS
SE.TER.CUAT.BA.FE.ZS,dcs:Percent,worldBank/SE_TER_CUAT_BA_FE_ZS
SE.TER.CUAT.BA.MA.ZS,dcs:Percent,worldBank/SE_TER_CUAT_BA_MA_ZS
SE.TER.CUAT.BA.ZS,dcs:Percent,worldBank/SE_TER_CUAT_BA_ZS
SE.TER.CUAT.DO.FE.ZS,dcs:Percent,worldBank/SE_TER_CUAT_DO_FE_ZS
SE.TER.CUAT.DO.MA.ZS,dcs:Percent,worldBank/SE_TER_CUAT_DO_MA_ZS
SE.TER.CUAT.DO.ZS,dcs:Percent,worldBank/SE_TER_CUAT_DO_ZS
SE.TER.CUAT.MS.FE.ZS,dcs:Percent,worldBank/SE_TER_CUAT_MS_FE_ZS
SE.TER.CUAT.MS.MA.ZS,dcs:Percent,worldBank/SE_TER_CUAT_MS_MA_ZS
SE.TER.CUAT.MS.ZS,dcs:Percent,worldBank/SE_TER_CUAT_MS_ZS
SE.TER.CUAT.ST.FE.ZS,dcs:Percent,worldBank/SE_TER_CUAT_ST_FE_ZS
SE.TER.CUAT.ST.MA.ZS,dcs:Percent,worldBank/SE_TER_CUAT_ST_MA_ZS
SE.TER.CUAT.ST.ZS,dcs:Percent,worldBank/SE_TER_CUAT_ST_ZS
SE.TER.ENRR,,worldBank/SE_TER_ENRR
SE.TER.ENRR.FE,,worldBank/SE_TER_ENRR_FE
SE.TER.ENRR.MA,,worldBank/SE_TER_ENRR_MA
SE.TER.GRAD.FE.AG.ZS,dcs:Percent,worldBank/SE_TER_GRAD_FE_AG_ZS
SE.TER.GRAD.FE.ED.ZS,dcs:Percent,worldBank/SE_TER_GRAD_FE_ED_ZS
SE.TER.GRAD.FE.EN.ZS,dcs:Percent,worldBank/SE_TER_GRAD_FE_EN_ZS
SE.TER.GRAD.FE.HL.ZS,dcs:Percent,worldBank/SE_TER_GRAD_FE_HL_ZS
SE.TER.GRAD.FE.HU.ZS,dcs:Percent,worldBank/SE_TER_GRAD_FE_HU_ZS
SE.TER.GRAD.FE.OT.ZS,dcs:Percent,worldBank/SE_TER_GRAD_FE_OT_ZS
SE.TER.GRAD.FE.SC.ZS,dcs:Percent,worldBank/SE_TER_GRAD_FE_SC_ZS
SE.TER.GRAD.FE.SI.ZS,dcs:Percent,worldBank/SE_TER_GRAD_FE_SI_ZS
SE.TER.GRAD.FE.SS.ZS,dcs:Percent,worldBank/SE_TER_GRAD_FE_SS_ZS
SE.TER.GRAD.FE.SV.ZS,dcs:Percent,worldBank/SE_TER_GRAD_FE_SV_ZS
SE.TER.TCHR.FE.ZS,dcs:Percent,worldBank/SE_TER_TCHR_FE_ZS
SE.XPD.PRIM.PC.ZS,dcs:Percent,worldBank/SE_XPD_PRIM_PC_ZS
SE.XPD.SECO.PC.ZS,dcs:Percent,worldBank/SE_XPD_SECO_PC_ZS
SE.XPD.TOTL.GD.ZS,dcs:Percent,worldBank/SE_XPD_TOTL_GD_ZS
SG.GEN.MNST.ZS,dcs:Percent,worldBank/SG_GEN_MNST_ZS
SG.POP.MIGR.FE.ZS,dcs:Percent,worldBank/SG_POP_MIGR_FE_ZS
SG.TIM.UWRK.FE,,worldBank/SG_TIM_UWRK_FE
SG.TIM.UWRK.MA,,worldBank/SG_TIM_UWRK_MA
SH.ALC.PCAP.FE.LI,,worldBank/SH_ALC_PCAP_FE_LI
SH.ALC.PCAP.LI,,worldBank/SH_ALC_PCAP_LI
SH.ALC.PCAP.MA.LI,,worldBank/SH_ALC_PCAP_MA_LI
SH.ANM.ALLW.ZS,dcs:Percent,worldBank/SH_ANM_ALLW_ZS
SH.ANM.NPRG.ZS,dcs:Percent,worldBank/SH_ANM_NPRG_ZS
SH.CON.AIDS.FE.ZS,dcs:Percent,worldBank/SH_CON_AIDS_FE_ZS
SH.DTH.COMM.0004.FE.ZS,dcs:Percent,worldBank/SH_DTH_COMM_0004_FE_ZS
SH.DTH.COMM.0004.MA.ZS,dcs:Percent,worldBank/SH_DTH_COMM_0004_MA_ZS
SH.DTH.COMM.0004.ZS,dcs:Percent,worldBank/SH_DTH_COMM_0004_ZS
SH.DTH.COMM.0514.FE.ZS,dcs:Percent,worldBank/SH_DTH_COMM_0514_FE_ZS
SH.DTH.COMM.0514.MA.ZS,dcs:Percent,worldBank/SH_DTH_COMM_0514_MA_ZS
SH.DTH.COMM.0514.ZS,dcs:Percent,worldBank/SH_DTH_COMM_0514_ZS
SH.DTH.COMM.1559.FE.ZS,dcs:Percent,worldBank/SH_DTH_COMM_1559_FE_ZS
SH.DTH.COMM.1559.MA.ZS,dcs:Percent,worldBank/SH_DTH_COMM_1559_MA_ZS
SH.DTH.COMM.1559.ZS,dcs:Percent,worldBank/SH_DTH_COMM_1559_ZS
SH.DTH.COMM.60UP.FE.ZS,dcs:Percent,worldBank/SH_DTH_COMM_60UP_FE_ZS
SH.DTH.COMM.60UP.MA.ZS,dcs:Percent,worldBank/SH_DTH_COMM_60UP_MA_ZS
SH.DTH.COMM.60UP.ZS,dcs:Percent,worldBank/SH_DTH_COMM_60UP_ZS
SH.DTH.COMM.FE.ZS,dcs:Percent,worldBank/SH_DTH_COMM_FE_ZS
SH.DTH.COMM.MA.ZS,dcs:Percent,worldBank/SH_DTH_COMM_MA_ZS
SH.DTH.COMM.ZS,dcs:Percent,worldBank/SH_DTH_COMM_ZS
SH.DTH.IMRT,,worldBank/SH_DTH_IMRT
SH.DTH.IMRT.FE,,worldBank/SH_DTH_IMRT_FE
SH.DTH.IMRT.MA,,worldBank/SH_DTH_IMRT_MA
SH.DTH.INJR.0004.FE.ZS,dcs:Percent,worldBank/SH_DTH_INJR_0004_FE_ZS
SH.DTH.INJR.0004.MA.ZS,dcs:Percent,worldBank/SH_DTH_INJR_0004_MA_ZS
SH.DTH.INJR.0004.ZS,dcs:Percent,worldBank/SH_DTH_INJR_0004_ZS
SH.DTH.INJR.0514.FE.ZS,dcs:Percent,worldBank/SH_DTH_INJR_0514_FE_ZS
SH.DTH.INJR.0514.MA.ZS,dcs:Percent,worldBank/SH_DTH_INJR_0514_MA_ZS
SH.DTH.INJR.0514.ZS,dcs:Percent,worldBank/SH_DTH_INJR_0514_ZS
SH.DTH.INJR.1559.FE.ZS,dcs:Percent,worldBank/SH_DTH_INJR_1559_FE_ZS
SH.DTH.INJR.1559.MA.ZS,dcs:Percent,worldBank/SH_DTH_INJR_1559_MA_ZS
SH.DTH.INJR.1559.ZS,dcs:Percent,worldBank/SH_DTH_INJR_1559_ZS
SH.DTH.INJR.60UP.FE.ZS,dcs:Percent,worldBank/SH_DTH_INJR_60UP_FE_ZS
SH.DTH.INJR.60UP.MA.ZS,dcs:Percent,worldBank/SH_DTH_INJR_60UP_MA_ZS
SH.DTH.INJR.60UP.ZS,dcs:Percent,worldBank/SH_DTH_INJR_60UP_ZS
SH.DTH.INJR.FE.ZS,dcs:Percent,worldBank/SH_DTH_INJR_FE_ZS
SH.DTH.INJR.MA.ZS,dcs:Percent,worldBank/SH_DTH_INJR_MA_ZS
SH.DTH.INJR.ZS,dcs:Percent,worldBank/SH_DTH_INJR_ZS
SH.DTH.MORT.FE,,worldBank/SH_DTH_MORT_FE
SH.DTH.MORT.MA,,worldBank/SH_DTH_MORT_MA
SH.DTH.NCOM.0004.FE.ZS,dcs:Percent,worldBank/SH_DTH_NCOM_0004_FE_ZS
SH.DTH.NCOM.0004.MA.ZS,dcs:Percent,worldBank/SH_DTH_NCOM_0004_MA_ZS
SH.DTH.NCOM.0004.ZS,dcs:Percent,worldBank/SH_DTH_NCOM_0004_ZS
SH.DTH.NCOM.0514.FE.ZS,dcs:Percent,worldBank/SH_DTH_NCOM_0514_FE_ZS
SH.DTH.NCOM.0514.MA.ZS,dcs:Percent,worldBank/SH_DTH_NCOM_0514_MA_ZS
SH.DTH.NCOM.0514.ZS,dcs:Percent,worldBank/SH_DTH_NCOM_0514_ZS
SH.DTH.NCOM.1559.FE.ZS,dcs:Percent,worldBank/SH_DTH_NCOM_1559_FE_ZS
SH.DTH.NCOM.1559.MA.ZS,dcs:Percent,worldBank/SH_DTH_NCOM_1559_MA_ZS
SH.DTH.NCOM.1559.ZS,dcs:Percent,worldBank/SH_DTH_NCOM_1559_ZS
SH.DTH.NCOM.60UP.FE.ZS,dcs:Percent,worldBank/SH_DTH_NCOM_60UP_FE_ZS
SH.DTH.NCOM.60UP.MA.ZS,dcs:Percent,worldBank/SH_DTH_NCOM_60UP_MA_ZS
SH.DTH.NCOM.60UP.ZS,dcs:Percent,worldBank/SH_DTH_NCOM_60UP_ZS
SH.DTH.NCOM.FE.ZS,dcs:Percent,worldBank/SH_DTH_NCOM_FE_ZS
SH.DTH.NCOM.MA.ZS,dcs:Percent,worldBank/SH_DTH_NCOM_MA_ZS
SH.DTH.NCOM.ZS,dcs:Percent,worldBank/SH_DTH_NCOM_ZS
SH.DTH.STLB,,worldBank/SH_DTH_STLB
SH.DYN.AIDS.FE.ZS,dcs:Percent,worldBank/SH_DYN_AIDS_FE_ZS
SH.DYN.MORT,,worldBank/SH_DYN_MORT
SH.DYN.MORT.FE,,worldBank/SH_DYN_MORT_FE
SH.DYN.MORT.MA,,worldBank/SH_DYN_MORT_MA
SH.DYN.NCOM.FE.ZS,dcs:Percent,worldBank/SH_DYN_NCOM_FE_ZS
SH.DYN.NCOM.MA.ZS,dcs:Percent,worldBank/SH_DYN_NCOM_MA_ZS
SH.DYN.NCOM.ZS,dcs:Percent,worldBank/SH_DYN_NCOM_ZS
SH.DYN.STLB,,worldBank/SH_DYN_STLB
SH.FPL.SATI.ZS,dcs:Percent,worldBank/SH_FPL_SATI_ZS
SH.FPL.SATM.ZS,dcs:Percent,worldBank/SH_FPL_SATM_ZS
SH.HIV.1524.FE.ZS,dcs:Percent,worldBank/SH_HIV_1524_FE_ZS
SH.HIV.1524.KW.FE.ZS,dcs:Percent,worldBank/SH_HIV_1524_KW_FE_ZS
SH.HIV.1524.KW.MA.ZS,dcs:Percent,worldBank/SH_HIV_1524_KW_MA_ZS
SH.HIV.1524.MA.ZS,dcs:Percent,worldBank/SH_HIV_1524_MA_ZS
SH.HIV.ARTC.FE.ZS,dcs:Percent,worldBank/SH_HIV_ARTC_FE_ZS
SH.HIV.ARTC.MA.ZS,dcs:Percent,worldBank/SH_HIV_ARTC_MA_ZS
SH.HIV.INCD.FE.P3,,worldBank/SH_HIV_INCD_FE_P3
SH.HIV.INCD.MA.P3,,worldBank/SH_HIV_INCD_MA_P3
SH.HIV.INCD.YG.FE.P3,,worldBank/SH_HIV_INCD_YG_FE_P3
SH.HIV.INCD.YG.MA.P3,,worldBank/SH_HIV_INCD_YG_MA_P3
SH.HIV.INCD.YG.P3,,worldBank/SH_HIV_INCD_YG_P3
SH.HIV.INCD.ZS,dcs:Percent,worldBank/SH_HIV_INCD_ZS
SH.HIV.KNOW.FE.ZS,dcs:Percent,worldBank/SH_HIV_KNOW_FE_ZS
SH.HIV.KNOW.MA.ZS,dcs:Percent,worldBank/SH_HIV_KNOW_MA_ZS
SH.HIV.PMTC.ZS,dcs:Percent,worldBank/SH_HIV_PMTC_ZS
SH.IMM.IDPT,,worldBank/SH_IMM_IDPT
SH.IMM.MEAS,,worldBank/SH_IMM_MEAS
SH.MMR.DTHS,,worldBank/SH_MMR_DTHS
SH.MMR.LEVE,,worldBank/SH_MMR_LEVE
SH.MMR.RISK,,worldBank/SH_MMR_RISK
SH.MMR.RISK.ZS,dcs:Percent,worldBank/SH_MMR_RISK_ZS
SH.PAR.LEVE,,worldBank/SH_PAR_LEVE
SH.PAR.LEVE.FE,,worldBank/SH_PAR_LEVE_FE
SH.PAR.LEVE.MA,,worldBank/SH_PAR_LEVE_MA
SH.PRG.ANEM,,worldBank/SH_PRG_ANEM
SH.PRG.SYPH.ZS,dcs:Percent,worldBank/SH_PRG_SYPH_ZS
SH.PRV.SMOK,,worldBank/SH_PRV_SMOK
SH.PRV.SMOK.FE,,worldBank/SH_PRV_SMOK_FE
SH.PRV.SMOK.MA,,worldBank/SH_PRV_SMOK_MA
SH.PTR.LEVE,,worldBank/SH_PTR_LEVE
SH.STA.AIRP.FE.P5,,worldBank/SH_STA_AIRP_FE_P5
SH.STA.AIRP.MA.P5,,worldBank/SH_STA_AIRP_MA_P5
SH.STA.AIRP.P5,,worldBank/SH_STA_AIRP_P5
SH.STA.ANV4.ZS,dcs:Percent,worldBank/SH_STA_ANV4_ZS
SH.STA.ANVC.ZS,dcs:Percent,worldBank/SH_STA_ANVC_ZS
SH.STA.BRTC.ZS,dcs:Percent,worldBank/SH_STA_BRTC_ZS
SH.STA.MALN.FE.ZS,dcs:Percent,worldBank/SH_STA_MALN_FE_ZS
SH.STA.MALN.MA.ZS,dcs:Percent,worldBank/SH_STA_MALN_MA_ZS
SH.STA.MALN.ZS,dcs:Percent,worldBank/SH_STA_MALN_ZS
SH.STA.MMRT,,worldBank/SH_STA_MMRT
SH.STA.MMRT.NE,,worldBank/SH_STA_MMRT_NE
SH.STA.OB18.FE.ZS,dcs:Percent,worldBank/SH_STA_OB18_FE_ZS
SH.STA.OB18.MA.ZS,dcs:Percent,worldBank/SH_STA_OB18_MA_ZS
SH.STA.ODFC.RU.ZS,dcs:Percent,worldBank/SH_STA_ODFC_RU_ZS
SH.STA.ODFC.UR.ZS,dcs:Percent,worldBank/SH_STA_ODFC_UR_ZS
SH.STA.ODFC.ZS,dcs:Percent,worldBank/SH_STA_ODFC_ZS
SH.STA.OWAD.FE.ZS,dcs:Percent,worldBank/SH_STA_OWAD_FE_ZS
SH.STA.OWAD.MA.ZS,dcs:Percent,worldBank/SH_STA_OWAD_MA_ZS
SH.STA.OWAD.ZS,dcs:Percent,worldBank/SH_STA_OWAD_ZS
SH.STA.OWGH.FE.ZS,dcs:Percent,worldBank/SH_STA_OWGH_FE_ZS
SH.STA.OWGH.MA.ZS,dcs:Percent,worldBank/SH_STA_OWGH_MA_ZS
SH.STA.OWGH.ZS,dcs:Percent,worldBank/SH_STA_OWGH_ZS
SH.STA.POIS.P5,,worldBank/SH_STA_POIS_P5
SH.STA.POIS.P5.FE,,worldBank/SH_STA_POIS_P5_FE
SH.STA.POIS.P5.MA,,worldBank/SH_STA_POIS_P5_MA
SH.STA.STNT.FE.ZS,dcs:Percent,worldBank/SH_STA_STNT_FE_ZS
SH.STA.STNT.MA.ZS,dcs:Percent,worldBank/SH_STA_STNT_MA_ZS
SH.STA.STNT.ZS,dcs:Percent,worldBank/SH_STA_STNT_ZS
SH.STA.SUIC.FE.P5,,worldBank/SH_STA_SUIC_FE_P5
SH.STA.SUIC.MA.P5,,worldBank/SH_STA_SUIC_MA_P5
SH.STA.SUIC.P5,,worldBank/SH_STA_SUIC_P5
SH.STA.TRAF.FE.P5,,worldBank/SH_STA_TRAF_FE_P5
SH.STA.TRAF.MA.P5,,worldBank/SH_STA_TRAF_MA_P5
SH.STA.TRAF.P5,,worldBank/SH_STA_TRAF_P5
SH.STA.WASH.P5,,worldBank/SH_STA_WASH_P5
SH.STA.WAST.FE.ZS,dcs:Percent,worldBank/SH_STA_WAST_FE_ZS
SH.STA.WAST.MA.ZS,dcs:Percent,worldBank/SH_STA_WAST_MA_ZS
SH.STA.WAST.ZS,dcs:Percent,worldBank/SH_STA_WAST_ZS
SH.SVR.WAST.FE.ZS,dcs:Percent,worldBank/SH_SVR_WAST_FE_ZS
SH.SVR.WAST.MA.ZS,dcs:Percent,worldBank/SH_SVR_WAST_MA_ZS
SH.SVR.WAST.ZS,dcs:Percent,worldBank/SH_SVR_WAST_ZS
SI.POV.DDAY,dcs:Percent,worldBank/SI_POV_DDAY
SI.POV.GINI,dcs:Percent,worldBank/SI_POV_GINI
SI.POV.NAHC,,worldBank/SI_POV_NAHC
SL.AGR.EMPL.FE.ZS,dcs:Percent,worldBank/SL_AGR_EMPL_FE_ZS
SL.AGR.EMPL.MA.ZS,dcs:Percent,worldBank/SL_AGR_EMPL_MA_ZS
SL.AGR.EMPL.ZS,dcs:Percent,worldBank/SL_AGR_EMPL_ZS
SL.EMP.1524.SP.FE.NE.ZS,dcs:Percent,worldBank/SL_EMP_1524_SP_FE_NE_ZS
SL.EMP.1524.SP.FE.ZS,dcs:Percent,worldBank/SL_EMP_1524_SP_FE_ZS
SL.EMP.1524.SP.MA.NE.ZS,dcs:Percent,worldBank/SL_EMP_1524_SP_MA_NE_ZS
SL.EMP.1524.SP.MA.ZS,dcs:Percent,worldBank/SL_EMP_1524_SP_MA_ZS
SL.EMP.1524.SP.NE.ZS,dcs:Percent,worldBank/SL_EMP_1524_SP_NE_ZS
SL.EMP.1524.SP.ZS,dcs:Percent,worldBank/SL_EMP_1524_SP_ZS
SL.EMP.MPYR.FE.ZS,dcs:Percent,worldBank/SL_EMP_MPYR_FE_ZS
SL.EMP.MPYR.MA.ZS,dcs:Percent,worldBank/SL_EMP_MPYR_MA_ZS
SL.EMP.MPYR.ZS,dcs:Percent,worldBank/SL_EMP_MPYR_ZS
SL.EMP.SELF.FE.ZS,dcs:Percent,worldBank/SL_EMP_SELF_FE_ZS
SL.EMP.SELF.MA.ZS,dcs:Percent,worldBank/SL_EMP_SELF_MA_ZS
SL.EMP.SELF.ZS,dcs:Percent,worldBank/SL_EMP_SELF_ZS
SL.EMP.SMGT.FE.ZS,dcs:Percent,worldBank/SL_EMP_SMGT_FE_ZS
SL.EMP.TOTL.SP.FE.NE.ZS,dcs:Percent,worldBank/SL_EMP_TOTL_SP_FE_NE_ZS
SL.EMP.TOTL.SP.FE.ZS,dcs:Percent,worldBank/SL_EMP_TOTL_SP_FE_ZS
SL.EMP.TOTL.SP.MA.NE.ZS,dcs:Percent,worldBank/SL_EMP_TOTL_SP_MA_NE_ZS
SL.EMP.TOTL.SP.MA.ZS,dcs:Percent,worldBank/SL_EMP_TOTL_SP_MA_ZS
SL.EMP.TOTL.SP.NE.ZS,dcs:Percent,worldBank/SL_EMP_TOTL_SP_NE_ZS
