Date,GeoId,Count_Person_25To64Years_EnrolledInEducationOrTraining_Female_AsAFractionOfCount_Person_25To64Years_Female,Count_Person_25To64Years_EnrolledInEducationOrTraining_Male_AsAFractionOfCount_Person_25To64Years_Male,Count_Person_25To64Years_EnrolledInEducationOrTraining_AsAFractionOfCount_Person_25To64Years
2008,dcid:nuts/BE33,6.7,5.4,6.0
2009,dcid:nuts/BE33,7.0,6.3,6.6
2010,dcid:nuts/BE33,6.9,5.9,6.4
2011,dcid:nuts/BE33,6.8,6.2,6.5
2012,dcid:nuts/BE33,7.3,6.6,6.9
2013,dcid:nuts/BE33,6.9,6.6,6.8
2014,dcid:nuts/BE33,7.3,6.2,6.7
2015,dcid:nuts/BE33,6.2,6.1,6.1
2016,dcid:nuts/BE33,7.3,6.5,6.9
2017,dcid:nuts/BE33,7.5,6.4,7.0
2018,dcid:nuts/BE33,8.1,8.3,8.2
2019,dcid:nuts/BE33,7.8,6.6,7.2
2000,dcid:nuts/BE34,4.8,4.8,4.8
2001,dcid:nuts/BE34,4.9,4.6,4.7
2002,dcid:nuts/BE34,3.8,4.9,4.3
2003,dcid:nuts/BE34,4.0,4.7,4.4
2004,dcid:nuts/BE34,5.5,5.2,5.3
2005,dcid:nuts/BE34,7.1,6.1,6.6
2006,dcid:nuts/BE34,5.9,5.2,5.5
2007,dcid:nuts/BE34,5.7,4.5,5.1
2008,dcid:nuts/BE34,5.5,4.2,4.9
2009,dcid:nuts/BE34,6.4,4.7,5.5
2010,dcid:nuts/BE34,5.8,4.9,5.4
2011,dcid:nuts/BE34,6.3,5.2,5.8
2012,dcid:nuts/BE34,6.0,6.1,6.0
2013,dcid:nuts/BE34,6.1,5.4,5.8
2014,dcid:nuts/BE34,4.7,4.3,4.5
2015,dcid:nuts/BE34,7.5,4.4,5.9
2016,dcid:nuts/BE34,7.7,6.2,7.0
2017,dcid:nuts/BE34,7.3,6.9,7.1
2018,dcid:nuts/BE34,8.5,6.6,7.5
2019,dcid:nuts/BE34,9.9,8.3,9.1
2000,dcid:nuts/BE35,3.3,3.3,3.3
2001,dcid:nuts/BE35,3.9,4.3,4.1
2002,dcid:nuts/BE35,3.2,4.2,3.7
2003,dcid:nuts/BE35,4.3,4.0,4.1
2004,dcid:nuts/BE35,5.6,6.3,6.0
2005,dcid:nuts/BE35,7.1,5.7,6.4
2006,dcid:nuts/BE35,4.7,4.4,4.5
2007,dcid:nuts/BE35,3.9,4.4,4.2
2008,dcid:nuts/BE35,4.0,3.5,3.7
2009,dcid:nuts/BE35,5.0,5.7,5.4
2010,dcid:nuts/BE35,4.9,4.5,4.7
2011,dcid:nuts/BE35,5.9,4.8,5.4
2012,dcid:nuts/BE35,4.5,4.4,4.4
2013,dcid:nuts/BE35,4.3,4.8,4.5
2014,dcid:nuts/BE35,5.3,4.6,5.0
2015,dcid:nuts/BE35,4.7,4.5,4.6
2016,dcid:nuts/BE35,4.0,4.9,4.4
2017,dcid:nuts/BE35,8.3,8.4,8.4
2018,dcid:nuts/BE35,9.7,7.5,8.6
2019,dcid:nuts/BE35,6.8,6.7,6.7
2001,dcid:nuts/BG,1.4,1.3,1.4
2002,dcid:nuts/BG,1.2,1.2,1.2
2003,dcid:nuts/BG,1.4,1.1,1.3
2004,dcid:nuts/BG,1.3,1.2,1.3
2005,dcid:nuts/BG,1.2,1.3,1.3
2006,dcid:nuts/BG,1.5,1.6,1.6
2007,dcid:nuts/BG,1.6,1.7,1.6
2008,dcid:nuts/BG,1.6,1.5,1.6
2009,dcid:nuts/BG,1.7,1.4,1.6
2010,dcid:nuts/BG,1.7,1.5,1.6
2011,dcid:nuts/BG,1.6,1.5,1.6
2012,dcid:nuts/BG,1.8,1.7,1.7
2013,dcid:nuts/BG,2.1,1.9,2.0
2014,dcid:nuts/BG,2.3,1.8,2.1
2015,dcid:nuts/BG,2.1,1.9,2.0
2016,dcid:nuts/BG,2.3,2.1,2.2
2017,dcid:nuts/BG,2.4,2.2,2.3
2018,dcid:nuts/BG,2.6,2.4,2.5
2019,dcid:nuts/BG,2.1,1.8,2.0
2003,dcid:nuts/BG3,1.1,0.9,1.0
2004,dcid:nuts/BG3,1.0,0.8,0.9
2005,dcid:nuts/BG3,0.8,0.9,0.9
2006,dcid:nuts/BG3,0.9,1.0,1.0
2007,dcid:nuts/BG3,0.9,1.1,1.0
2008,dcid:nuts/BG3,1.0,0.9,0.9
2009,dcid:nuts/BG3,1.1,1.0,1.0
2010,dcid:nuts/BG3,1.0,0.9,1.0
2011,dcid:nuts/BG3,1.1,1.0,1.1
2012,dcid:nuts/BG3,1.3,1.0,1.2
2013,dcid:nuts/BG3,1.5,1.0,1.3
2014,dcid:nuts/BG3,1.4,1.1,1.2
2015,dcid:nuts/BG3,1.4,1.2,1.3
2016,dcid:nuts/BG3,1.8,1.2,1.5
2017,dcid:nuts/BG3,1.7,1.4,1.5
2018,dcid:nuts/BG3,1.8,1.4,1.6
2019,dcid:nuts/BG3,1.4,1.2,1.3
2003,dcid:nuts/BG31,,,0.7
2012,dcid:nuts/BG31,,,0.9
2016,dcid:nuts/BG31,,,1.0
2017,dcid:nuts/BG31,1.6,,1.2
2018,dcid:nuts/BG31,1.7,,1.3
2019,dcid:nuts/BG31,,,1.1
2003,dcid:nuts/BG32,,,0.9
2004,dcid:nuts/BG32,,,1.0
2005,dcid:nuts/BG32,,,0.8
2006,dcid:nuts/BG32,,,0.9
2007,dcid:nuts/BG32,,,1.2
2008,dcid:nuts/BG32,,,1.1
2009,dcid:nuts/BG32,,,0.9
2010,dcid:nuts/BG32,,,0.9
2011,dcid:nuts/BG32,,,0.9
2012,dcid:nuts/BG32,,,1.1
2013,dcid:nuts/BG32,1.5,,1.1
2014,dcid:nuts/BG32,1.7,,1.2
2015,dcid:nuts/BG32,,,0.9
2016,dcid:nuts/BG32,,,1.3
2017,dcid:nuts/BG32,1.8,1.7,1.8
2018,dcid:nuts/BG32,1.6,1.9,1.7
2019,dcid:nuts/BG32,1.9,1.3,1.6
2003,dcid:nuts/BG33,1.3,,1.2
2004,dcid:nuts/BG33,1.5,,1.3
2005,dcid:nuts/BG33,,,1.2
2006,dcid:nuts/BG33,1.3,1.6,1.4
2007,dcid:nuts/BG33,,,1.3
2008,dcid:nuts/BG33,,,1.0
2009,dcid:nuts/BG33,1.3,,1.1
2010,dcid:nuts/BG33,1.4,,1.1
2011,dcid:nuts/BG33,1.8,1.3,1.6
2012,dcid:nuts/BG33,1.9,,1.4
2013,dcid:nuts/BG33,1.9,2.0,1.9
2014,dcid:nuts/BG33,1.8,2.0,1.9
2015,dcid:nuts/BG33,1.9,1.9,1.9
2016,dcid:nuts/BG33,2.2,1.6,1.9
2017,dcid:nuts/BG33,1.8,,1.4
2018,dcid:nuts/BG33,1.5,1.2,1.4
2019,dcid:nuts/BG33,1.2,1.3,1.3
2003,dcid:nuts/BG34,1.2,,1.2
2004,dcid:nuts/BG34,,,0.9
2005,dcid:nuts/BG34,,,1.0
2006,dcid:nuts/BG34,,,1.0
2007,dcid:nuts/BG34,,1.4,1.1
2008,dcid:nuts/BG34,,,1.0
2009,dcid:nuts/BG34,1.4,1.6,1.5
2010,dcid:nuts/BG34,1.3,1.2,1.2
2011,dcid:nuts/BG34,,1.4,1.1
2012,dcid:nuts/BG34,1.3,1.4,1.3
2013,dcid:nuts/BG34,1.6,,1.2
2014,dcid:nuts/BG34,,,1.1
2015,dcid:nuts/BG34,1.4,1.3,1.4
2016,dcid:nuts/BG34,2.0,1.2,1.6
2017,dcid:nuts/BG34,1.7,1.8,1.8
2018,dcid:nuts/BG34,2.2,1.6,1.9
2019,dcid:nuts/BG34,1.2,1.2,1.2
2003,dcid:nuts/BG4,1.7,1.4,1.6
2004,dcid:nuts/BG4,1.6,1.7,1.6
2005,dcid:nuts/BG4,1.5,1.8,1.7
2006,dcid:nuts/BG4,2.2,2.2,2.2
2007,dcid:nuts/BG4,2.3,2.3,2.3
2008,dcid:nuts/BG4,2.3,2.2,2.2
2009,dcid:nuts/BG4,2.3,1.9,2.1
2010,dcid:nuts/BG4,2.4,2.1,2.2
2011,dcid:nuts/BG4,2.2,2.0,2.1
2012,dcid:nuts/BG4,2.3,2.3,2.3
2013,dcid:nuts/BG4,2.6,2.8,2.7
2014,dcid:nuts/BG4,3.2,2.6,2.9
2015,dcid:nuts/BG4,2.8,2.6,2.7
2016,dcid:nuts/BG4,2.9,3.0,2.9
2017,dcid:nuts/BG4,3.0,3.0,3.0
2018,dcid:nuts/BG4,3.3,3.4,3.4
2019,dcid:nuts/BG4,2.8,2.4,2.6
2001,dcid:nuts/BG41,2.2,2.2,2.2
2002,dcid:nuts/BG41,1.9,2.0,1.9
2003,dcid:nuts/BG41,2.1,2.0,2.0
2004,dcid:nuts/BG41,2.1,2.5,2.3
2005,dcid:nuts/BG41,2.1,2.4,2.3
2006,dcid:nuts/BG41,2.9,3.1,3.0
2007,dcid:nuts/BG41,2.9,3.3,3.1
2008,dcid:nuts/BG41,3.3,2.8,3.1
2009,dcid:nuts/BG41,3.3,2.7,3.0
2010,dcid:nuts/BG41,3.0,2.4,2.7
2011,dcid:nuts/BG41,2.9,2.5,2.7
2012,dcid:nuts/BG41,3.0,2.9,3.0
2013,dcid:nuts/BG41,3.5,3.6,3.5
2014,dcid:nuts/BG41,4.3,3.3,3.8
2015,dcid:nuts/BG41,3.4,3.6,3.5
2016,dcid:nuts/BG41,3.6,4.0,3.8
2017,dcid:nuts/BG41,3.8,4.2,4.0
2018,dcid:nuts/BG41,4.4,4.7,4.5
2019,dcid:nuts/BG41,3.7,3.1,3.4
2003,dcid:nuts/BG42,1.1,,0.9
2004,dcid:nuts/BG42,0.8,,0.7
2005,dcid:nuts/BG42,,1.0,0.9
2006,dcid:nuts/BG42,1.2,,1.0
2007,dcid:nuts/BG42,1.4,1.0,1.2
2008,dcid:nuts/BG42,0.9,1.2,1.0
2009,dcid:nuts/BG42,1.0,,0.9
2010,dcid:nuts/BG42,1.5,1.6,1.5
2011,dcid:nuts/BG42,1.1,1.3,1.2
2012,dcid:nuts/BG42,1.1,1.4,1.3
2013,dcid:nuts/BG42,1.3,1.6,1.4
2014,dcid:nuts/BG42,1.5,1.5,1.5
2015,dcid:nuts/BG42,1.9,1.2,1.5
2016,dcid:nuts/BG42,1.8,1.4,1.6
2017,dcid:nuts/BG42,1.7,1.2,1.4
2018,dcid:nuts/BG42,1.7,1.5,1.6
2019,dcid:nuts/BG42,1.5,1.3,1.4
2000,dcid:nuts/CH,29.4,40.0,34.7
2001,dcid:nuts/CH,32.1,42.4,37.3
2002,dcid:nuts/CH,30.7,40.8,35.8
2003,dcid:nuts/CH,24.0,25.3,24.7
2004,dcid:nuts/CH,27.4,29.7,28.6
2005,dcid:nuts/CH,26.5,27.4,27.0
2006,dcid:nuts/CH,23.4,21.7,22.5
2007,dcid:nuts/CH,27.5,26.2,26.8
2008,dcid:nuts/CH,28.2,27.6,27.9
2009,dcid:nuts/CH,25.0,22.8,23.9
2010,dcid:nuts/CH,28.8,30.6,29.7
2011,dcid:nuts/CH,27.9,30.0,28.9
2012,dcid:nuts/CH,28.0,30.1,29.1
2013,dcid:nuts/CH,28.7,30.0,29.3
2014,dcid:nuts/CH,30.3,30.8,30.5
2015,dcid:nuts/CH,30.2,31.5,30.8
2016,dcid:nuts/CH,31.1,31.7,31.4
2017,dcid:nuts/CH,30.5,31.9,31.2
2018,dcid:nuts/CH,30.9,32.4,31.6
2019,dcid:nuts/CH,31.3,33.2,32.3
2000,dcid:nuts/CH0,29.4,40.0,34.7
2001,dcid:nuts/CH0,32.1,42.4,37.3
2002,dcid:nuts/CH0,30.7,40.8,35.8
2003,dcid:nuts/CH0,24.0,25.3,24.7
2004,dcid:nuts/CH0,27.4,29.7,28.6
2005,dcid:nuts/CH0,26.5,27.4,27.0
2006,dcid:nuts/CH0,23.4,21.7,22.5
2007,dcid:nuts/CH0,27.5,26.2,26.8
2008,dcid:nuts/CH0,28.2,27.6,27.9
2009,dcid:nuts/CH0,25.0,22.8,23.9
2010,dcid:nuts/CH0,28.8,30.6,29.7
2011,dcid:nuts/CH0,27.9,30.0,28.9
2012,dcid:nuts/CH0,28.0,30.1,29.1
2013,dcid:nuts/CH0,28.7,30.0,29.3
2014,dcid:nuts/CH0,30.3,30.8,30.5
2015,dcid:nuts/CH0,30.2,31.5,30.8
2016,dcid:nuts/CH0,31.1,31.7,31.4
2017,dcid:nuts/CH0,30.5,31.9,31.2
2018,dcid:nuts/CH0,30.9,32.4,31.6
2019,dcid:nuts/CH0,31.3,33.2,32.3
2001,dcid:nuts/CH01,26.5,29.2,27.8
2002,dcid:nuts/CH01,26.0,33.4,29.6
2003,dcid:nuts/CH01,24.4,24.8,24.6
2004,dcid:nuts/CH01,26.5,28.2,27.4
2005,dcid:nuts/CH01,25.2,26.9,26.1
2006,dcid:nuts/CH01,22.8,19.1,21.0
2007,dcid:nuts/CH01,26.5,25.0,25.7
2008,dcid:nuts/CH01,26.9,25.9,26.4
2009,dcid:nuts/CH01,24.1,21.8,23.0
2010,dcid:nuts/CH01,25.3,27.9,26.6
2011,dcid:nuts/CH01,25.2,26.3,25.7
2012,dcid:nuts/CH01,25.7,26.3,26.0
2013,dcid:nuts/CH01,25.9,27.3,26.6
2014,dcid:nuts/CH01,27.5,27.2,27.4
2015,dcid:nuts/CH01,26.9,27.4,27.1
2016,dcid:nuts/CH01,28.4,28.2,28.3
2017,dcid:nuts/CH01,27.1,28.1,27.6
2018,dcid:nuts/CH01,28.5,28.6,28.5
2019,dcid:nuts/CH01,28.2,29.7,28.9
2001,dcid:nuts/CH02,31.1,43.5,37.2
2002,dcid:nuts/CH02,30.3,41.9,36.1
2003,dcid:nuts/CH02,23.4,25.8,24.6
2004,dcid:nuts/CH02,26.2,30.5,28.3
2005,dcid:nuts/CH02,25.6,27.6,26.6
2006,dcid:nuts/CH02,23.3,22.5,22.9
2007,dcid:nuts/CH02,26.2,25.7,25.9
2008,dcid:nuts/CH02,26.0,27.6,26.8
2009,dcid:nuts/CH02,24.5,22.6,23.5
2010,dcid:nuts/CH02,28.1,30.0,29.1
2011,dcid:nuts/CH02,28.0,30.3,29.1
2012,dcid:nuts/CH02,27.6,30.0,28.8
2013,dcid:nuts/CH02,27.6,30.0,28.8
2014,dcid:nuts/CH02,29.1,30.7,29.9
2015,dcid:nuts/CH02,29.8,31.1,30.4
2016,dcid:nuts/CH02,30.1,31.8,31.0
2017,dcid:nuts/CH02,29.1,32.4,30.8
2018,dcid:nuts/CH02,30.2,32.2,31.2
2019,dcid:nuts/CH02,29.4,32.6,31.0
2001,dcid:nuts/CH03,36.1,48.4,42.3
2002,dcid:nuts/CH03,32.5,42.1,37.4
2003,dcid:nuts/CH03,24.1,25.0,24.6
2004,dcid:nuts/CH03,28.5,31.4,30.0
2005,dcid:nuts/CH03,27.2,28.1,27.6
2006,dcid:nuts/CH03,23.7,21.7,22.7
2007,dcid:nuts/CH03,28.3,27.2,27.8
2008,dcid:nuts/CH03,29.4,28.1,28.8
2009,dcid:nuts/CH03,26.6,24.9,25.7
2010,dcid:nuts/CH03,30.8,33.3,32.1
2011,dcid:nuts/CH03,28.7,31.8,30.3
2012,dcid:nuts/CH03,29.6,32.1,30.8
2013,dcid:nuts/CH03,30.7,33.4,32.0
2014,dcid:nuts/CH03,32.6,31.8,32.2
2015,dcid:nuts/CH03,32.7,33.2,32.9
2016,dcid:nuts/CH03,33.5,32.5,33.0
2017,dcid:nuts/CH03,31.5,32.4,31.9
2018,dcid:nuts/CH03,32.5,32.9,32.7
2019,dcid:nuts/CH03,33.3,34.6,33.9
2001,dcid:nuts/CH04,38.7,48.4,43.5
2002,dcid:nuts/CH04,37.4,45.9,41.7
2003,dcid:nuts/CH04,26.3,26.3,26.3
2004,dcid:nuts/CH04,31.1,31.7,31.4
2005,dcid:nuts/CH04,30.0,30.1,30.0
2006,dcid:nuts/CH04,25.5,25.1,25.3
2007,dcid:nuts/CH04,30.5,28.7,29.6
2008,dcid:nuts/CH04,32.7,29.7,31.2
2009,dcid:nuts/CH04,28.2,23.7,25.9
2010,dcid:nuts/CH04,33.3,33.7,33.5
2011,dcid:nuts/CH04,32.6,33.1,32.9
2012,dcid:nuts/CH04,32.7,34.7,33.7
2013,dcid:nuts/CH04,33.9,33.2,33.5
2014,dcid:nuts/CH04,35.6,34.2,34.9
2015,dcid:nuts/CH04,33.8,35.8,34.8
2016,dcid:nuts/CH04,35.6,35.6,35.6
2017,dcid:nuts/CH04,35.7,35.4,35.5
2018,dcid:nuts/CH04,35.0,37.4,36.2
2019,dcid:nuts/CH04,37.4,38.2,37.8
2001,dcid:nuts/CH05,32.6,44.9,39.0
2002,dcid:nuts/CH05,31.5,42.6,37.1
2003,dcid:nuts/CH05,22.9,24.7,23.8
2004,dcid:nuts/CH05,26.7,27.2,26.9
2005,dcid:nuts/CH05,25.7,24.5,25.1
2006,dcid:nuts/CH05,22.5,21.1,21.8
2007,dcid:nuts/CH05,27.4,25.5,26.4
2008,dcid:nuts/CH05,27.0,28.4,27.7
2009,dcid:nuts/CH05,22.9,21.9,22.4
2010,dcid:nuts/CH05,27.7,29.9,28.8
2011,dcid:nuts/CH05,26.4,30.4,28.5
2012,dcid:nuts/CH05,26.4,29.2,27.8
2013,dcid:nuts/CH05,27.2,27.6,27.4
2014,dcid:nuts/CH05,28.2,31.2,29.7
2015,dcid:nuts/CH05,29.7,31.4,30.6
2016,dcid:nuts/CH05,29.2,31.5,30.4
2017,dcid:nuts/CH05,29.9,30.5,30.2
2018,dcid:nuts/CH05,30.2,30.4,30.3
2019,dcid:nuts/CH05,31.2,32.1,31.7
2001,dcid:nuts/CH06,36.1,48.1,42.0
2002,dcid:nuts/CH06,32.0,45.1,38.7
2003,dcid:nuts/CH06,24.5,27.1,25.8
2004,dcid:nuts/CH06,27.4,31.5,29.5
2005,dcid:nuts/CH06,27.4,28.8,28.1
2006,dcid:nuts/CH06,23.2,20.6,21.9
2007,dcid:nuts/CH06,27.3,25.9,26.6
2008,dcid:nuts/CH06,30.2,26.7,28.4
2009,dcid:nuts/CH06,24.8,22.3,23.5
2010,dcid:nuts/CH06,30.0,31.0,30.5
2011,dcid:nuts/CH06,28.8,30.2,29.5
2012,dcid:nuts/CH06,28.9,31.0,29.9
2013,dcid:nuts/CH06,29.6,31.2,30.4
2014,dcid:nuts/CH06,32.1,31.8,32.0
2015,dcid:nuts/CH06,32.7,32.4,32.5
2016,dcid:nuts/CH06,33.1,32.2,32.6
2017,dcid:nuts/CH06,32.5,34.2,33.4
2018,dcid:nuts/CH06,31.1,35.1,33.2
2019,dcid:nuts/CH06,30.5,34.2,32.4
2001,dcid:nuts/CH07,15.0,29.1,21.8
2002,dcid:nuts/CH07,15.1,25.5,20.2
2003,dcid:nuts/CH07,17.9,20.8,19.3
2004,dcid:nuts/CH07,22.0,23.0,22.5
2005,dcid:nuts/CH07,21.3,22.3,21.8
2006,dcid:nuts/CH07,20.8,17.8,19.3
2007,dcid:nuts/CH07,24.5,23.8,24.2
2008,dcid:nuts/CH07,23.2,23.5,23.3
2009,dcid:nuts/CH07,20.7,20.4,20.5
2010,dcid:nuts/CH07,21.9,25.0,23.4
2011,dcid:nuts/CH07,19.0,22.5,20.8
2012,dcid:nuts/CH07,18.7,21.3,20.0
2013,dcid:nuts/CH07,20.5,20.6,20.6
2014,dcid:nuts/CH07,20.7,24.0,22.3
2015,dcid:nuts/CH07,20.2,24.2,22.2
2016,dcid:nuts/CH07,22.5,25.4,23.9
2017,dcid:nuts/CH07,24.8,27.5,26.2
2018,dcid:nuts/CH07,23.3,26.6,25.0
2019,dcid:nuts/CH07,23.4,25.9,24.7
2000,dcid:nuts/CY,3.2,3.1,3.1
2001,dcid:nuts/CY,3.4,3.4,3.4
2002,dcid:nuts/CY,3.8,3.6,3.7
2003,dcid:nuts/CY,8.5,7.1,7.9
2004,dcid:nuts/CY,9.6,9.0,9.3
2005,dcid:nuts/CY,6.3,5.4,5.9
2006,dcid:nuts/CY,8.0,6.8,7.4
2007,dcid:nuts/CY,8.9,8.5,8.7
2008,dcid:nuts/CY,9.0,8.6,8.8
2009,dcid:nuts/CY,8.2,8.4,8.3
2010,dcid:nuts/CY,8.2,7.9,8.1
2011,dcid:nuts/CY,7.9,7.7,7.8
2012,dcid:nuts/CY,8.0,7.4,7.7
2013,dcid:nuts/CY,7.4,7.0,7.2
2014,dcid:nuts/CY,7.5,6.7,7.1
2015,dcid:nuts/CY,7.9,6.9,7.5
2016,dcid:nuts/CY,7.1,6.7,6.9
2017,dcid:nuts/CY,7.1,6.7,6.9
2018,dcid:nuts/CY,6.6,6.8,6.7
2019,dcid:nuts/CY,6.2,5.6,5.9
2000,dcid:nuts/CY0,3.2,3.1,3.1
2001,dcid:nuts/CY0,3.4,3.4,3.4
2002,dcid:nuts/CY0,3.8,3.6,3.7
2003,dcid:nuts/CY0,8.5,7.1,7.9
2004,dcid:nuts/CY0,9.6,9.0,9.3
2005,dcid:nuts/CY0,6.3,5.4,5.9
2006,dcid:nuts/CY0,8.0,6.8,7.4
2007,dcid:nuts/CY0,8.9,8.5,8.7
2008,dcid:nuts/CY0,9.0,8.6,8.8
2009,dcid:nuts/CY0,8.2,8.4,8.3
2010,dcid:nuts/CY0,8.2,7.9,8.1
2011,dcid:nuts/CY0,7.9,7.7,7.8
2012,dcid:nuts/CY0,8.0,7.4,7.7
2013,dcid:nuts/CY0,7.4,7.0,7.2
2014,dcid:nuts/CY0,7.5,6.7,7.1
2015,dcid:nuts/CY0,7.9,6.9,7.5
2016,dcid:nuts/CY0,7.1,6.7,6.9
2017,dcid:nuts/CY0,7.1,6.7,6.9
2018,dcid:nuts/CY0,6.6,6.8,6.7
2019,dcid:nuts/CY0,6.2,5.6,5.9
2000,dcid:nuts/CY00,3.2,3.1,3.1
2001,dcid:nuts/CY00,3.4,3.4,3.4
2002,dcid:nuts/CY00,3.8,3.6,3.7
2003,dcid:nuts/CY00,8.5,7.1,7.9
2004,dcid:nuts/CY00,9.6,9.0,9.3
2005,dcid:nuts/CY00,6.3,5.4,5.9
2006,dcid:nuts/CY00,8.0,6.8,7.4
2007,dcid:nuts/CY00,8.9,8.5,8.7
2008,dcid:nuts/CY00,9.0,8.6,8.8
2009,dcid:nuts/CY00,8.2,8.4,8.3
2010,dcid:nuts/CY00,8.2,7.9,8.1
2011,dcid:nuts/CY00,7.9,7.7,7.8
2012,dcid:nuts/CY00,8.0,7.4,7.7
2013,dcid:nuts/CY00,7.4,7.0,7.2
2014,dcid:nuts/CY00,7.5,6.7,7.1
2015,dcid:nuts/CY00,7.9,6.9,7.5
2016,dcid:nuts/CY00,7.1,6.7,6.9
2017,dcid:nuts/CY00,7.1,6.7,6.9
2018,dcid:nuts/CY00,6.6,6.8,6.7
2019,dcid:nuts/CY00,6.2,5.6,5.9
2002,dcid:nuts/CZ,5.4,5.8,5.6
2003,dcid:nuts/CZ,5.4,4.8,5.1
2004,dcid:nuts/CZ,6.0,5.5,5.8
2005,dcid:nuts/CZ,5.9,5.2,5.6
2006,dcid:nuts/CZ,6.0,5.6,5.8
2007,dcid:nuts/CZ,6.1,5.8,6.0
2008,dcid:nuts/CZ,8.1,8.0,8.0
2009,dcid:nuts/CZ,7.3,6.9,7.1
2010,dcid:nuts/CZ,8.0,7.6,7.8
2011,dcid:nuts/CZ,11.9,11.4,11.6
2012,dcid:nuts/CZ,11.4,10.8,11.1
2013,dcid:nuts/CZ,9.9,10.0,10.0
2014,dcid:nuts/CZ,9.8,9.3,9.6
2015,dcid:nuts/CZ,8.6,8.3,8.5
2016,dcid:nuts/CZ,9.0,8.6,8.8
2017,dcid:nuts/CZ,10.0,9.6,9.8
2018,dcid:nuts/CZ,8.7,8.3,8.5
2019,dcid:nuts/CZ,8.1,8.1,8.1
2002,dcid:nuts/CZ0,5.4,5.8,5.6
2003,dcid:nuts/CZ0,5.4,4.8,5.1
2004,dcid:nuts/CZ0,6.0,5.5,5.8
2005,dcid:nuts/CZ0,5.9,5.2,5.6
2006,dcid:nuts/CZ0,6.0,5.6,5.8
2007,dcid:nuts/CZ0,6.1,5.8,6.0
2008,dcid:nuts/CZ0,8.1,8.0,8.0
2009,dcid:nuts/CZ0,7.3,6.9,7.1
2010,dcid:nuts/CZ0,8.0,7.6,7.8
2011,dcid:nuts/CZ0,11.9,11.4,11.6
2012,dcid:nuts/CZ0,11.4,10.8,11.1
2013,dcid:nuts/CZ0,9.9,10.0,10.0
2014,dcid:nuts/CZ0,9.8,9.3,9.6
2015,dcid:nuts/CZ0,8.6,8.3,8.5
2016,dcid:nuts/CZ0,9.0,8.6,8.8
2017,dcid:nuts/CZ0,10.0,9.6,9.8
2018,dcid:nuts/CZ0,8.7,8.3,8.5
2019,dcid:nuts/CZ0,8.1,8.1,8.1
2002,dcid:nuts/CZ01,11.8,11.8,11.8
2003,dcid:nuts/CZ01,11.0,8.5,9.8
2004,dcid:nuts/CZ01,13.2,9.2,11.2
2005,dcid:nuts/CZ01,10.0,8.2,9.1
2006,dcid:nuts/CZ01,10.2,8.3,9.3
2007,dcid:nuts/CZ01,10.4,9.9,10.2
2008,dcid:nuts/CZ01,12.5,13.6,13.1
2009,dcid:nuts/CZ01,12.2,10.9,11.6
2010,dcid:nuts/CZ01,12.1,13.0,12.6
2011,dcid:nuts/CZ01,16.7,16.7,16.7
2012,dcid:nuts/CZ01,11.8,12.2,12.0
2013,dcid:nuts/CZ01,8.7,9.5,9.1
2014,dcid:nuts/CZ01,7.9,8.0,8.0
2015,dcid:nuts/CZ01,6.8,6.9,6.9
2016,dcid:nuts/CZ01,9.5,7.9,8.7
2017,dcid:nuts/CZ01,12.7,9.8,11.3
2018,dcid:nuts/CZ01,13.2,11.3,12.2
2019,dcid:nuts/CZ01,11.2,9.6,10.4
2002,dcid:nuts/CZ02,4.6,4.9,4.7
2003,dcid:nuts/CZ02,4.3,3.3,3.8
2004,dcid:nuts/CZ02,4.4,3.9,4.2
2005,dcid:nuts/CZ02,4.7,3.4,4.0
2006,dcid:nuts/CZ02,5.0,4.3,4.6
2007,dcid:nuts/CZ02,5.0,4.9,4.9
2008,dcid:nuts/CZ02,8.4,6.7,7.5
2009,dcid:nuts/CZ02,7.1,6.6,6.8
2010,dcid:nuts/CZ02,7.2,6.1,6.6
2011,dcid:nuts/CZ02,11.8,11.5,11.7
2012,dcid:nuts/CZ02,11.3,10.7,11.0
2013,dcid:nuts/CZ02,9.1,9.5,9.3
2014,dcid:nuts/CZ02,9.4,7.8,8.6
2015,dcid:nuts/CZ02,7.5,7.6,7.6
2016,dcid:nuts/CZ02,8.3,8.5,8.4
2017,dcid:nuts/CZ02,8.3,7.7,8.0
2018,dcid:nuts/CZ02,6.4,6.0,6.2
2019,dcid:nuts/CZ02,7.6,7.7,7.7
2002,dcid:nuts/CZ03,3.6,4.2,3.9
2003,dcid:nuts/CZ03,3.7,3.7,3.7
2004,dcid:nuts/CZ03,4.6,4.4,4.5
2005,dcid:nuts/CZ03,4.9,4.1,4.5
2006,dcid:nuts/CZ03,4.9,4.5,4.7
2007,dcid:nuts/CZ03,5.2,4.9,5.0
2008,dcid:nuts/CZ03,8.0,7.3,7.6
2009,dcid:nuts/CZ03,6.5,6.2,6.3
2010,dcid:nuts/CZ03,6.5,6.5,6.5
2011,dcid:nuts/CZ03,12.2,11.7,12.0
2012,dcid:nuts/CZ03,12.1,11.9,12.0
2013,dcid:nuts/CZ03,10.7,10.8,10.7
2014,dcid:nuts/CZ03,9.7,8.5,9.1
2015,dcid:nuts/CZ03,9.1,8.3,8.7
2016,dcid:nuts/CZ03,9.6,8.5,9.0
2017,dcid:nuts/CZ03,10.3,10.2,10.3
