Date,GeoId,MeanMothersAge_BirthEvent,MedianMothersAge_BirthEvent,FertilityRate_Person_Female
2017,nuts/AT13,30.9,31.2,1.42
2018,nuts/AT13,31.1,31.4,1.37
2019,nuts/AT13,31.3,31.6,1.36
2020,nuts/AT13,31.3,31.7,1.3
2021,nuts/AT13,31.6,31.9,1.3
2022,nuts/AT13,31.7,31.9,1.27
2013,nuts/AT130,,30.8,
2014,nuts/AT130,30.6,30.8,1.41
2015,nuts/AT130,30.7,31.0,1.43
2016,nuts/AT130,30.9,31.1,1.46
2017,nuts/AT130,30.9,31.2,1.42
2018,nuts/AT130,31.1,31.4,1.37
2019,nuts/AT130,31.3,31.6,1.36
2020,nuts/AT130,31.3,31.7,1.3
2021,nuts/AT130,31.6,31.9,1.3
2022,nuts/AT130,31.7,31.9,1.27
2013,nuts/AT2,30.1,30.2,1.37
2014,nuts/AT2,30.1,30.4,1.38
2015,nuts/AT2,30.4,30.6,1.44
2016,nuts/AT2,30.4,30.6,1.46
2017,nuts/AT2,30.5,30.7,1.48
2018,nuts/AT2,30.7,30.9,1.43
2019,nuts/AT2,30.8,31.1,1.41
2020,nuts/AT2,30.7,31.0,1.42
2021,nuts/AT2,30.9,31.3,1.47
2022,nuts/AT2,30.8,31.2,1.39
2013,nuts/AT21,30.0,30.2,1.41
2014,nuts/AT21,30.1,30.4,1.43
2015,nuts/AT21,30.3,30.5,1.43
2016,nuts/AT21,30.2,30.5,1.51
2017,nuts/AT21,30.4,30.7,1.51
2018,nuts/AT21,30.5,30.8,1.44
2019,nuts/AT21,30.6,30.9,1.4
2020,nuts/AT21,30.7,31.0,1.43
2021,nuts/AT21,30.8,31.3,1.46
2022,nuts/AT21,30.7,31.3,1.41
2013,nuts/AT211,,30.7,
2014,nuts/AT211,30.5,30.9,1.38
2015,nuts/AT211,30.7,31.1,1.36
2016,nuts/AT211,30.5,31.0,1.49
2017,nuts/AT211,30.6,31.1,1.45
2018,nuts/AT211,30.8,31.2,1.39
2019,nuts/AT211,30.8,31.2,1.35
2020,nuts/AT211,31.0,31.6,1.36
2021,nuts/AT211,31.1,31.7,1.41
2022,nuts/AT211,31.0,31.8,1.35
2013,nuts/AT212,,29.8,
2014,nuts/AT212,29.9,29.9,1.53
2015,nuts/AT212,29.8,29.7,1.51
2016,nuts/AT212,29.8,29.7,1.56
2017,nuts/AT212,30.4,30.6,1.57
2018,nuts/AT212,30.6,30.7,1.48
2019,nuts/AT212,30.7,30.9,1.47
2020,nuts/AT212,30.3,30.2,1.44
2021,nuts/AT212,30.8,31.0,1.55
2022,nuts/AT212,30.5,30.8,1.48
2013,nuts/AT213,,29.6,
2014,nuts/AT213,29.5,29.7,1.44
2015,nuts/AT213,29.9,30.0,1.53
2016,nuts/AT213,29.9,30.1,1.5
2017,nuts/AT213,30.0,29.9,1.61
2018,nuts/AT213,29.9,30.0,1.53
2019,nuts/AT213,30.3,30.5,1.47
2020,nuts/AT213,30.4,30.5,1.59
2021,nuts/AT213,30.3,30.9,1.49
2022,nuts/AT213,30.2,30.5,1.48
2013,nuts/AT22,30.1,30.2,1.35
2014,nuts/AT22,30.2,30.4,1.36
2015,nuts/AT22,30.4,30.6,1.45
2016,nuts/AT22,30.5,30.6,1.45
2017,nuts/AT22,30.6,30.7,1.47
2018,nuts/AT22,30.7,30.9,1.42
2019,nuts/AT22,30.9,31.1,1.41
2020,nuts/AT22,30.7,31.0,1.42
2021,nuts/AT22,30.9,31.2,1.47
2022,nuts/AT22,30.9,31.2,1.39
2013,nuts/AT221,,30.9,
2014,nuts/AT221,31.2,31.2,1.3
2015,nuts/AT221,31.5,31.4,1.4
2016,nuts/AT221,31.5,31.4,1.4
2017,nuts/AT221,31.5,31.4,1.36
2018,nuts/AT221,31.7,31.6,1.35
2019,nuts/AT221,31.8,31.9,1.36
2020,nuts/AT221,31.5,31.7,1.33
2021,nuts/AT221,31.8,32.0,1.37
2022,nuts/AT221,31.7,31.9,1.29
2013,nuts/AT222,,29.7,
2014,nuts/AT222,29.8,30.1,1.45
2015,nuts/AT222,30.0,30.1,1.53
2016,nuts/AT222,30.3,30.5,1.57
2017,nuts/AT222,29.9,30.1,1.58
2018,nuts/AT222,29.9,30.4,1.64
2019,nuts/AT222,30.3,30.3,1.52
2020,nuts/AT222,30.4,30.7,1.52
2021,nuts/AT222,30.6,30.6,1.64
2022,nuts/AT222,30.2,30.6,1.55
2013,nuts/AT223,,29.4,
2014,nuts/AT223,29.1,29.4,1.32
2015,nuts/AT223,29.7,30.1,1.45
2016,nuts/AT223,29.5,29.5,1.46
2017,nuts/AT223,29.5,29.6,1.53
2018,nuts/AT223,29.8,30.0,1.39
2019,nuts/AT223,30.0,30.2,1.42
2020,nuts/AT223,30.0,30.1,1.34
2021,nuts/AT223,30.2,30.4,1.5
2022,nuts/AT223,30.2,30.4,1.34
2013,nuts/AT224,,30.1,
2014,nuts/AT224,29.7,29.9,1.57
2015,nuts/AT224,29.9,30.2,1.52
2016,nuts/AT224,30.0,30.3,1.56
2017,nuts/AT224,30.1,30.3,1.66
2018,nuts/AT224,30.3,30.4,1.54
2019,nuts/AT224,30.4,30.8,1.55
2020,nuts/AT224,30.3,30.8,1.58
2021,nuts/AT224,30.3,30.8,1.66
2022,nuts/AT224,30.5,31.0,1.52
2013,nuts/AT225,,29.8,
2014,nuts/AT225,29.5,29.8,1.29
2015,nuts/AT225,29.5,29.9,1.47
2016,nuts/AT225,29.9,30.3,1.43
2017,nuts/AT225,30.3,30.7,1.49
2018,nuts/AT225,30.2,30.6,1.48
2019,nuts/AT225,30.1,30.6,1.41
2020,nuts/AT225,30.3,30.7,1.51
2021,nuts/AT225,30.3,30.8,1.49
2022,nuts/AT225,30.3,30.9,1.48
2013,nuts/AT226,,29.4,
2014,nuts/AT226,29.5,29.5,1.4
2015,nuts/AT226,29.2,29.4,1.59
2016,nuts/AT226,29.6,29.8,1.56
2017,nuts/AT226,29.7,29.9,1.53
2018,nuts/AT226,30.0,30.2,1.48
2019,nuts/AT226,30.1,30.4,1.49
2020,nuts/AT226,30.0,30.2,1.51
2021,nuts/AT226,30.1,30.2,1.59
2022,nuts/AT226,30.2,30.5,1.54
2013,nuts/AT3,30.3,30.5,1.5
2014,nuts/AT3,30.4,30.6,1.56
2015,nuts/AT3,30.5,30.7,1.58
2016,nuts/AT3,30.6,30.8,1.63
2017,nuts/AT3,30.7,30.9,1.62
2018,nuts/AT3,30.8,31.0,1.59
2019,nuts/AT3,31.0,31.3,1.58
2020,nuts/AT3,31.0,31.2,1.56
2021,nuts/AT3,31.1,31.4,1.6
2022,nuts/AT3,31.0,31.4,1.53
2013,nuts/AT31,30.0,30.1,1.55
2014,nuts/AT31,30.1,30.2,1.61
2015,nuts/AT31,30.2,30.3,1.61
2016,nuts/AT31,30.3,30.4,1.68
2017,nuts/AT31,30.4,30.5,1.67
2018,nuts/AT31,30.5,30.6,1.63
2019,nuts/AT31,30.6,30.8,1.61
2020,nuts/AT31,30.7,30.9,1.58
2021,nuts/AT31,30.8,31.1,1.62
2022,nuts/AT31,30.8,31.1,1.57
2013,nuts/AT311,,30.0,
2014,nuts/AT311,30.0,30.0,1.51
2015,nuts/AT311,30.2,30.3,1.6
2016,nuts/AT311,30.2,30.3,1.71
2017,nuts/AT311,30.4,30.5,1.68
2018,nuts/AT311,30.5,30.5,1.65
2019,nuts/AT311,30.7,30.9,1.67
2020,nuts/AT311,30.7,30.9,1.62
2021,nuts/AT311,30.7,30.9,1.7
2022,nuts/AT311,30.8,31.0,1.65
2013,nuts/AT312,,30.2,
2014,nuts/AT312,30.1,30.3,1.6
2015,nuts/AT312,30.3,30.3,1.58
2016,nuts/AT312,30.3,30.5,1.63
2017,nuts/AT312,30.4,30.6,1.64
2018,nuts/AT312,30.5,30.7,1.59
2019,nuts/AT312,30.5,30.7,1.55
2020,nuts/AT312,30.7,30.9,1.51
2021,nuts/AT312,30.8,31.1,1.54
2022,nuts/AT312,30.9,31.1,1.51
2013,nuts/AT313,,30.5,
2014,nuts/AT313,30.2,30.1,1.71
2015,nuts/AT313,30.3,30.3,1.73
2016,nuts/AT313,30.4,30.5,1.75
2017,nuts/AT313,30.5,30.5,1.75
2018,nuts/AT313,30.4,30.6,1.73
2019,nuts/AT313,30.7,30.8,1.71
2020,nuts/AT313,30.6,30.8,1.66
2021,nuts/AT313,30.7,30.9,1.71
2022,nuts/AT313,30.6,31.0,1.68
2013,nuts/AT314,,29.7,
2014,nuts/AT314,29.8,29.6,1.61
2015,nuts/AT314,29.9,29.9,1.63
2016,nuts/AT314,30.2,30.3,1.67
2017,nuts/AT314,30.1,30.0,1.64
2018,nuts/AT314,30.5,30.4,1.61
2019,nuts/AT314,30.4,30.4,1.58
2020,nuts/AT314,30.2,30.3,1.62
2021,nuts/AT314,30.7,30.8,1.71
2022,nuts/AT314,30.5,30.6,1.59
2013,nuts/AT315,,30.1,
2014,nuts/AT315,30.2,30.3,1.68
2015,nuts/AT315,30.2,30.3,1.62
2016,nuts/AT315,30.2,30.4,1.76
2017,nuts/AT315,30.5,30.7,1.7
2018,nuts/AT315,30.7,31.0,1.64
2019,nuts/AT315,30.9,31.2,1.67
2020,nuts/AT315,30.8,31.1,1.6
2021,nuts/AT315,30.9,31.4,1.65
2022,nuts/AT315,30.9,31.4,1.55
2013,nuts/AT32,30.3,30.5,1.48
2014,nuts/AT32,30.3,30.6,1.55
2015,nuts/AT32,30.6,30.8,1.55
2016,nuts/AT32,30.6,30.9,1.58
2017,nuts/AT32,30.7,31.0,1.62
2018,nuts/AT32,30.8,31.1,1.54
2019,nuts/AT32,31.2,31.5,1.58
2020,nuts/AT32,31.1,31.4,1.57
2021,nuts/AT32,31.2,31.4,1.58
2022,nuts/AT32,31.2,31.5,1.49
2013,nuts/AT321,,30.2,
2014,nuts/AT321,29.5,29.3,1.61
2015,nuts/AT321,30.5,30.2,1.55
2016,nuts/AT321,30.5,30.9,1.55
2017,nuts/AT321,30.5,30.5,1.61
2018,nuts/AT321,30.1,30.0,1.44
2019,nuts/AT321,30.3,30.5,1.44
2020,nuts/AT321,30.4,30.6,1.65
2021,nuts/AT321,30.7,31.1,1.59
2022,nuts/AT321,30.3,30.5,1.71
2013,nuts/AT322,,29.9,
2014,nuts/AT322,30.0,30.0,1.61
2015,nuts/AT322,30.3,30.4,1.62
2016,nuts/AT322,30.2,30.4,1.68
2017,nuts/AT322,30.5,30.6,1.68
2018,nuts/AT322,30.5,30.7,1.6
2019,nuts/AT322,30.7,30.9,1.69
2020,nuts/AT322,30.7,30.8,1.7
2021,nuts/AT322,30.5,30.6,1.68
2022,nuts/AT322,30.6,30.9,1.66
2013,nuts/AT323,,30.7,
2014,nuts/AT323,30.5,30.9,1.52
2015,nuts/AT323,30.6,31.0,1.52
2016,nuts/AT323,30.8,31.1,1.53
2017,nuts/AT323,30.8,31.2,1.59
2018,nuts/AT323,31.0,31.4,1.52
2019,nuts/AT323,31.4,31.8,1.55
2020,nuts/AT323,31.3,31.6,1.52
2021,nuts/AT323,31.5,31.8,1.53
2022,nuts/AT323,31.5,31.8,1.41
2013,nuts/AT33,30.8,30.9,1.44
2014,nuts/AT33,31.0,31.1,1.44
2015,nuts/AT33,31.0,31.2,1.52
2016,nuts/AT33,31.2,31.3,1.51
2017,nuts/AT33,31.1,31.3,1.53
2018,nuts/AT33,31.3,31.4,1.51
2019,nuts/AT33,31.6,31.7,1.47
2020,nuts/AT33,31.4,31.6,1.47
2021,nuts/AT33,31.6,31.9,1.55
2022,nuts/AT33,31.4,31.7,1.45
2013,nuts/AT331,,31.3,
2014,nuts/AT331,31.5,31.8,1.39
2015,nuts/AT331,31.1,31.4,1.61
2016,nuts/AT331,31.4,32.0,1.47
2017,nuts/AT331,31.5,32.0,1.42
2018,nuts/AT331,31.0,31.2,1.48
2019,nuts/AT331,31.9,32.2,1.53
2020,nuts/AT331,31.3,31.9,1.56
2021,nuts/AT331,31.5,31.8,1.46
2022,nuts/AT331,31.4,32.0,1.39
2013,nuts/AT332,,31.4,
2014,nuts/AT332,31.4,31.5,1.36
2015,nuts/AT332,31.5,31.5,1.44
2016,nuts/AT332,31.6,31.6,1.4
2017,nuts/AT332,31.4,31.4,1.4
2018,nuts/AT332,31.7,31.7,1.41
2019,nuts/AT332,32.1,32.1,1.37
2020,nuts/AT332,31.8,32.0,1.35
2021,nuts/AT332,32.2,32.4,1.46
2022,nuts/AT332,31.9,32.1,1.3
2013,nuts/AT333,,31.1,
2014,nuts/AT333,30.8,30.9,1.52
2015,nuts/AT333,30.9,31.2,1.65
2016,nuts/AT333,31.2,31.5,1.46
2017,nuts/AT333,30.9,31.0,1.75
2018,nuts/AT333,31.0,31.2,1.69
2019,nuts/AT333,31.4,31.7,1.84
2020,nuts/AT333,30.9,31.0,1.68
2021,nuts/AT333,31.2,31.4,1.73
2022,nuts/AT333,31.0,31.1,1.74
2013,nuts/AT334,,30.5,
2014,nuts/AT334,30.5,30.5,1.53
2015,nuts/AT334,30.6,30.8,1.51
2016,nuts/AT334,30.6,30.8,1.58
2017,nuts/AT334,30.7,31.0,1.66
2018,nuts/AT334,30.8,31.1,1.66
2019,nuts/AT334,30.9,31.2,1.63
2020,nuts/AT334,30.9,31.0,1.65
2021,nuts/AT334,31.3,31.5,1.6
2022,nuts/AT334,31.2,31.5,1.64
2013,nuts/AT335,,30.5,
2014,nuts/AT335,30.7,30.9,1.52
2015,nuts/AT335,30.6,30.9,1.63
2016,nuts/AT335,30.8,31.1,1.66
2017,nuts/AT335,31.0,31.2,1.63
2018,nuts/AT335,31.1,31.3,1.58
2019,nuts/AT335,31.2,31.4,1.49
2020,nuts/AT335,31.2,31.5,1.52
2021,nuts/AT335,31.2,31.4,1.65
2022,nuts/AT335,31.1,31.5,1.55
2013,nuts/AT34,30.7,31.0,1.52
2014,nuts/AT34,30.8,31.3,1.61
2015,nuts/AT34,30.7,31.1,1.64
2016,nuts/AT34,30.8,31.2,1.71
2017,nuts/AT34,30.8,31.2,1.68
2018,nuts/AT34,31.3,31.7,1.68
2019,nuts/AT34,31.1,31.6,1.68
2020,nuts/AT34,31.1,31.6,1.64
2021,nuts/AT34,31.4,31.8,1.67
2022,nuts/AT34,31.2,31.7,1.56
2013,nuts/AT341,,31.4,
2014,nuts/AT341,30.9,31.1,1.57
2015,nuts/AT341,30.8,31.1,1.64
2016,nuts/AT341,31.1,31.4,1.81
2017,nuts/AT341,31.0,31.3,1.75
2018,nuts/AT341,31.2,31.4,1.61
2019,nuts/AT341,31.3,31.9,1.67
2020,nuts/AT341,31.4,31.8,1.69
2021,nuts/AT341,31.3,31.7,1.76
2022,nuts/AT341,31.4,31.7,1.64
2013,nuts/AT342,,30.9,
2014,nuts/AT342,30.8,31.3,1.62
2015,nuts/AT342,30.7,31.1,1.63
2016,nuts/AT342,30.7,31.1,1.68
2017,nuts/AT342,30.7,31.2,1.66
2018,nuts/AT342,31.3,31.7,1.7
2019,nuts/AT342,31.0,31.5,1.69
2020,nuts/AT342,31.1,31.5,1.62
2021,nuts/AT342,31.4,31.9,1.64
2022,nuts/AT342,31.1,31.7,1.54
2013,nuts/BE1,31.1,31.3,1.91
2014,nuts/BE1,31.3,31.5,1.92
2015,nuts/BE1,31.4,31.5,1.87
2016,nuts/BE1,31.5,31.7,1.84
2017,nuts/BE1,31.7,31.8,1.82
2018,nuts/BE1,31.8,32.0,1.78
2019,nuts/BE1,32.0,32.1,1.72
2020,nuts/BE1,31.9,32.1,1.61
2021,nuts/BE1,32.2,32.3,1.58
2022,nuts/BE1,32.2,32.3,1.47
2013,nuts/BE10,31.1,31.3,1.91
2014,nuts/BE10,31.3,31.5,1.92
2015,nuts/BE10,31.4,31.5,1.87
2016,nuts/BE10,31.5,31.7,1.84
2017,nuts/BE10,31.7,31.8,1.82
2018,nuts/BE10,31.8,32.0,1.78
2019,nuts/BE10,32.0,32.1,1.72
2020,nuts/BE10,31.9,32.1,1.61
2021,nuts/BE10,32.2,32.3,1.58
2022,nuts/BE10,32.2,32.3,1.47
2013,nuts/BE100,31.1,31.3,1.91
2014,nuts/BE100,31.3,31.5,1.92
2015,nuts/BE100,31.4,31.5,1.87
2016,nuts/BE100,31.5,31.7,1.84
2017,nuts/BE100,31.7,31.8,1.82
2018,nuts/BE100,31.8,32.0,1.78
2019,nuts/BE100,32.0,32.1,1.72
2020,nuts/BE100,31.9,32.1,1.61
2021,nuts/BE100,32.2,32.3,1.58
2022,nuts/BE100,32.2,32.3,1.47
2013,nuts/BE2,30.1,30.1,1.73
2014,nuts/BE2,30.2,30.3,1.71
2015,nuts/BE2,30.3,30.3,1.67
2016,nuts/BE2,30.3,30.3,1.67
2017,nuts/BE2,30.4,30.5,1.62
2018,nuts/BE2,30.6,30.7,1.61
2019,nuts/BE2,30.7,30.8,1.59
2020,nuts/BE2,30.7,30.8,1.56
2021,nuts/BE2,30.9,31.1,1.62
2022,nuts/BE2,30.9,31.2,1.54
2013,nuts/BE21,30.1,30.1,1.81
2014,nuts/BE21,30.2,30.3,1.81
2015,nuts/BE21,30.3,30.3,1.74
2016,nuts/BE21,30.3,30.3,1.75
2017,nuts/BE21,30.5,30.5,1.72
2018,nuts/BE21,30.6,30.7,1.69
2019,nuts/BE21,30.8,30.9,1.67
2020,nuts/BE21,30.8,31.0,1.6
2021,nuts/BE21,31.0,31.2,1.69
2022,nuts/BE21,31.0,31.3,1.59
2013,nuts/BE211,30.2,30.1,1.9
2014,nuts/BE211,30.3,30.3,1.87
2015,nuts/BE211,30.4,30.4,1.83
2016,nuts/BE211,30.4,30.5,1.83
2017,nuts/BE211,30.6,30.7,1.82
2018,nuts/BE211,30.8,30.9,1.77
2019,nuts/BE211,30.9,31.0,1.74
2020,nuts/BE211,30.9,31.1,1.65
2021,nuts/BE211,31.2,31.4,1.76
2022,nuts/BE211,31.2,31.4,1.65
2013,nuts/BE212,30.2,30.4,1.73
2014,nuts/BE212,30.3,30.5,1.75
2015,nuts/BE212,30.2,30.3,1.63
2016,nuts/BE212,30.5,30.6,1.67
2017,nuts/BE212,30.5,30.6,1.59
2018,nuts/BE212,30.8,30.8,1.6
2019,nuts/BE212,30.9,31.1,1.57
2020,nuts/BE212,31.0,31.3,1.53
2021,nuts/BE212,31.1,31.4,1.56
2022,nuts/BE212,31.1,31.5,1.53
2013,nuts/BE213,29.9,29.8,1.66
2014,nuts/BE213,30.0,30.1,1.73
2015,nuts/BE213,30.0,29.9,1.61
2016,nuts/BE213,30.0,29.9,1.61
2017,nuts/BE213,30.1,30.1,1.58
2018,nuts/BE213,30.1,30.1,1.56
2019,nuts/BE213,30.3,30.5,1.59
2020,nuts/BE213,30.2,30.3,1.55
2021,nuts/BE213,30.5,30.7,1.62
2022,nuts/BE213,30.5,30.9,1.51
2013,nuts/BE22,29.9,30.0,1.61
2014,nuts/BE22,30.2,30.4,1.63
2015,nuts/BE22,30.2,30.4,1.58
2016,nuts/BE22,30.2,30.4,1.59
2017,nuts/BE22,30.3,30.4,1.53
2018,nuts/BE22,30.5,30.7,1.48
2019,nuts/BE22,30.6,30.8,1.5
2020,nuts/BE22,30.6,30.8,1.46
2021,nuts/BE22,30.8,31.2,1.49
2022,nuts/BE22,30.8,31.2,1.46
2013,nuts/BE221,,30.2,
2014,nuts/BE221,30.3,30.5,1.61
2015,nuts/BE221,30.2,30.4,1.55
2016,nuts/BE221,30.3,30.5,1.57
2017,nuts/BE221,30.4,30.6,1.47
2018,nuts/BE221,30.6,30.8,1.48
2019,nuts/BE221,30.6,30.8,1.48
2013,nuts/BE222,,29.7,
2014,nuts/BE222,30.1,30.1,1.65
2015,nuts/BE222,30.2,30.2,1.61
2016,nuts/BE222,30.1,30.1,1.64
2017,nuts/BE222,30.2,30.1,1.58
2018,nuts/BE222,30.5,30.6,1.51
2019,nuts/BE222,30.5,30.8,1.54
2013,nuts/BE223,29.9,29.9,1.63
2014,nuts/BE223,30.0,30.3,1.64
2015,nuts/BE223,30.2,30.5,1.59
2016,nuts/BE223,30.2,30.4,1.6
2017,nuts/BE223,30.3,30.5,1.63
2018,nuts/BE223,30.4,30.5,1.46
2019,nuts/BE223,30.5,30.7,1.5
2020,nuts/BE223,30.7,30.9,1.43
2021,nuts/BE223,30.6,31.0,1.54
2022,nuts/BE223,30.9,31.3,1.43
2013,nuts/BE224,29.9,30.1,1.61
2014,nuts/BE224,30.3,30.5,1.61
2015,nuts/BE224,30.1,30.4,1.56
2016,nuts/BE224,30.3,30.5,1.56
2017,nuts/BE224,30.4,30.6,1.47
2018,nuts/BE224,30.6,30.8,1.48
2019,nuts/BE224,30.6,30.8,1.47
2020,nuts/BE224,,31.0,
2021,nuts/BE224,30.9,31.4,1.43
2022,nuts/BE224,30.8,31.2,1.44
2013,nuts/BE225,29.9,29.8,1.61
2014,nuts/BE225,30.1,30.1,1.65
2015,nuts/BE225,30.2,30.2,1.6
2016,nuts/BE225,30.1,30.1,1.64
2017,nuts/BE225,30.2,30.1,1.58
2018,nuts/BE225,30.5,30.6,1.51
2019,nuts/BE225,30.5,30.7,1.55
2020,nuts/BE225,,30.4,
2021,nuts/BE225,30.8,31.1,1.54
2022,nuts/BE225,30.6,31.1,1.52
2013,nuts/BE23,29.8,30.0,1.68
2014,nuts/BE23,30.0,30.1,1.67
2015,nuts/BE23,30.1,30.2,1.65
2016,nuts/BE23,30.1,30.2,1.61
2017,nuts/BE23,30.3,30.4,1.56
2018,nuts/BE23,30.4,30.5,1.57
2019,nuts/BE23,30.5,30.6,1.51
2020,nuts/BE23,30.5,30.7,1.51
2021,nuts/BE23,30.7,31.0,1.6
2022,nuts/BE23,30.7,30.9,1.5
2013,nuts/BE231,29.9,30.2,1.7
2014,nuts/BE231,30.1,30.3,1.65
2015,nuts/BE231,30.0,30.2,1.67
2016,nuts/BE231,30.2,30.5,1.58
2017,nuts/BE231,30.3,30.5,1.56
2018,nuts/BE231,30.3,30.4,1.61
2019,nuts/BE231,30.5,30.7,1.55
2020,nuts/BE231,30.4,30.6,1.53
2021,nuts/BE231,30.6,30.9,1.65
2022,nuts/BE231,30.6,30.9,1.57
2013,nuts/BE232,29.6,29.7,1.72
2014,nuts/BE232,29.8,29.9,1.67
2015,nuts/BE232,29.8,29.8,1.66
2016,nuts/BE232,29.8,29.8,1.64
2017,nuts/BE232,30.0,30.1,1.57
2018,nuts/BE232,30.1,30.4,1.52
2019,nuts/BE232,30.2,30.3,1.48
2020,nuts/BE232,30.1,30.3,1.52
2021,nuts/BE232,30.3,30.6,1.55
2022,nuts/BE232,30.4,30.7,1.54
2013,nuts/BE233,29.0,29.0,1.64
2014,nuts/BE233,29.5,29.4,1.71
2015,nuts/BE233,29.4,29.2,1.63
2016,nuts/BE233,29.2,29.1,1.61
2017,nuts/BE233,29.7,29.5,1.45
2018,nuts/BE233,29.4,29.3,1.68
2019,nuts/BE233,29.6,29.3,1.51
2020,nuts/BE233,29.6,29.4,1.45
2021,nuts/BE233,29.9,29.7,1.62
2022,nuts/BE233,29.5,29.5,1.53
2013,nuts/BE234,30.2,30.4,1.61
2014,nuts/BE234,30.3,30.5,1.6
2015,nuts/BE234,30.4,30.6,1.58
2016,nuts/BE234,30.4,30.6,1.53
2017,nuts/BE234,30.7,30.8,1.54
2018,nuts/BE234,30.8,30.9,1.52
2019,nuts/BE234,30.9,31.1,1.46
2020,nuts/BE234,30.9,31.1,1.46
2021,nuts/BE234,31.1,31.4,1.55
2022,nuts/BE234,31.2,31.5,1.39
2013,nuts/BE235,29.8,29.9,1.74
2014,nuts/BE235,29.7,29.8,1.79
2015,nuts/BE235,29.9,29.9,1.68
2016,nuts/BE235,30.0,29.9,1.64
2017,nuts/BE235,30.1,30.1,1.65
2018,nuts/BE235,30.4,30.4,1.52
2019,nuts/BE235,30.2,30.1,1.55
2020,nuts/BE235,30.7,30.9,1.6
2021,nuts/BE235,30.8,31.1,1.57
2022,nuts/BE235,30.5,30.8,1.62
2013,nuts/BE236,29.5,29.4,1.83
2014,nuts/BE236,29.6,29.5,1.81
2015,nuts/BE236,29.7,29.8,1.79
2016,nuts/BE236,29.6,29.6,1.81
2017,nuts/BE236,29.8,29.8,1.65
2018,nuts/BE236,30.0,29.9,1.7
2019,nuts/BE236,30.0,29.9,1.65
2020,nuts/BE236,30.0,30.1,1.61
2021,nuts/BE236,30.4,30.6,1.74
2022,nuts/BE236,30.2,30.3,1.66
2013,nuts/BE24,30.9,31.2,1.74
2014,nuts/BE24,31.0,31.3,1.71
2015,nuts/BE24,31.1,31.4,1.65
2016,nuts/BE24,31.2,31.4,1.68
2017,nuts/BE24,31.3,31.4,1.63
2018,nuts/BE24,31.4,31.6,1.59
2019,nuts/BE24,31.4,31.6,1.6
2020,nuts/BE24,31.5,31.7,1.59
2021,nuts/BE24,31.6,31.8,1.62
2022,nuts/BE24,31.8,32.0,1.55
2013,nuts/BE241,30.9,31.3,1.82
2014,nuts/BE241,30.9,31.3,1.79
2015,nuts/BE241,31.1,31.4,1.76
2016,nuts/BE241,31.2,31.5,1.8
2017,nuts/BE241,31.2,31.4,1.72
2018,nuts/BE241,31.3,31.5,1.69
2019,nuts/BE241,31.4,31.7,1.73
2020,nuts/BE241,31.4,31.7,1.74
2021,nuts/BE241,31.6,31.8,1.74
2022,nuts/BE241,31.6,31.9,1.71
2013,nuts/BE242,30.9,31.2,1.65
2014,nuts/BE242,31.0,31.2,1.62
2015,nuts/BE242,31.1,31.4,1.54
2016,nuts/BE242,31.0,31.2,1.53
2017,nuts/BE242,31.3,31.5,1.53
2018,nuts/BE242,31.4,31.6,1.48
2019,nuts/BE242,31.4,31.6,1.46
2020,nuts/BE242,31.5,31.7,1.42
2021,nuts/BE242,31.7,31.8,1.48
2022,nuts/BE242,32.0,32.2,1.37
2013,nuts/BE25,29.5,29.2,1.71
2014,nuts/BE25,29.5,29.2,1.67
2015,nuts/BE25,29.6,29.3,1.65
2016,nuts/BE25,29.7,29.4,1.68
2017,nuts/BE25,29.8,29.6,1.59
2018,nuts/BE25,30.0,29.7,1.64
2019,nuts/BE25,30.0,29.8,1.59
2020,nuts/BE25,30.0,29.8,1.58
2021,nuts/BE25,30.1,30.1,1.62
2022,nuts/BE25,30.2,30.3,1.56
2013,nuts/BE251,29.8,29.6,1.55
2014,nuts/BE251,29.9,29.6,1.55
2015,nuts/BE251,30.1,30.0,1.48
2016,nuts/BE251,30.1,29.8,1.55
2017,nuts/BE251,30.3,30.4,1.44
2018,nuts/BE251,30.3,30.1,1.51
2019,nuts/BE251,30.4,30.3,1.43
2020,nuts/BE251,30.6,30.5,1.46
2021,nuts/BE251,30.5,30.5,1.51
2022,nuts/BE251,30.7,30.9,1.41
2013,nuts/BE252,29.0,28.7,1.84
2014,nuts/BE252,29.2,29.0,1.84
2015,nuts/BE252,28.8,28.4,1.79
2016,nuts/BE252,29.3,28.8,1.77
2017,nuts/BE252,29.2,28.9,1.69
2018,nuts/BE252,29.7,29.3,1.83
2019,nuts/BE252,29.3,28.9,1.75
2020,nuts/BE252,29.4,29.2,1.69
2021,nuts/BE252,29.3,29.1,1.64
2022,nuts/BE252,29.6,29.3,1.69
2013,nuts/BE253,29.1,28.7,1.79
2014,nuts/BE253,29.1,28.6,1.77
2015,nuts/BE253,29.2,28.9,1.62
2016,nuts/BE253,29.3,29.0,1.69
2017,nuts/BE253,29.5,29.1,1.66
2018,nuts/BE253,29.8,29.3,1.69
2019,nuts/BE253,29.7,29.5,1.63
2020,nuts/BE253,29.4,29.0,1.63
2021,nuts/BE253,29.8,29.6,1.71
2022,nuts/BE253,29.8,29.7,1.68
2013,nuts/BE254,29.5,29.2,1.82
2014,nuts/BE254,29.6,29.3,1.76
2015,nuts/BE254,29.8,29.5,1.82
