Detail Data For Electricity Consumption per Capita by Broad Category And Consuming Sector Having Year : ALL Region : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
Region,State,ConsumingSector,BroadCategory,YearValue,Consumption_KWh_PerCapita
ER,BIHAR,TRACTION,TRANSPORT,2015,5.335
ER,BIHAR,AGRICULTURE,AGRICULTURE,2016,3.330
ER,BIHAR,COMMERCIAL,COMMERCIAL,2016,11.010
ER,BIHAR,RESIDENTIAL,RESIDENTIAL,2016,52.890
ER,BIHAR,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2016,16.410
ER,BIHAR,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2016,3.320
ER,BIHAR,MISCELLANEOUS,OTHER,2016,34.690
ER,BIHAR,PUBLIC LIGHTING,OTHER,2016,0.310
ER,BIHAR,PUBLIC WATER WORKS AND SEWAGE,OTHER,2016,0.660
ER,BIHAR,TRACTION,TRANSPORT,2016,5.480
ER,BIHAR,AGRICULTURE,AGRICULTURE,2017,3.910
ER,BIHAR,COMMERCIAL,COMMERCIAL,2017,16.270
ER,BIHAR,RESIDENTIAL,RESIDENTIAL,2017,80.720
ER,BIHAR,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2017,19.730
ER,BIHAR,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2017,5.410
ER,BIHAR,MISCELLANEOUS,OTHER,2017,31.800
ER,BIHAR,PUBLIC LIGHTING,OTHER,2017,0.310
ER,BIHAR,PUBLIC WATER WORKS AND SEWAGE,OTHER,2017,0.780
ER,BIHAR,TRACTION,TRANSPORT,2017,5.990
ER,BIHAR,AGRICULTURE,AGRICULTURE,2018,4.540
ER,BIHAR,COMMERCIAL,COMMERCIAL,2018,16.470
ER,BIHAR,RESIDENTIAL,RESIDENTIAL,2018,85.910
ER,BIHAR,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2018,21.400
ER,BIHAR,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2018,4.830
ER,BIHAR,MISCELLANEOUS,OTHER,2018,35.640
ER,BIHAR,PUBLIC LIGHTING,OTHER,2018,0.540
ER,BIHAR,PUBLIC WATER WORKS AND SEWAGE,OTHER,2018,1.020
ER,BIHAR,TRACTION,TRANSPORT,2018,6.620
ER,BIHAR,AGRICULTURE,AGRICULTURE,2019,6.800
ER,BIHAR,COMMERCIAL,COMMERCIAL,2019,19.350
ER,BIHAR,RESIDENTIAL,RESIDENTIAL,2019,107.670
ER,BIHAR,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2019,24.170
ER,BIHAR,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2019,5.180
ER,BIHAR,MISCELLANEOUS,OTHER,2019,18.760
ER,BIHAR,PUBLIC LIGHTING,OTHER,2019,0.580
ER,BIHAR,PUBLIC WATER WORKS AND SEWAGE,OTHER,2019,0.980
ER,BIHAR,TRACTION,TRANSPORT,2019,11.690
WR,MADHYA PRADESH,AGRICULTURE,AGRICULTURE,2006,97.168
WR,MADHYA PRADESH,COMMERCIAL,COMMERCIAL,2006,24.690
WR,MADHYA PRADESH,RESIDENTIAL,RESIDENTIAL,2006,61.647
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2006,119.956
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2006,10.571
WR,MADHYA PRADESH,MISCELLANEOUS,OTHER,2006,0.321
WR,MADHYA PRADESH,PUBLIC LIGHTING,OTHER,2006,2.199
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2006,7.869
WR,MADHYA PRADESH,TRACTION,TRANSPORT,2006,19.681
WR,MADHYA PRADESH,AGRICULTURE,AGRICULTURE,2007,104.091
WR,MADHYA PRADESH,COMMERCIAL,COMMERCIAL,2007,13.384
WR,MADHYA PRADESH,RESIDENTIAL,RESIDENTIAL,2007,58.998
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2007,132.541
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2007,9.807
WR,MADHYA PRADESH,MISCELLANEOUS,OTHER,2007,0.308
WR,MADHYA PRADESH,PUBLIC LIGHTING,OTHER,2007,2.251
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2007,7.951
WR,MADHYA PRADESH,TRACTION,TRANSPORT,2007,20.060
WR,MADHYA PRADESH,AGRICULTURE,AGRICULTURE,2008,109.593
WR,MADHYA PRADESH,COMMERCIAL,COMMERCIAL,2008,17.068
WR,MADHYA PRADESH,RESIDENTIAL,RESIDENTIAL,2008,71.888
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2008,146.190
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2008,11.750
WR,MADHYA PRADESH,MISCELLANEOUS,OTHER,2008,0.410
WR,MADHYA PRADESH,PUBLIC LIGHTING,OTHER,2008,2.831
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2008,9.583
WR,MADHYA PRADESH,TRACTION,TRANSPORT,2008,22.408
WR,MADHYA PRADESH,AGRICULTURE,AGRICULTURE,2009,89.551
WR,MADHYA PRADESH,COMMERCIAL,COMMERCIAL,2009,17.721
WR,MADHYA PRADESH,RESIDENTIAL,RESIDENTIAL,2009,72.990
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2009,115.133
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2009,10.782
WR,MADHYA PRADESH,MISCELLANEOUS,OTHER,2009,22.007
WR,MADHYA PRADESH,PUBLIC LIGHTING,OTHER,2009,2.824
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2009,8.149
WR,MADHYA PRADESH,TRACTION,TRANSPORT,2009,20.778
WR,MADHYA PRADESH,AGRICULTURE,AGRICULTURE,2010,84.807
WR,MADHYA PRADESH,COMMERCIAL,COMMERCIAL,2010,18.845
WR,MADHYA PRADESH,RESIDENTIAL,RESIDENTIAL,2010,73.410
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2010,135.637
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2010,10.876
WR,MADHYA PRADESH,MISCELLANEOUS,OTHER,2010,24.156
WR,MADHYA PRADESH,PUBLIC LIGHTING,OTHER,2010,2.972
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2010,8.267
WR,MADHYA PRADESH,TRACTION,TRANSPORT,2010,21.719
WR,MADHYA PRADESH,AGRICULTURE,AGRICULTURE,2011,94.941
WR,MADHYA PRADESH,COMMERCIAL,COMMERCIAL,2011,23.732
WR,MADHYA PRADESH,RESIDENTIAL,RESIDENTIAL,2011,78.826
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2011,137.913
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2011,11.478
WR,MADHYA PRADESH,MISCELLANEOUS,OTHER,2011,31.595
WR,MADHYA PRADESH,PUBLIC LIGHTING,OTHER,2011,3.238
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2011,10.477
WR,MADHYA PRADESH,TRACTION,TRANSPORT,2011,22.501
WR,MADHYA PRADESH,AGRICULTURE,AGRICULTURE,2012,110.445
WR,MADHYA PRADESH,COMMERCIAL,COMMERCIAL,2012,24.964
WR,MADHYA PRADESH,RESIDENTIAL,RESIDENTIAL,2012,91.177
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2012,144.270
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2012,12.382
WR,MADHYA PRADESH,MISCELLANEOUS,OTHER,2012,23.670
WR,MADHYA PRADESH,PUBLIC LIGHTING,OTHER,2012,3.592
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2012,11.470
WR,MADHYA PRADESH,TRACTION,TRANSPORT,2012,23.854
WR,MADHYA PRADESH,AGRICULTURE,AGRICULTURE,2013,134.805
WR,MADHYA PRADESH,COMMERCIAL,COMMERCIAL,2013,27.960
WR,MADHYA PRADESH,RESIDENTIAL,RESIDENTIAL,2013,104.994
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2013,153.503
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2013,14.522
WR,MADHYA PRADESH,MISCELLANEOUS,OTHER,2013,25.713
WR,MADHYA PRADESH,PUBLIC LIGHTING,OTHER,2013,4.506
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2013,14.127
WR,MADHYA PRADESH,TRACTION,TRANSPORT,2013,17.773
WR,MADHYA PRADESH,AGRICULTURE,AGRICULTURE,2014,157.798
WR,MADHYA PRADESH,COMMERCIAL,COMMERCIAL,2014,26.390
WR,MADHYA PRADESH,RESIDENTIAL,RESIDENTIAL,2014,121.587
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2014,150.921
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2014,13.228
WR,MADHYA PRADESH,MISCELLANEOUS,OTHER,2014,22.532
WR,MADHYA PRADESH,PUBLIC LIGHTING,OTHER,2014,7.228
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2014,20.688
WR,MADHYA PRADESH,TRACTION,TRANSPORT,2014,23.645
WR,MADHYA PRADESH,AGRICULTURE,AGRICULTURE,2015,197.547
WR,MADHYA PRADESH,COMMERCIAL,COMMERCIAL,2015,28.578
WR,MADHYA PRADESH,RESIDENTIAL,RESIDENTIAL,2015,133.090
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2015,155.711
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2015,13.848
WR,MADHYA PRADESH,MISCELLANEOUS,OTHER,2015,29.199
WR,MADHYA PRADESH,PUBLIC LIGHTING,OTHER,2015,5.122
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2015,17.029
WR,MADHYA PRADESH,TRACTION,TRANSPORT,2015,24.878
WR,MADHYA PRADESH,AGRICULTURE,AGRICULTURE,2016,243.140
WR,MADHYA PRADESH,COMMERCIAL,COMMERCIAL,2016,35.020
WR,MADHYA PRADESH,RESIDENTIAL,RESIDENTIAL,2016,141.680
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2016,109.590
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2016,14.390
WR,MADHYA PRADESH,MISCELLANEOUS,OTHER,2016,9.120
WR,MADHYA PRADESH,PUBLIC LIGHTING,OTHER,2016,4.700
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2016,16.090
WR,MADHYA PRADESH,TRACTION,TRANSPORT,2016,24.870
WR,MADHYA PRADESH,AGRICULTURE,AGRICULTURE,2017,220.670
WR,MADHYA PRADESH,COMMERCIAL,COMMERCIAL,2017,36.030
WR,MADHYA PRADESH,RESIDENTIAL,RESIDENTIAL,2017,142.400
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2017,97.280
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2017,15.800
WR,MADHYA PRADESH,MISCELLANEOUS,OTHER,2017,22.590
WR,MADHYA PRADESH,PUBLIC LIGHTING,OTHER,2017,5.360
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2017,18.230
WR,MADHYA PRADESH,TRACTION,TRANSPORT,2017,23.260
WR,MADHYA PRADESH,AGRICULTURE,AGRICULTURE,2018,232.050
WR,MADHYA PRADESH,COMMERCIAL,COMMERCIAL,2018,36.690
WR,MADHYA PRADESH,RESIDENTIAL,RESIDENTIAL,2018,151.420
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2018,112.140
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2018,15.700
WR,MADHYA PRADESH,MISCELLANEOUS,OTHER,2018,64.620
WR,MADHYA PRADESH,PUBLIC LIGHTING,OTHER,2018,5.230
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2018,19.040
WR,MADHYA PRADESH,TRACTION,TRANSPORT,2018,22.880
WR,MADHYA PRADESH,AGRICULTURE,AGRICULTURE,2019,251.420
WR,MADHYA PRADESH,COMMERCIAL,COMMERCIAL,2019,38.940
WR,MADHYA PRADESH,RESIDENTIAL,RESIDENTIAL,2019,165.910
WR,MADHYA PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2019,121.600
WR,MADHYA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2019,15.880
WR,MADHYA PRADESH,MISCELLANEOUS,OTHER,2019,63.540
WR,MADHYA PRADESH,PUBLIC LIGHTING,OTHER,2019,5.200
WR,MADHYA PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2019,19.490
WR,MADHYA PRADESH,TRACTION,TRANSPORT,2019,24.190
WR,CHHATTISGARH,AGRICULTURE,AGRICULTURE,2006,54.299
WR,CHHATTISGARH,COMMERCIAL,COMMERCIAL,2006,11.986
WR,CHHATTISGARH,RESIDENTIAL,RESIDENTIAL,2006,70.585
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2006,282.943
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2006,16.730
WR,CHHATTISGARH,MISCELLANEOUS,OTHER,2006,16.819
WR,CHHATTISGARH,PUBLIC LIGHTING,OTHER,2006,2.394
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2006,3.755
WR,CHHATTISGARH,TRACTION,TRANSPORT,2006,27.203
WR,CHHATTISGARH,AGRICULTURE,AGRICULTURE,2007,60.984
WR,CHHATTISGARH,COMMERCIAL,COMMERCIAL,2007,13.100
WR,CHHATTISGARH,RESIDENTIAL,RESIDENTIAL,2007,70.352
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2007,505.548
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2007,16.220
WR,CHHATTISGARH,MISCELLANEOUS,OTHER,2007,18.294
WR,CHHATTISGARH,PUBLIC LIGHTING,OTHER,2007,2.548
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2007,3.696
WR,CHHATTISGARH,TRACTION,TRANSPORT,2007,28.297
WR,CHHATTISGARH,AGRICULTURE,AGRICULTURE,2008,62.129
WR,CHHATTISGARH,COMMERCIAL,COMMERCIAL,2008,15.300
WR,CHHATTISGARH,RESIDENTIAL,RESIDENTIAL,2008,80.199
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2008,361.294
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2008,17.013
WR,CHHATTISGARH,MISCELLANEOUS,OTHER,2008,38.676
WR,CHHATTISGARH,PUBLIC LIGHTING,OTHER,2008,2.681
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2008,4.045
WR,CHHATTISGARH,TRACTION,TRANSPORT,2008,29.663
WR,CHHATTISGARH,AGRICULTURE,AGRICULTURE,2009,87.343
WR,CHHATTISGARH,COMMERCIAL,COMMERCIAL,2009,17.331
WR,CHHATTISGARH,RESIDENTIAL,RESIDENTIAL,2009,93.024
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2009,710.662
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2009,17.072
WR,CHHATTISGARH,MISCELLANEOUS,OTHER,2009,38.270
WR,CHHATTISGARH,PUBLIC LIGHTING,OTHER,2009,2.538
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2009,4.545
WR,CHHATTISGARH,TRACTION,TRANSPORT,2009,30.297
WR,CHHATTISGARH,AGRICULTURE,AGRICULTURE,2010,73.597
WR,CHHATTISGARH,COMMERCIAL,COMMERCIAL,2010,39.848
WR,CHHATTISGARH,RESIDENTIAL,RESIDENTIAL,2010,108.399
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2010,409.449
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2010,17.548
WR,CHHATTISGARH,MISCELLANEOUS,OTHER,2010,0.507
WR,CHHATTISGARH,PUBLIC LIGHTING,OTHER,2010,2.745
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2010,5.174
WR,CHHATTISGARH,TRACTION,TRANSPORT,2010,29.758
WR,CHHATTISGARH,AGRICULTURE,AGRICULTURE,2011,80.431
WR,CHHATTISGARH,COMMERCIAL,COMMERCIAL,2011,20.771
WR,CHHATTISGARH,RESIDENTIAL,RESIDENTIAL,2011,117.745
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2011,581.771
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2011,19.942
WR,CHHATTISGARH,MISCELLANEOUS,OTHER,2011,22.181
WR,CHHATTISGARH,PUBLIC LIGHTING,OTHER,2011,3.027
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2011,5.473
WR,CHHATTISGARH,TRACTION,TRANSPORT,2011,32.670
WR,CHHATTISGARH,AGRICULTURE,AGRICULTURE,2012,85.397
WR,CHHATTISGARH,COMMERCIAL,COMMERCIAL,2012,38.125
WR,CHHATTISGARH,RESIDENTIAL,RESIDENTIAL,2012,129.731
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2012,682.257
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2012,18.793
WR,CHHATTISGARH,PUBLIC LIGHTING,OTHER,2012,3.076
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2012,6.578
WR,CHHATTISGARH,TRACTION,TRANSPORT,2012,30.885
WR,CHHATTISGARH,AGRICULTURE,AGRICULTURE,2013,101.617
WR,CHHATTISGARH,COMMERCIAL,COMMERCIAL,2013,45.869
WR,CHHATTISGARH,RESIDENTIAL,RESIDENTIAL,2013,153.649
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2013,707.019
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2013,19.272
WR,CHHATTISGARH,PUBLIC LIGHTING,OTHER,2013,3.720
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2013,8.424
WR,CHHATTISGARH,TRACTION,TRANSPORT,2013,32.358
WR,CHHATTISGARH,AGRICULTURE,AGRICULTURE,2014,99.291
WR,CHHATTISGARH,COMMERCIAL,COMMERCIAL,2014,49.296
WR,CHHATTISGARH,RESIDENTIAL,RESIDENTIAL,2014,163.230
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2014,726.135
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2014,20.607
WR,CHHATTISGARH,MISCELLANEOUS,OTHER,2014,0.755
WR,CHHATTISGARH,PUBLIC LIGHTING,OTHER,2014,4.073
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2014,8.959
WR,CHHATTISGARH,TRACTION,TRANSPORT,2014,33.360
WR,CHHATTISGARH,AGRICULTURE,AGRICULTURE,2015,122.434
WR,CHHATTISGARH,COMMERCIAL,COMMERCIAL,2015,52.501
WR,CHHATTISGARH,RESIDENTIAL,RESIDENTIAL,2015,182.329
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2015,942.688
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2015,20.627
WR,CHHATTISGARH,MISCELLANEOUS,OTHER,2015,1.523
WR,CHHATTISGARH,PUBLIC LIGHTING,OTHER,2015,4.110
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2015,9.385
WR,CHHATTISGARH,TRACTION,TRANSPORT,2015,34.073
WR,CHHATTISGARH,AGRICULTURE,AGRICULTURE,2016,156.320
WR,CHHATTISGARH,COMMERCIAL,COMMERCIAL,2016,45.960
WR,CHHATTISGARH,RESIDENTIAL,RESIDENTIAL,2016,193.670
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2016,257.790
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2016,20.690
WR,CHHATTISGARH,MISCELLANEOUS,OTHER,2016,10.730
WR,CHHATTISGARH,PUBLIC LIGHTING,OTHER,2016,3.910
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2016,9.840
WR,CHHATTISGARH,TRACTION,TRANSPORT,2016,34.560
WR,CHHATTISGARH,AGRICULTURE,AGRICULTURE,2017,164.570
WR,CHHATTISGARH,COMMERCIAL,COMMERCIAL,2017,55.570
WR,CHHATTISGARH,RESIDENTIAL,RESIDENTIAL,2017,189.440
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2017,254.240
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2017,19.930
WR,CHHATTISGARH,MISCELLANEOUS,OTHER,2017,1.490
WR,CHHATTISGARH,PUBLIC LIGHTING,OTHER,2017,4.090
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2017,11.050
WR,CHHATTISGARH,TRACTION,TRANSPORT,2017,34.550
WR,CHHATTISGARH,AGRICULTURE,AGRICULTURE,2018,183.240
WR,CHHATTISGARH,COMMERCIAL,COMMERCIAL,2018,56.490
WR,CHHATTISGARH,RESIDENTIAL,RESIDENTIAL,2018,190.590
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2018,268.570
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2018,19.960
WR,CHHATTISGARH,MISCELLANEOUS,OTHER,2018,1.720
WR,CHHATTISGARH,PUBLIC LIGHTING,OTHER,2018,3.820
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2018,12.820
WR,CHHATTISGARH,TRACTION,TRANSPORT,2018,35.100
WR,CHHATTISGARH,AGRICULTURE,AGRICULTURE,2019,188.950
WR,CHHATTISGARH,COMMERCIAL,COMMERCIAL,2019,55.580
WR,CHHATTISGARH,RESIDENTIAL,RESIDENTIAL,2019,195.570
WR,CHHATTISGARH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2019,318.640
WR,CHHATTISGARH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2019,20.250
WR,CHHATTISGARH,PUBLIC LIGHTING,OTHER,2019,3.540
WR,CHHATTISGARH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2019,13.510
WR,CHHATTISGARH,TRACTION,TRANSPORT,2019,36.880
NR,UTTAR PRADESH,AGRICULTURE,AGRICULTURE,2006,29.253
NR,UTTAR PRADESH,COMMERCIAL,COMMERCIAL,2006,18.460
NR,UTTAR PRADESH,RESIDENTIAL,RESIDENTIAL,2006,60.369
NR,UTTAR PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2006,68.537
NR,UTTAR PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2006,7.734
NR,UTTAR PRADESH,MISCELLANEOUS,OTHER,2006,15.412
NR,UTTAR PRADESH,PUBLIC LIGHTING,OTHER,2006,1.901
NR,UTTAR PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2006,3.573
NR,UTTAR PRADESH,TRACTION,TRANSPORT,2006,3.416
NR,UTTAR PRADESH,AGRICULTURE,AGRICULTURE,2007,37.468
NR,UTTAR PRADESH,COMMERCIAL,COMMERCIAL,2007,18.909
NR,UTTAR PRADESH,RESIDENTIAL,RESIDENTIAL,2007,72.974
NR,UTTAR PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2007,68.881
NR,UTTAR PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2007,9.475
NR,UTTAR PRADESH,MISCELLANEOUS,OTHER,2007,3.993
NR,UTTAR PRADESH,PUBLIC LIGHTING,OTHER,2007,2.371
NR,UTTAR PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2007,4.396
NR,UTTAR PRADESH,TRACTION,TRANSPORT,2007,3.419
NR,UTTAR PRADESH,AGRICULTURE,AGRICULTURE,2008,32.732
NR,UTTAR PRADESH,COMMERCIAL,COMMERCIAL,2008,21.588
NR,UTTAR PRADESH,RESIDENTIAL,RESIDENTIAL,2008,72.348
NR,UTTAR PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2008,77.021
NR,UTTAR PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2008,9.944
NR,UTTAR PRADESH,MISCELLANEOUS,OTHER,2008,16.420
NR,UTTAR PRADESH,PUBLIC LIGHTING,OTHER,2008,2.316
NR,UTTAR PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2008,3.934
NR,UTTAR PRADESH,TRACTION,TRANSPORT,2008,3.447
NR,UTTAR PRADESH,AGRICULTURE,AGRICULTURE,2009,35.672
NR,UTTAR PRADESH,COMMERCIAL,COMMERCIAL,2009,15.379
NR,UTTAR PRADESH,RESIDENTIAL,RESIDENTIAL,2009,82.625
NR,UTTAR PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2009,88.114
NR,UTTAR PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2009,19.208
NR,UTTAR PRADESH,MISCELLANEOUS,OTHER,2009,0.209
NR,UTTAR PRADESH,PUBLIC LIGHTING,OTHER,2009,3.013
NR,UTTAR PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2009,4.326
