sdg,dcid
CO_ANT_ANORI,undata-geo/C07500011
CO_ANT_ANZA,wikidataId/Q1577307
CO_ANT_APARTADO,wikidataId/Q23730197
CO_ANT_ARBOLETES,wikidataId/Q2088061
CO_ANT_ARGELIA,wikidataId/Q2336241
CO_ANT_ARMENIA,wikidataId/Q934767
CO_ANT_BARBOSA,wikidataId/Q1946659
CO_ANT_BELLO,wikidataId/Q816024
CO_ANT_BELMIRA,wikidataId/Q1576993
CO_ANT_BETANIA,wikidataId/Q1578748
CO_ANT_BETULIA,wikidataId/Q426415
CO_ANT_BRICENO,wikidataId/Q1579007
CO_ANT_BURITICA,wikidataId/Q1576546
CO_ANT_CACERES,wikidataId/Q2431763
CO_ANT_CAICEDO,undata-geo/C07500025
CO_ANT_CALDAS,undata-geo/C07500026
CO_ANT_CAMPAMENTO,wikidataId/Q546011
CO_ANT_CANASGORDAS,wikidataId/Q1525112
CO_ANT_CARACOLI,wikidataId/Q1655826
CO_ANT_CARAMANTA,wikidataId/Q1655846
CO_ANT_CAREPA,wikidataId/Q1946648
CO_ANT_CAROLINA,wikidataId/Q1655875
CO_ANT_CAUCASIA,wikidataId/Q511705
CO_ANT_CHIGORODO,wikidataId/Q2088075
CO_ANT_CISNEROS,wikidataId/Q23694837
CO_ANT_CIUDAD_BOLIVAR,wikidataId/Q1392639
CO_ANT_COCORNA,wikidataId/Q1946669
CO_ANT_CONCEPCION,wikidataId/Q2279494
CO_ANT_CONCORDIA,undata-geo/C07500039
CO_ANT_COPACABANA,wikidataId/Q285891
CO_ANT_DABEIBA,undata-geo/C07500041
CO_ANT_DONMATIAS,wikidataId/Q1525993
CO_ANT_EBEJICO,wikidataId/Q1525223
CO_ANT_EL_BAGRE,undata-geo/C07500044
CO_ANT_EL_CARMEN_DE_VIBORAL,wikidataId/Q1256664
CO_ANT_EL_SANTUARIO,wikidataId/Q25343626
CO_ANT_ENTRERRIOS,wikidataId/Q1575512
CO_ANT_ENVIGADO,undata-geo/C07500048
CO_ANT_FREDONIA,wikidataId/Q1442002
CO_ANT_FRONTINO,wikidataId/Q636963
CO_ANT_GIRALDO,wikidataId/Q1655837
CO_ANT_GIRARDOTA,wikidataId/Q774725
CO_ANT_GOMEZ_PLATA,wikidataId/Q1576474
CO_ANT_GRANADA,wikidataId/Q1578735
CO_ANT_GUADALUPE,wikidataId/Q2315211
CO_ANT_GUARNE,undata-geo/C07500056
CO_ANT_GUATAPE,wikidataId/Q1578769
CO_ANT_HELICONIA,wikidataId/Q1576041
CO_ANT_HISPANIA,wikidataId/Q1654573
CO_ANT_ITAGUI,undata-geo/C07500060
CO_ANT_ITUANGO,wikidataId/Q1441937
CO_ANT_JARDIN,undata-geo/C07500062
CO_ANT_JERICO,wikidataId/Q1525982
CO_ANT_LA_CEJA,wikidataId/Q1946679
CO_ANT_LA_ESTRELLA,wikidataId/Q932102
CO_ANT_LA_PINTADA,wikidataId/Q1576562
CO_ANT_LA_UNION,wikidataId/Q2143798
CO_ANT_LIBORINA,wikidataId/Q1576529
CO_ANT_MACEO,wikidataId/Q1576486
CO_ANT_MARINILLA,wikidataId/Q2088084
CO_ANT_MEDELLIN,undata-geo/C07500071
CO_ANT_MONTEBELLO,wikidataId/Q1577236
CO_ANT_MURINDO,wikidataId/Q1655857
CO_ANT_MUTATA,undata-geo/C07500074
CO_ANT_NARINO,wikidataId/Q590382
CO_ANT_NECHI,wikidataId/Q23730183
CO_ANT_NECOCLI,wikidataId/Q23726688
CO_ANT_OLAYA,wikidataId/Q1656222
CO_ANT_PENOL,undata-geo/C07500079
CO_ANT_PEQUE,wikidataId/Q1577164
CO_ANT_PUEBLORRICO,wikidataId/Q1576028
CO_ANT_PUERTO_BERRIO,wikidataId/Q1946640
CO_ANT_PUERTO_NARE,wikidataId/Q1526008
CO_ANT_PUERTO_TRIUNFO,wikidataId/Q932785
CO_ANT_REMEDIOS,wikidataId/Q1441733
CO_ANT_RETIRO,undata-geo/C07500086
CO_ANT_RIONEGRO,wikidataId/Q1774644
CO_ANT_S_PEDRO_DE_LOS_MILAGROS,wikidataId/Q1441754
CO_ANT_SABANALARGA,wikidataId/Q589862
CO_ANT_SABANETA,wikidataId/Q1770717
CO_ANT_SALGAR,wikidataId/Q1525126
CO_ANT_SAN_ANDRES_DE_CUERQUIA,wikidataId/Q2433819
CO_ANT_SAN_CARLOS,wikidataId/Q2433839
CO_ANT_SAN_FRANCISCO,wikidataId/Q975641
CO_ANT_SAN_JERONIMO,wikidataId/Q1526016
CO_ANT_SAN_JOSE_DE_LA_MONTANA,wikidataId/Q1655028
CO_ANT_SAN_JUAN_DE_URABA,undata-geo/C07500097
CO_ANT_SAN_LUIS,wikidataId/Q2057762
CO_ANT_SAN_PEDRO_DE_URABA,undata-geo/C07500099
CO_ANT_SAN_RAFAEL,wikidataId/Q1526004
CO_ANT_SAN_ROQUE,wikidataId/Q1525767
CO_ANT_SAN_VICENTE_FERRER,wikidataId/Q1525987
CO_ANT_SANTA_BARBARA,wikidataId/Q1441781
CO_ANT_SANTA_FE_DE_ANTIOQUIA,wikidataId/Q927703
CO_ANT_SANTA_ROSA_DE_OSOS,wikidataId/Q2088093
CO_ANT_SANTO_DOMINGO,wikidataId/Q1578783
CO_ANT_SEGOVIA,wikidataId/Q2274555
CO_ANT_SONSON,undata-geo/C07500108
CO_ANT_SOPETRAN,undata-geo/C07500109
CO_ANT_TAMESIS,wikidataId/Q1526001
CO_ANT_TARAZA,undata-geo/C07500111
CO_ANT_TARSO,wikidataId/Q23682141
CO_ANT_TITIRIBI,wikidataId/Q23681253
CO_ANT_TOLEDO,wikidataId/Q2078498
CO_ANT_TURBO,wikidataId/Q727559
CO_ANT_URAMITA,wikidataId/Q1578712
CO_ANT_URRAO,wikidataId/Q1026557
CO_ANT_VALDIVIA,wikidataId/Q1525117
CO_ANT_VALPARAISO,wikidataId/Q600927
CO_ANT_VEGACHI,wikidataId/Q23730205
CO_ANT_VENECIA,wikidataId/Q525532
CO_ANT_VIGIA_DEL_FUERTE,wikidataId/Q1655819
CO_ANT_YALI,wikidataId/Q1576665
CO_ANT_YARUMAL,wikidataId/Q972405
CO_ANT_YOLOMBO,wikidataId/Q367639
CO_ANT_YONDO,wikidataId/Q23730172
CO_ANT_ZARAGOZA,wikidataId/Q1441664
CO_ARA_ARAUCA,wikidataId/Q626543
CO_ARA_ARAUQUITA,undata-geo/C07500129
CO_ARA_CRAVO_NORTE,wikidataId/Q593491
CO_ARA_FORTUL,wikidataId/Q1442438
CO_ARA_PUERTO_RONDON,undata-geo/C07500132
CO_ARA_SARAVENA,undata-geo/C07500133
CO_ARA_TAME,wikidataId/Q2434750
CO_ATL_BARANOA,wikidataId/Q979097
CO_ATL_BARRANQUILLA,undata-geo/C07500136
CO_ATL_CAMPO_DE_LA_CRUZ,undata-geo/C07500137
CO_ATL_CANDELARIA,wikidataId/Q1023776
CO_ATL_GALAPA,wikidataId/Q2307260
CO_ATL_JUAN_DE_ACOSTA,undata-geo/C07500140
CO_ATL_LURUACO,wikidataId/Q2308661
CO_ATL_MALAMBO,wikidataId/Q568597
CO_ATL_MANATI,wikidataId/Q2432352
CO_ATL_PALMAR_DE_VARELA,undata-geo/C07500144
CO_ATL_PIOJO,wikidataId/Q2320388
CO_ATL_POLONUEVO,wikidataId/Q1526194
CO_ATL_PONEDERA,wikidataId/Q512871
CO_ATL_PUERTO_COLOMBIA,undata-geo/C07500148
CO_ATL_REPELON,undata-geo/C07500149
CO_ATL_SABANAGRANDE,wikidataId/Q23683608
CO_ATL_SABANALARGA,wikidataId/Q1027007
CO_ATL_SANTA_LUCIA,wikidataId/Q1867062
CO_ATL_SANTO_TOMAS,wikidataId/Q2434309
CO_ATL_SOLEDAD,wikidataId/Q767071
CO_ATL_SUAN,undata-geo/C07500155
CO_ATL_TUBARA,wikidataId/Q23681407
CO_ATL_USIACURI,wikidataId/Q2084023
CO_BOGOTA,undata-geo/C07500158
CO_BOL_ACHI,wikidataId/Q933580
CO_BOL_ALTOS_DEL_ROSARIO,wikidataId/Q444511
CO_BOL_ARENAL,undata-geo/C07500161
CO_BOL_ARJONA,wikidataId/Q671427
CO_BOL_ARROYOHONDO,wikidataId/Q513501
CO_BOL_BARRANCO_DE_LOBA,undata-geo/C07500164
CO_BOL_CALAMAR,wikidataId/Q476071
CO_BOL_CANTAGALLO,wikidataId/Q1576351
CO_BOL_CARTAGENA_DE_INDIAS,undata-geo/C07500167
CO_BOL_CICUCO,wikidataId/Q1579035
CO_BOL_CLEMENCIA,wikidataId/Q1524792
CO_BOL_CORDOBA,wikidataId/Q1150886
CO_BOL_EL_CARMEN_DE_BOLIVAR,undata-geo/C07500171
CO_BOL_EL_GUAMO,undata-geo/C07500172
CO_BOL_EL_PENON,wikidataId/Q662799
CO_BOL_HATILLO_DE_LOBA,wikidataId/Q369599
CO_BOL_MAGANGUE,undata-geo/C07500175
CO_BOL_MAHATES,wikidataId/Q1440795
CO_BOL_MARGARITA,wikidataId/Q1575498
CO_BOL_MARIA_LA_BAJA,wikidataId/Q597264
CO_BOL_MOMPOS,undata-geo/C07500179
CO_BOL_MONTECRISTO,wikidataId/Q1526097
CO_BOL_MORALES,wikidataId/Q2432408
CO_BOL_NOROSI,wikidataId/Q2565188
CO_BOL_PINILLOS,wikidataId/Q1442317
CO_BOL_REGIDOR,wikidataId/Q1577604
CO_BOL_RIO_VIEJO,undata-geo/C07500185
CO_BOL_SAN_CRISTOBAL,wikidataId/Q2434056
CO_BOL_SAN_ESTANISLAO,wikidataId/Q1525416
CO_BOL_SAN_FERNANDO,wikidataId/Q1526065
CO_BOL_SAN_JACINTO,wikidataId/Q1441919
CO_BOL_SAN_JACINTO_DEL_CAUCA,wikidataId/Q1576322
CO_BOL_SAN_JUAN_NEPOMUCENO,wikidataId/Q1822959
CO_BOL_SAN_MARTIN_DE_LOBA,wikidataId/Q1525726
CO_BOL_SAN_PABLO,wikidataId/Q1440762
CO_BOL_SANTA_CATALINA,undata-geo/C07500194
CO_BOL_SANTA_ROSA,undata-geo/C07500195
CO_BOL_SANTA_ROSA_DEL_SUR,undata-geo/C07500196
CO_BOL_SIMITI,wikidataId/Q1525774
CO_BOL_SOPLAVIENTO,wikidataId/Q1575590
CO_BOL_TALAIGUA_NUEVO,wikidataId/Q23730165
CO_BOL_TIQUISIO,wikidataId/Q1526147
CO_BOL_TURBACO,wikidataId/Q2080243
CO_BOL_TURBANA,undata-geo/C07500202
CO_BOL_VILLANUEVA,wikidataId/Q2433377
CO_BOL_ZAMBRANO,wikidataId/Q746961
CO_BOY_ALMEIDA,wikidataId/Q1656170
CO_BOY_AQUITANIA,wikidataId/Q1526099
CO_BOY_ARCABUCO,wikidataId/Q1654728
CO_BOY_BELEN,wikidataId/Q1575687
CO_BOY_BERBEO,wikidataId/Q1656286
CO_BOY_BETEITIVA,wikidataId/Q1654814
CO_BOY_BOAVITA,wikidataId/Q1576227
CO_BOY_BOYACA,wikidataId/Q1654749
CO_BOY_BRICENO,wikidataId/Q2430372
CO_BOY_BUENAVISTA,wikidataId/Q1879585
CO_BOY_BUSBANZA,wikidataId/Q1654742
CO_BOY_CALDAS,wikidataId/Q2430634
CO_BOY_CAMPOHERMOSO,wikidataId/Q1656329
CO_BOY_CERINZA,wikidataId/Q1654487
CO_BOY_CHINAVITA,wikidataId/Q1654938
CO_BOY_CHIQUINQUIRA,wikidataId/Q951897
CO_BOY_CHIQUIZA,wikidataId/Q1575485
CO_BOY_CHISCAS,wikidataId/Q1654579
CO_BOY_CHITA,wikidataId/Q1575553
CO_BOY_CHITARAQUE,wikidataId/Q1574783
CO_BOY_CHIVATA,wikidataId/Q1654780
CO_BOY_CHIVOR,wikidataId/Q1656250
CO_BOY_CIENEGA,wikidataId/Q23695459
CO_BOY_COMBITA,wikidataId/Q1525695
CO_BOY_COPER,wikidataId/Q10749881
CO_BOY_CORRALES,wikidataId/Q928725
CO_BOY_COVARACHIA,wikidataId/Q1654501
CO_BOY_CUBARA,wikidataId/Q1576256
CO_BOY_CUCAITA,wikidataId/Q1654879
CO_BOY_CUITIVA,wikidataId/Q1654830
CO_BOY_DUITAMA,wikidataId/Q1011125
CO_BOY_EL_COCUY,wikidataId/Q1655984
CO_BOY_EL_ESPINO,wikidataId/Q1654603
CO_BOY_FIRAVITOBA,wikidataId/Q1579392
CO_BOY_FLORESTA,wikidataId/Q1656297
CO_BOY_GACHANTIVA,undata-geo/C07500240
CO_BOY_GAMEZA,undata-geo/C07500241
CO_BOY_GARAGOA,wikidataId/Q1524837
CO_BOY_GUACAMAYAS,wikidataId/Q963379
CO_BOY_GUATEQUE,wikidataId/Q1577072
CO_BOY_GUAYATA,wikidataId/Q1577926
CO_BOY_GUICAN_DE_LA_SIERRA,wikidataId/Q1577669
CO_BOY_IZA,wikidataId/Q1655524
CO_BOY_JENESANO,undata-geo/C07500248
CO_BOY_JERICO,wikidataId/Q2408710
CO_BOY_LA_CAPILLA,undata-geo/C07500250
CO_BOY_LA_UVITA,wikidataId/Q1654706
CO_BOY_LA_VICTORIA,wikidataId/Q2192512
CO_BOY_LABRANZAGRANDE,wikidataId/Q1654772
CO_BOY_MACANAL,wikidataId/Q1656366
CO_BOY_MARIPI,wikidataId/Q1574705
CO_BOY_MIRAFLORES,wikidataId/Q2266341
CO_BOY_MONGUA,wikidataId/Q23686659
CO_BOY_MONGUI,wikidataId/Q1654539
CO_BOY_MONIQUIRA,wikidataId/Q1440715
CO_BOY_MOTAVITA,wikidataId/Q1577790
CO_BOY_MUZO,wikidataId/Q1431785
CO_BOY_NOBSA,wikidataId/Q1524817
CO_BOY_NUEVO_COLON,wikidataId/Q1577145
CO_BOY_OICATA,wikidataId/Q1656214
CO_BOY_OTANCHE,wikidataId/Q1577588
CO_BOY_PACHAVITA,wikidataId/Q1654528
CO_BOY_PAEZ,undata-geo/C07500267
CO_BOY_PAIPA,wikidataId/Q1391867
CO_BOY_PAJARITO,wikidataId/Q935494
CO_BOY_PANQUEBA,wikidataId/Q1656207
CO_BOY_PAUNA,wikidataId/Q1577120
CO_BOY_PAYA,wikidataId/Q2022761
CO_BOY_PAZ_DE_RIO,undata-geo/C07500273
CO_BOY_PESCA,undata-geo/C07500274
CO_BOY_PISBA,wikidataId/Q1656260
CO_BOY_PUERTO_BOYACA,wikidataId/Q2335098
CO_BOY_QUIPAMA,wikidataId/Q1575472
CO_BOY_RAMIRIQUI,wikidataId/Q1575682
CO_BOY_RAQUIRA,undata-geo/C07500279
CO_BOY_RONDON,undata-geo/C07500280
CO_BOY_SABOYA,wikidataId/Q1525813
CO_BOY_SACHICA,wikidataId/Q1656093
CO_BOY_SAMACA,undata-geo/C07500283
CO_BOY_SAN_EDUARDO,wikidataId/Q1656180
CO_BOY_SAN_JOSE_DE_PARE,wikidataId/Q1576405
CO_BOY_SAN_LUIS_DE_GACENO,wikidataId/Q1577001
CO_BOY_SAN_MATEO,wikidataId/Q1654673
CO_BOY_SAN_MIGUEL_DE_SEMA,wikidataId/Q1656150
CO_BOY_SAN_PABLO_DE_BORBUR,wikidataId/Q1575910
CO_BOY_SANTA_MARIA,wikidataId/Q2434307
CO_BOY_SANTA_ROSA_DE_VITERBO,wikidataId/Q1526329
CO_BOY_SANTA_SOFIA,wikidataId/Q1654858
CO_BOY_SANTANA,wikidataId/Q1575506
CO_BOY_SATIVANORTE,wikidataId/Q1654912
CO_BOY_SATIVASUR,wikidataId/Q1656373
CO_BOY_SIACHOQUE,wikidataId/Q1576379
CO_BOY_SOATA,wikidataId/Q1577643
CO_BOY_SOCHA,wikidataId/Q1574712
CO_BOY_SOCOTA,wikidataId/Q1576416
CO_BOY_SOGAMOSO,undata-geo/C07500300
CO_BOY_SOMONDOCO,wikidataId/Q1654735
CO_BOY_SORA,wikidataId/Q1655051
CO_BOY_SORACA,wikidataId/Q1576242
CO_BOY_SOTAQUIRA,wikidataId/Q1579502
CO_BOY_SUSACON,wikidataId/Q1656233
CO_BOY_SUTAMARCHAN,wikidataId/Q1576393
CO_BOY_SUTATENZA,wikidataId/Q1654861
CO_BOY_TASCO,wikidataId/Q1574813
CO_BOY_TENZA,wikidataId/Q1654622
CO_BOY_TIBANA,wikidataId/Q1579430
CO_BOY_TIBASOSA,wikidataId/Q1525713
CO_BOY_TINJACA,wikidataId/Q1654591
CO_BOY_TIPACOQUE,wikidataId/Q1654480
CO_BOY_TOCA,wikidataId/Q514196
CO_BOY_TOGUI,wikidataId/Q1654994
CO_BOY_TOPAGA,wikidataId/Q1656317
CO_BOY_TOTA,wikidataId/Q517235
CO_BOY_TUNJA,undata-geo/C07500318
CO_BOY_TUNUNGUA,wikidataId/Q1654497
CO_BOY_TURMEQUE,wikidataId/Q927087
CO_BOY_TUTA,wikidataId/Q742239
CO_BOY_TUTAZA,wikidataId/Q735698
CO_BOY_UMBITA,wikidataId/Q1576294
CO_BOY_VENTAQUEMADA,wikidataId/Q1525707
CO_BOY_VILLA_DE_LEYVA,wikidataId/Q1409503
CO_BOY_VIRACACHA,wikidataId/Q1655106
CO_BOY_ZETAQUIRA,wikidataId/Q1654785
CO_CAL_AGUADAS,wikidataId/Q1442012
CO_CAL_ANSERMA,wikidataId/Q547678
CO_CAL_ARANZAZU,wikidataId/Q1525243
CO_CAL_BELALCAZAR,wikidataId/Q1525292
CO_CAL_CHINCHINA,wikidataId/Q1073678
CO_CAL_FILADELFIA,wikidataId/Q1525422
CO_CAL_LA_DORADA,wikidataId/Q2279516
CO_CAL_LA_MERCED,wikidataId/Q1574759
CO_CAL_MANIZALES,undata-geo/C07500336
CO_CAL_MANZANARES,wikidataId/Q1442335
CO_CAL_MARMATO,wikidataId/Q1577890
CO_CAL_MARQUETALIA,wikidataId/Q925735
CO_CAL_MARULANDA,wikidataId/Q1654886
CO_CAL_NEIRA,wikidataId/Q1393029
CO_CAL_NORCASIA,wikidataId/Q921734
CO_CAL_PACORA,wikidataId/Q1526108
CO_CAL_PALESTINA,wikidataId/Q1524756
CO_CAL_PENSILVANIA,wikidataId/Q1440753
CO_CAL_RIOSUCIO,wikidataId/Q1093015
CO_CAL_RISARALDA,wikidataId/Q536797
CO_CAL_SALAMINA,wikidataId/Q610524
CO_CAL_SAMANA,wikidataId/Q726717
CO_CAL_SAN_JOSE,wikidataId/Q1574774
CO_CAL_SUPIA,wikidataId/Q1441985
CO_CAL_VICTORIA,wikidataId/Q586109
CO_CAL_VILLAMARIA,wikidataId/Q961399
CO_CAL_VITERBO,wikidataId/Q1525310
CO_CALDAS,undata-geo/C07500355
CO_CAQ_ALBANIA,wikidataId/Q1576577
CO_CAQ_BELEN_DE_LOS_ANDAQUIES,wikidataId/Q1579354
CO_CAQ_CARTAGENA_DEL_CHAIRA,wikidataId/Q1391874
CO_CAQ_CURILLO,wikidataId/Q660268
CO_CAQ_EL_DONCELLO,wikidataId/Q746033
CO_CAQ_EL_PAUJIL,undata-geo/C07500361
CO_CAQ_FLORENCIA,wikidataId/Q849859
CO_CAQ_LA_MONTANITA,wikidataId/Q1441926
CO_CAQ_MILAN,wikidataId/Q1576645
CO_CAQ_MORELIA,wikidataId/Q1654632
CO_CAQ_PUERTO_RICO,wikidataId/Q938384
CO_CAQ_SAN_JOSE_DEL_FRAGUA,undata-geo/C07500367
CO_CAQ_SAN_VICENTE_DEL_CAGUAN,wikidataId/Q1642041
CO_CAQ_SOLANO,wikidataId/Q1525682
CO_CAQ_SOLITA,wikidataId/Q23717751
CO_CAQ_VALPARAISO,wikidataId/Q1577776
CO_CAS_AGUAZUL,wikidataId/Q13663
CO_CAS_CHAMEZA,wikidataId/Q1654975
CO_CAS_HATO_COROZAL,undata-geo/C07500374
CO_CAS_LA_SALINA,wikidataId/Q952145
CO_CAS_MANI,wikidataId/Q1579380
CO_CAS_MONTERREY,wikidataId/Q1525276
CO_CAS_NUNCHIA,wikidataId/Q1575548
CO_CAS_OROCUE,undata-geo/C07500379
CO_CAS_PAZ_DE_ARIPORO,wikidataId/Q1442453
CO_CAS_PORE,wikidataId/Q1555513
CO_CAS_RECETOR,wikidataId/Q954584
CO_CAS_SABANALARGA,undata-geo/C07500383
CO_CAS_SACAMA,wikidataId/Q1654723
CO_CAS_SAN_LUIS_DE_PALENQUE,wikidataId/Q648843
CO_CAS_TAMARA,wikidataId/Q529835
CO_CAS_TAURAMENA,wikidataId/Q281554
CO_CAS_TRINIDAD,wikidataId/Q1575575
CO_CAS_VILLANUEVA,wikidataId/Q1440726
CO_CAS_YOPAL,wikidataId/Q13591
CO_CAU_ALMAGUER,wikidataId/Q2308989
CO_CAU_ARGELIA,undata-geo/C07500392
CO_CAU_BALBOA,wikidataId/Q2309052
CO_CAU_BOLIVAR,wikidataId/Q1936249
CO_CAU_BUENOS_AIRES,wikidataId/Q2025478
CO_CAU_CAJIBIO,wikidataId/Q1256885
CO_CAU_CALDONO,wikidataId/Q1391900
CO_CAU_CALOTO,wikidataId/Q2420491
CO_CAU_CORINTO,wikidataId/Q2236398
CO_CAU_EL_TAMBO,wikidataId/Q961294
CO_CAU_FLORENCIA,wikidataId/Q2308980
CO_CAU_GUACHENE,wikidataId/Q3091297
CO_CAU_GUAPI,wikidataId/Q2432113
CO_CAU_INZA,wikidataId/Q1441907
CO_CAU_JAMBALO,wikidataId/Q1525285
CO_CAU_LA_SIERRA,wikidataId/Q508563
CO_CAU_LA_VEGA,wikidataId/Q2309024
CO_CAU_LOPEZ_DE_MICAY,wikidataId/Q2297415
CO_CAU_MERCADERES,wikidataId/Q1526078
CO_CAU_MIRANDA,wikidataId/Q2308999
CO_CAU_MORALES,wikidataId/Q615597
CO_CAU_PADILLA,wikidataId/Q2433292
CO_CAU_PAEZ,wikidataId/Q2433466
CO_CAU_PATIA,wikidataId/Q1256878
CO_CAU_PIAMONTE,undata-geo/C07500415
CO_CAU_PIENDAMO,wikidataId/Q2433349
CO_CAU_POPAYAN,undata-geo/C07500417
CO_CAU_PUERTO_TEJADA,wikidataId/Q1256377
CO_CAU_PURACE,wikidataId/Q2317482
CO_CAU_ROSAS,wikidataId/Q1525805
CO_CAU_SAN_DE_QUILICHAO,wikidataId/Q1093175
CO_CAU_SAN_SEBASTIAN,wikidataId/Q2434304
CO_CAU_SANTA_ROSA,undata-geo/C07500423
CO_CAU_SILVIA,wikidataId/Q2418703
CO_CAU_SOTARA,wikidataId/Q2434321
CO_CAU_SUAREZ,wikidataId/Q2203425
CO_CAU_SUCRE,wikidataId/Q2434329
CO_CAU_TIMBIO,wikidataId/Q2309015
CO_CAU_TIMBIQUI,wikidataId/Q1787517
CO_CAU_TORIBIO,wikidataId/Q1870972
CO_CAU_TOTORO,wikidataId/Q2405808
CO_CAU_VILLA_RICA,wikidataId/Q2434767
CO_CES_AGUACHICA,wikidataId/Q23697165
CO_CES_AGUSTIN_CODAZZI,wikidataId/Q781307
CO_CES_ASTREA,wikidataId/Q1525298
CO_CES_BECERRIL,wikidataId/Q1524772
CO_CES_BOSCONIA,wikidataId/Q1391851
CO_CES_CHIMICHAGUA,wikidataId/Q509339
CO_CES_CHIRIGUANA,wikidataId/Q1440741
CO_CES_CURUMANI,wikidataId/Q2309031
CO_CES_EL_COPEY,wikidataId/Q1440746
CO_CES_EL_PASO,wikidataId/Q1441955
CO_CES_GAMARRA,wikidataId/Q1525797
CO_CES_GONZALEZ,wikidataId/Q1577059
CO_CES_LA_GLORIA,wikidataId/Q1526106
CO_CES_LA_JAGUA_DE_IBIRICO,wikidataId/Q950053
CO_CES_LA_PAZ,wikidataId/Q1442342
CO_CES_MANAURE_BALCON_CESAR,wikidataId/Q936283
CO_CES_PAILITAS,wikidataId/Q1525724
CO_CES_PELAYA,wikidataId/Q962740
CO_CES_PUEBLO_BELLO,undata-geo/C07500451
CO_CES_RIO_DE_ORO,wikidataId/Q1526621
CO_CES_SAN_ALBERTO,wikidataId/Q1441898
CO_CES_SAN_DIEGO,wikidataId/Q1524790
CO_CES_SAN_MARTIN,wikidataId/Q545257
CO_CES_TAMALAMEQUE,wikidataId/Q1524857
CO_CES_VALLEDUPAR,undata-geo/C07500457
CO_CHO_ACANDI,undata-geo/C07500458
CO_CHO_ALTO_BAUDO,undata-geo/C07500459
CO_CHO_ATRATO,undata-geo/C07500460
CO_CHO_BAGADO,wikidataId/Q1576654
CO_CHO_BAHIA_SOLANO,undata-geo/C07500462
CO_CHO_BAJO_BAUDO,wikidataId/Q1525766
CO_CHO_BOJAYA,undata-geo/C07500464
CO_CHO_CARMEN_DEL_DARIEN,undata-geo/C07500465
CO_CHO_CERTEGUI,wikidataId/Q610657
CO_CHO_CONDOTO,undata-geo/C07500467
CO_CHO_EL_CANTON_DEL_SAN_PABLO,wikidataId/Q23730836
CO_CHO_EL_CARMEN_DE_ATRATO,wikidataId/Q533627
CO_CHO_EL_LITORAL_DEL_SAN_JUAN,wikidataId/Q931811
CO_CHO_ISTMINA,undata-geo/C07500471
CO_CHO_JURADO,undata-geo/C07500472
CO_CHO_LLORO,wikidataId/Q1575268
CO_CHO_MEDIO_ATRATO,wikidataId/Q1442444
CO_CHO_MEDIO_BAUDO,wikidataId/Q1525732
CO_CHO_MEDIO_SAN_JUAN,undata-geo/C07500476
CO_CHO_NOVITA,wikidataId/Q1579423
CO_CHO_NUQUI,wikidataId/Q1577833
CO_CHO_QUIBDO,wikidataId/Q23684295
CO_CHO_RIO_IRO,undata-geo/C07500480
CO_CHO_RIO_QUITO,undata-geo/C07500481
CO_CHO_RIOSUCIO,undata-geo/C07500482
CO_CHO_SAN_JOSE_DEL_PALMAR,wikidataId/Q1654797
CO_CHO_SIPI,undata-geo/C07500484
CO_CHO_TADO,wikidataId/Q1524808
CO_CHO_UNGUIA,wikidataId/Q1525509
CO_CHO_UNION_PANAMERICANA,undata-geo/C07500487
CO_COR_AYAPEL,wikidataId/Q2430087
CO_COR_BUENAVISTA,wikidataId/Q1525624
CO_COR_CANALETE,wikidataId/Q1526135
CO_COR_CERETE,wikidataId/Q23695588
CO_COR_CHIMA,wikidataId/Q1525620
CO_COR_CHINU,wikidataId/Q2387112
CO_COR_CIENAGA_DE_ORO,wikidataId/Q2069794
CO_COR_COTORRA,wikidataId/Q1526122
CO_COR_LA_APARTADA,wikidataId/Q1525412
CO_COR_LORICA,wikidataId/Q775761
CO_COR_LOS_CORDOBAS,undata-geo/C07500498
CO_COR_MOMIL,wikidataId/Q24831
CO_COR_MONITOS,wikidataId/Q1441218
CO_COR_MONTELIBANO,undata-geo/C07500501
CO_COR_MONTERIA,wikidataId/Q852725
CO_COR_PLANETA_RICA,wikidataId/Q956174
CO_COR_PUEBLO_NUEVO,wikidataId/Q2433383
CO_COR_PUERTO_ESCONDIDO,wikidataId/Q1441033
CO_COR_PUERTO_LIBERTADOR,wikidataId/Q2433456
CO_COR_PURISIMA_LA_CONCEPCION,wikidataId/Q1525834
CO_COR_SAHAGUN,wikidataId/Q591547
CO_COR_SAN_ANDRES_DE_SOTAVENTO,wikidataId/Q2433828
CO_COR_SAN_ANTERO,wikidataId/Q1442369
CO_COR_SAN_BERNARDO_DEL_VIENTO,wikidataId/Q2433835
CO_COR_SAN_CARLOS,wikidataId/Q1440812
CO_COR_SAN_JOSE_DE_URE,wikidataId/Q2605421
CO_COR_SAN_PELAYO,wikidataId/Q2314281
CO_COR_TIERRALTA,undata-geo/C07500515
CO_COR_TUCHIN,undata-geo/C07500516
CO_COR_VALENCIA,wikidataId/Q1983488
CO_CUN_AGUA_DE_DIOS,wikidataId/Q1525734
CO_CUN_ALBAN,wikidataId/Q1576197
CO_CUN_ANAPOIMA,undata-geo/C07500520
CO_CUN_ANOLAIMA,wikidataId/Q1524766
CO_CUN_APULO,wikidataId/Q1574840
CO_CUN_ARBELAEZ,wikidataId/Q925824
