Site Name,Site Score,Site EPA ID,SEMS ID,Region ID,State,City,County,Status,Latitude,Longitude,Proposed Date,Listing Date,Construction Completion Date,Construction Completion Number,NOID Date,Deletion Date,Site Listing Narrative,Site Progress Profile,Proposed FR Notice,Listing FR Notice,NOID FR Notice,Deletion FR Notice,Restoration FR Notice Jumper Page,Site has had a Partial Deletion,x,y
"Union Chemical Co., Inc.",32.11,MED042143883,100989,1,Maine,South Hope,Knox,Deleted NPL Site,44.21444,-69.189027,06/24/1988,10/04/1989,09/30/1997,492,07/20/2018,09/21/2018,"<a href=""https://semspub.epa.gov/src/document/01/75001230"" target=""_blank"">MED042143883 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100989"" target=""_blank"">Union Chemical Co., Inc.</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-07-20/pdf/2018-15622.pdf"" target=""_blank"">07/20/2018 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-09-21/pdf/2018-20532.pdf"" target=""_blank"">09/21/2018 (PDF)</a>",,No,-7702087.254122055,5498687.459803346
Leeds Metal,32.25,MEN000103584,103584,1,Maine,Leeds,Androscoggin,NPL Site,44.237083,-70.08025,09/16/2011,09/18/2012,,0,,,"<a href=""https://semspub.epa.gov/src/document/01/75001026"" target=""_blank"">MEN000103584 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0103584"" target=""_blank"">Leeds Metal</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-09-16/pdf/2011-23651.pdf"" target=""_blank"">09/16/2011 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2012-09-18/pdf/2012-22851.pdf"" target=""_blank"">09/18/2012 (PDF)</a>",,,,No,-7801297.744665312,5502204.927805805
Keddy Mill,50,MEN000106078,106078,1,Maine,Windham,Cumberland,NPL Site,43.734953,-70.424514,12/12/2013,05/12/2014,,0,,,"<a href=""https://semspub.epa.gov/src/document/01/75001030"" target=""_blank"">MEN000106078 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0106078"" target=""_blank"">Keddy Mill</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2013-12-12/pdf/2013-29349.pdf"" target=""_blank"">12/12/2013 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2014-05-12/pdf/2014-10831.pdf"" target=""_blank"">05/12/2014 (PDF)</a>",,,,No,-7839621.037843767,5424516.747426613
Anderson Development Co.,31.02,MID002931228,502220,5,Michigan,Adrian,Lenawee,Deleted NPL Site,41.893611,-84.017219,12/30/1982,09/08/1983,09/24/1993,196,08/30/1995,01/26/1996,"<a href=""https://semspub.epa.gov/src/document/05/633512"" target=""_blank"">MID002931228 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502220"" target=""_blank"">Anderson Development Co.</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1995-08-30/pdf/95-21410.pdf"" target=""_blank"">08/30/1995 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-01-26/pdf/96-1398.pdf"" target=""_blank"">01/26/1996 (PDF)</a>",,No,-9352754.036946949,5145056.186042297
"Auto Ion Chemicals, Inc.",32.07,MID980794382,503012,5,Michigan,Kalamazoo,Kalamazoo,NPL Site,42.293889,-85.567219,12/30/1982,09/08/1983,09/23/1994,266,,,"<a href=""https://semspub.epa.gov/src/document/05/633513"" target=""_blank"">MID980794382 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503012"" target=""_blank"">Auto Ion Chemicals, Inc.</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,-9525299.247676522,5205104.759016643
Berlin & Farro,66.74,MID000605717,502172,5,Michigan,Swartz Creek,Genesee,Deleted NPL Site,42.904,-83.8348,12/30/1982,09/08/1983,09/18/1996,387,01/21/1998,06/24/1998,"<a href=""https://semspub.epa.gov/src/document/05/633514"" target=""_blank"">MID000605717 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502172"" target=""_blank"">Berlin & Farro</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-01-21/pdf/98-1249.pdf"" target=""_blank"">01/21/1998 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-06-24/pdf/98-16569.pdf"" target=""_blank"">06/24/1998 (PDF)</a>",,No,-9332447.246755932,5297371.064716155
Burrows Sanitation,30.59,MID980410617,502733,5,Michigan,Hartford,Van Buren,Deleted NPL Site,42.2233,-86.1502,09/08/1983,09/21/1984,04/05/1993,162,05/15/2015,07/14/2015,"<a href=""https://semspub.epa.gov/src/document/05/633515"" target=""_blank"">MID980410617 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502733"" target=""_blank"">Burrows Sanitation</a>","<a href=""https://semspub.epa.gov/src/document/11/189640"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2015-05-15/pdf/2015-11800.pdf"" target=""_blank"">05/15/2015 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2015-05-15/pdf/2015-11801.pdf"" target=""_blank"">07/14/2015 (PDF)</a>",,No,-9590196.395738676,5194487.613260882
Butterworth #2 Landfill,50.31,MID062222997,502576,5,Michigan,Grand Rapids,Kent,NPL Site,42.952219,-85.700281,12/30/1982,09/08/1983,09/27/2000,736,,,"<a href=""https://semspub.epa.gov/src/document/05/633516"" target=""_blank"">MID062222997 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502576"" target=""_blank"">Butterworth #2 Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,-9540111.641760457,5304701.917085835
"Cannelton Industries, Inc.",30.16,MID980678627,502931,5,Michigan,Sault Sainte Marie,Chippewa,NPL Site,46.488889,-84.393061,06/24/1988,08/30/1990,09/28/1999,656,,,"<a href=""https://semspub.epa.gov/src/document/05/633517"" target=""_blank"">MID980678627 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502931"" target=""_blank"">Cannelton Industries, Inc.</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,,No,-9394592.577005675,5859043.162137564
Cemetery Dump,34.16,MID980794663,503025,5,Michigan,Rose Center,Oakland,Deleted NPL Site,42.725281,-83.610281,12/30/1982,09/08/1983,09/11/1991,56,02/15/1995,04/19/1995,"<a href=""https://semspub.epa.gov/src/document/05/633518"" target=""_blank"">MID980794663 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503025"" target=""_blank"">Cemetery Dump</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1995-02-15/pdf/95-3604.pdf"" target=""_blank"">02/15/1995 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1995-04-19/pdf/95-9537.pdf"" target=""_blank"">04/19/1995 (PDF)</a>",,No,-9307453.906002516,5270249.858090229
Charlevoix Municipal Well,37.94,MID980794390,503013,5,Michigan,Charlevoix,Charlevoix,Deleted NPL Site,45.317781,-85.266669,12/30/1982,09/08/1983,09/16/1992,121,09/29/1993,12/02/1993,"<a href=""https://semspub.epa.gov/src/document/05/633519"" target=""_blank"">MID980794390 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503013"" target=""_blank"">Charlevoix Municipal Well</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/05/633144"" target=""_blank"">09/29/1993 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/05/633715"" target=""_blank"">12/02/1993 (PDF)</a>",,No,-9491842.174718605,5671689.110315851
Chem Central,38.2,MID980477079,502743,5,Michigan,Wyoming Township,Kent,NPL Site,42.91,-85.674161,12/30/1982,09/08/1983,09/19/1995,306,,,"<a href=""https://semspub.epa.gov/src/document/05/633520"" target=""_blank"">MID980477079 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502743"" target=""_blank"">Chem Central</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,-9537203.976660937,5298282.946858536
Clare Water Supply,38.43,MID980002273,502719,5,Michigan,Clare,Clare,NPL Site,43.815,-84.7625,12/30/1982,09/21/1984,03/30/1999,599,,,"<a href=""https://semspub.epa.gov/src/document/05/633521"" target=""_blank"">MID980002273 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502719"" target=""_blank"">Clare Water Supply</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>",,,,No,-9435718.338364853,5436857.499067622
Cliff/Dow Dump,34.5,MID980608970,502860,5,Michigan,Marquette,Marquette,Deleted NPL Site,46.574439,-87.42,12/30/1982,09/08/1983,09/25/1995,320,09/18/2000,11/17/2000,"<a href=""https://semspub.epa.gov/src/document/05/633522"" target=""_blank"">MID980608970 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502860"" target=""_blank"">Cliff/Dow Dump</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-09-18/pdf/00-23642.pdf"" target=""_blank"">09/18/2000 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-09-18/pdf/00-23641.pdf"" target=""_blank"">11/17/2000 (PDF)</a>",,No,-9731549.885147976,5872886.225544421
Duell & Gardner Landfill,34.68,MID980504716,502793,5,Michigan,Dalton Township,Muskegon,Deleted NPL Site,43.319439,-86.208339,12/30/1982,09/08/1983,08/10/2001,775,07/31/2019,09/30/2019,"<a href=""https://semspub.epa.gov/src/document/05/633523"" target=""_blank"">MID980504716 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502793"" target=""_blank"">Duell & Gardner Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2019-07-31/pdf/2019-16200.pdf"" target=""_blank"">07/31/2019 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2019-07-31/pdf/2019-16199.pdf"" target=""_blank"">09/30/2019 (PDF)</a>",,No,-9596668.399613906,5360720.806260957
"Avenue ""E"" Ground Water Contamination",31.19,MID980791461,503006,5,Michigan,Traverse City,Grand Traverse,Deleted NPL Site,44.750719,-85.5775,10/15/1984,06/10/1986,09/27/2000,737,01/19/2007,03/20/2007,"<a href=""https://semspub.epa.gov/src/document/05/633524"" target=""_blank"">MID980791461 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503006"" target=""_blank"">Avenue ""E"" Ground Water Contamination</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2007-01-19/pdf/E7-693.pdf"" target=""_blank"">01/19/2007 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2007-01-19/pdf/E7-694.pdf"" target=""_blank"">03/20/2007 (PDF)</a>",,No,-9526443.72336137,5582362.295969432
Electrovoice,35.36,MID005068143,502237,5,Michigan,Buchanan,Berrien,NPL Site,41.8206,-86.3545,12/30/1982,09/21/1984,09/21/1999,644,,,"<a href=""https://semspub.epa.gov/src/document/05/633525"" target=""_blank"">MID005068143 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502237"" target=""_blank"">Electrovoice</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>",,,,No,-9612938.967707744,5134143.960812743
Forest Waste Products,38.64,MID980410740,502734,5,Michigan,Otisville,Genesee,NPL Site,43.198331,-83.545831,12/30/1982,09/08/1983,06/30/1997,439,,,"<a href=""https://semspub.epa.gov/src/document/05/633526"" target=""_blank"">MID980410740 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502734"" target=""_blank"">Forest Waste Products</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,-9300279.36482089,5342208.735449594
G&H Landfill,49.09,MID980410823,502735,5,Michigan,Utica,Macomb,NPL Site,42.664719,-83.077769,12/30/1982,09/08/1983,08/26/1999,614,,,"<a href=""https://semspub.epa.gov/src/document/05/633527"" target=""_blank"">MID980410823 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502735"" target=""_blank"">G&H Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,-9248174.94132121,5261077.10649321
Grand Traverse Overall Supply Co.,35.53,MID017418559,502432,5,Michigan,Greilickville,Leelanau,NPL Site,44.7944,-85.6382,12/30/1982,09/08/1983,09/17/1992,122,,,"<a href=""https://semspub.epa.gov/src/document/05/633528"" target=""_blank"">MID017418559 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502432"" target=""_blank"">Grand Traverse Overall Supply Co.</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,-9533200.81645252,5589211.840108492
Gratiot County Golf Course,40.22,MID980794531,503022,5,Michigan,St. Louis,Gratiot,Deleted NPL Site,43.416419,-84.623469,12/30/1982,,09/08/1983,5,,09/08/1983,"<a href=""https://semspub.epa.gov/src/document/05/633529"" target=""_blank"">MID980794531 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503022"" target=""_blank"">Gratiot County Golf Course</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,No,-9420241.478240373,5375571.3900888115
Gratiot County Landfill,0,MID980506281,502802,5,Michigan,St. Louis,Gratiot,NPL Site,43.395,-84.595281,12/30/1982,09/08/1983,07/19/1995,300,,,"<a href=""https://semspub.epa.gov/src/document/05/633530"" target=""_blank"">MID980506281 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502802"" target=""_blank"">Gratiot County Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,-9417103.60443389,5372289.44670823
Hedblum Industries,37.29,MID980794408,503014,5,Michigan,Oscoda,Iosco,NPL Site,44.4113,-83.3469,12/30/1982,09/08/1983,08/16/1993,177,,,"<a href=""https://semspub.epa.gov/src/document/05/633531"" target=""_blank"">MID980794408 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503014"" target=""_blank"">Hedblum Industries</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,-9278134.467197893,5529313.998987706
Ionia City Landfill,31.31,MID980794416,503015,5,Michigan,Ionia,Ionia,NPL Site,42.976669,-85.046111,12/30/1982,09/08/1983,09/28/2000,747,,,"<a href=""https://semspub.epa.gov/src/document/05/633532"" target=""_blank"">MID980794416 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503015"" target=""_blank"">Ionia City Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,-9467289.770468222,5308421.304815861
K&L Avenue Landfill,38.1,MID980506463,502812,5,Michigan,Oshtemo Township,Kalamazoo,NPL Site,42.283331,-85.718889,12/30/1982,09/08/1983,12/20/2006,1010,,,"<a href=""https://semspub.epa.gov/src/document/05/633533"" target=""_blank"">MID980506463 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502812"" target=""_blank"">K&L Avenue Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,-9542183.074845139,5203515.995836591
Kentwood Landfill,35.39,MID000260281,502165,5,Michigan,Kentwood,Kent,NPL Site,42.8738,-85.5906,12/30/1982,09/08/1983,09/27/1995,326,,,"<a href=""https://semspub.epa.gov/src/document/05/633534"" target=""_blank"">MID000260281 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502165"" target=""_blank"">Kentwood Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,-9527902.008690761,5292782.604867773
"Liquid Disposal, Inc.",63.28,MID067340711,502593,5,Michigan,Utica,Macomb,NPL Site,42.652781,-83.073611,12/30/1982,09/08/1983,09/16/1997,452,,,"<a href=""https://semspub.epa.gov/src/document/05/633535"" target=""_blank"">MID067340711 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502593"" target=""_blank"">Liquid Disposal, Inc.</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,-9247712.07487849,5259270.025573106
Mason County Landfill,34.18,MID980794465,503019,5,Michigan,Pere Marquette Township,Mason,Deleted NPL Site,43.9185,-86.4292,12/30/1982,09/08/1983,09/27/1993,209,07/26/1999,09/09/1999,"<a href=""https://semspub.epa.gov/src/document/05/633537"" target=""_blank"">MID980794465 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503019"" target=""_blank"">Mason County Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-07-26/pdf/99-18720.pdf"" target=""_blank"">07/26/1999 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-09-09/pdf/99-23281.pdf"" target=""_blank"">09/09/1999 (PDF)</a>",,No,-9621254.533669999,5452838.520825338
McGraw Edison Corp.,33.42,MID005339676,502254,5,Michigan,Albion,Calhoun,NPL Site,42.252219,-84.733061,12/30/1982,09/08/1983,01/28/1998,506,,,"<a href=""https://semspub.epa.gov/src/document/05/633538"" target=""_blank"">MID005339676 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502254"" target=""_blank"">McGraw Edison Corp.</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,-9432441.203875389,5198835.823350809
