District,lgdCode,Date,Count_BirthEvent_LiveBirth,Count_BirthEvent_StillBirth,Count_BirthEvent_LiveBirth_AsFractionOf_Count_ChildDeliveryEvent,Count_Infant_VaccineAdministered_BCG,Count_Infant_VaccineAdministered_OPV,Count_Infant_VaccineAdministered_DPTDose1,Count_Infant_VaccineAdministered_DPTDose2,Count_Infant_VaccineAdministered_DPTDose3,Count_ChildVaccinationEvent_MMR,Count_Infant_VaccineSideEffect_Adverse_Deaths,Count_Infant_VaccineSideEffect_Adverse_Others,Count_Death_Infant
Lunglei,265,2020-03,2623,13,,2631,1743,16,24,19,2,0,18,43
Mamit,266,2020-03,1277,16,,1602,735,0,0,0,0,0,0,16
Saiha,267,2020-03,1388,10,,1294,786,0,0,0,0,0,106,41
Serchhip,268,2020-03,674,4,,889,522,0,0,0,0,0,0,6
Dimapur,244,2020-03,7798,167,,7295,6301,79,62,55,0,0,0,86
Kiphire,614,2020-03,727,5,,961,582,,,,,0,0,16
Kohima,245,2020-03,2748,41,,3188,2781,1,,,6,0,0,35
Longleng,615,2020-03,496,1,,462,249,,,,,0,0,0
Mokokchung,246,2020-03,1045,15,,1151,1032,1,1,1,0,0,0,10
Mon,247,2020-03,2504,18,,3026,1406,,,,,0,1,7
Peren,613,2020-03,802,17,,1037,609,10,0,0,,0,1,1
Phek,248,2020-03,1218,9,,1502,838,1,2,0,,0,0,5
Tuensang,249,2020-03,1441,16,,2051,980,21,16,16,0,0,0,4
Wokha,250,2020-03,915,4,,1049,707,0,0,0,,0,0,3
Zunheboto,251,2020-03,888,13,,979,640,,,,,0,0,7
Anugul,344,2020-03,19459,264,,20826,20073,,,,0,0,2177,429
Balangir,345,2020-03,31371,832,,29338,28219,0,0,0,0,1,5290,718
Baleshwar,346,2020-03,30065,428,,33105,32378,0,0,0,0,0,4698,514
Bargarh,347,2020-03,15969,243,,16245,15155,0,0,0,0,0,2430,175
Boudh,349,2020-03,6695,130,,6653,6131,,,,0,0,119,63
Bhadrak,348,2020-03,22104,346,,23061,22219,0,0,0,0,0,2212,202
Cuttack,350,2020-03,42867,897,,32375,25281,0,0,0,0,0,7125,1077
Deogarh,351,2020-03,2947,36,,3272,2661,0,0,0,0,0,1042,31
Dhenkanal,352,2020-03,15501,215,,15534,13057,,,,0,0,4476,228
Gajapati,353,2020-03,9400,215,,10130,8020,0,0,0,0,0,10230,203
Ganjam,354,2020-03,52340,1120,,50960,48124,0,0,0,0,0,8713,838
Jagatsinghapur,355,2020-03,9671,99,,10899,10004,,,,0,0,2411,65
Jajapur,356,2020-03,22740,296,,23317,21701,0,0,0,0,2,8984,178
Jharsuguda,357,2020-03,6743,103,,6274,5973,,,,0,1,714,60
Kalahandi,358,2020-03,22525,831,,24637,19653,0,0,0,0,0,2905,748
Kandhamal,359,2020-03,13789,444,,13551,12004,,,,0,0,5730,411
Kendrapara,360,2020-03,17534,244,,17287,14994,,,,0,0,4632,154
Kendujhar,361,2020-03,30041,709,,29567,26751,,,,0,0,2092,524
Khordha,362,2020-03,38339,579,,37510,35562,,,,0,0,5012,200
Koraput,363,2020-03,25472,897,,24895,22662,0,0,0,0,1,3943,1039
Malkangiri,364,2020-03,12836,440,,12632,11019,,,,0,0,4204,722
Mayurbhanj,365,2020-03,39720,1079,,39161,37859,0,0,0,0,0,6853,1005
Nabarangpur,366,2020-03,25884,1063,,26245,20041,0,0,0,0,0,4134,1047
Nayagarh,367,2020-03,10765,135,,10843,10189,,,,0,0,7527,105
Nuapada,368,2020-03,13243,294,,12478,11282,0,0,0,0,0,1000,510
Puri,369,2020-03,16729,89,,15570,11335,0,0,0,0,2,6729,134
Rayagada,370,2020-03,22049,644,,21664,18559,,,,0,2,8191,727
Sambalpur,371,2020-03,21643,522,,22640,22021,0,0,0,0,0,5721,337
Sonepur,372,2020-03,4938,59,,5180,4864,0,0,0,0,1,2165,84
Sundargarh,373,2020-03,29212,653,,27264,24961,0,0,0,0,1,20570,449
Karaikal,598,2020-03,3342,23,,3313,3314,0,0,0,67,0,700,15
Mahe,599,2020-03,470,1,,483,483,0,0,0,0,0,928,1
Pondicherry,600,2020-03,38705,403,,38410,38413,26,0,0,14,0,1258,336
Yanam,601,2020-03,506,1,,462,462,53,5,8,5,0,0,6
Amritsar,027,2020-03,36517,1078,,36009,28082,0,0,0,0,0,2,260
Barnala,605,2020-03,7777,58,,7322,7728,0,0,0,0,0,7,54
Bathinda,028,2020-03,19277,239,,17059,15876,2,0,1,0,0,6,231
Faridkot,029,2020-03,9948,318,,9249,8963,0,0,0,0,0,78,192
Fatehgarh sahib,030,2020-03,4673,21,,6358,5984,0,0,0,0,1,0,42
Fazilka,651,2020-03,13845,163,,12829,11011,2,0,0,23,0,19,105
Firozepur,031,2020-03,8671,91,,11275,8393,3,5,4,27,0,0,62
Gurdaspur,032,2020-03,20789,135,,19428,17420,0,0,0,0,0,0,182
Hoshiarpur,033,2020-03,19996,200,,20629,17331,0,0,0,0,3,2860,201
Jalandhar,034,2020-03,31339,173,,38817,36097,0,0,0,0,0,615,85
Kapurthala,035,2020-03,10057,129,,9309,7724,0,0,0,1,0,551,35
Ludhiana,036,2020-03,56027,695,,57896,48136,129,141,109,0,0,145,291
Mansa,037,2020-03,9461,60,,11256,9235,0,0,0,0,0,0,97
Moga,038,2020-03,12668,121,,15966,12570,1,1,1,0,0,0,54
S.a.s nagar,608,2020-03,10801,66,,9595,8657,0,0,0,23,0,0,99
Sri muktsar sahib,039,2020-03,13101,221,,12118,9593,15,9,6,22,1,43,58
Shahid bhagat singh nagar,040,2020-03,7810,125,,7422,7796,0,0,0,0,0,1,130
Pathankot,662,2020-03,12859,66,,11344,11574,0,0,0,0,0,98,89
Patiala,041,2020-03,29011,391,,29391,25001,1,1,1,0,0,146,24
Rupnagar,042,2020-03,9213,60,,8104,7311,0,0,0,0,0,311,47
Sangrur,043,2020-03,20091,168,,23751,18266,0,0,0,0,0,12,69
Tarn taran,609,2020-03,13594,341,,14589,14331,0,0,0,0,0,0,68
Ajmer,086,2020-03,59864,1544,,62233,55246,0,0,0,0,0,0,1999
Alwar,087,2020-03,67890,1186,,68312,58011,0,0,0,52214,0,0,1159
Banswara,088,2020-03,46798,799,,46415,46243,0,0,0,19442,0,11,1256
Baran,089,2020-03,21533,374,,22446,21579,0,0,0,1425,0,13,523
Barmer,090,2020-03,60175,937,,72459,37149,0,0,0,26886,0,18,1080
Bharatpur,091,2020-03,54599,596,,47261,40154,0,0,0,15353,0,0,591
Bhilwara,092,2020-03,45916,903,,47312,41624,0,0,0,15682,0,0,770
Bikaner,093,2020-03,54876,1277,,59952,37846,0,0,0,25591,0,13,613
Bundi,094,2020-03,17096,250,,16790,16050,0,0,0,13025,0,8,396
Chittorgarh,095,2020-03,27110,397,,25864,22091,0,0,0,11302,0,0,644
Churu,096,2020-03,34626,520,,35786,21162,0,0,0,20428,0,0,570
Dausa,097,2020-03,31078,322,,31275,21872,0,0,0,11426,0,4,266
Dholpur,098,2020-03,30133,442,,29967,28032,0,0,0,7894,0,0,879
Dungarpur,099,2020-03,32648,838,,32532,21843,0,0,0,14998,0,1492,905
Ganganagar,100,2020-03,32143,586,,30998,19222,0,0,0,0,0,0,377
Hanumangarh,101,2020-03,33142,539,,32780,22724,0,0,0,4875,0,19,451
Jaipur,102,2020-03,126758,2395,,122605,107336,0,0,0,20953,0,17,3351
Jaisalmer,103,2020-03,16927,309,,16815,10203,0,0,0,13591,0,659,245
Jalore,104,2020-03,43683,929,,44133,20784,0,0,0,17961,0,0,810
Jhalawar,105,2020-03,30513,718,,30142,29728,0,0,0,4900,0,19,851
Jhunjhunu,106,2020-03,27785,212,,33676,17288,0,0,0,6841,0,0,541
Jodhpur,107,2020-03,74714,1496,,88654,69318,0,0,0,34134,0,3,1728
Karauli,108,2020-03,30238,399,,30186,20514,0,0,0,14362,0,0,704
Kota,109,2020-03,35533,650,,35437,33253,0,0,0,14882,0,16,1350
Nagaur,110,2020-03,57597,584,,63871,35915,0,0,0,16385,0,3504,816
Pali,111,2020-03,39616,786,,37540,28022,11,7,11,18631,0,72,774
Rajsamand,112,2020-03,22872,346,,17857,14067,0,0,0,11619,0,144,506
Sawai madhopur,113,2020-03,32538,610,,32072,29261,0,0,0,11831,0,78,315
Sikar,114,2020-03,44879,510,,44861,40768,0,0,0,15154,0,0,507
Sirohi,115,2020-03,24639,677,,24233,13621,0,0,0,13220,0,0,513
Tonk,116,2020-03,25070,483,,24974,22124,0,0,0,0,0,0,435
Udaipur,117,2020-03,62122,1746,,63278,50058,0,0,0,31172,0,29,2843
Ariyalur,610,2020-03,10598,25,,10598,10598,0,0,0,8,0,0,118
Chennai,568,2020-03,96628,382,,96540,96577,0,0,0,722,12,2,1099
Coimbatore,569,2020-03,51189,131,,50502,50502,0,0,0,727,0,22,226
Cuddalore,570,2020-03,31071,44,,28960,28964,0,0,0,595,0,51,104
Dharmapuri,571,2020-03,25083,356,,25083,25083,0,0,0,99,0,0,240
Dindigul,572,2020-03,26279,143,,26279,26279,0,0,0,8,0,0,201
Erode,573,2020-03,28808,199,,27374,27366,0,0,0,0,0,0,226
Kanchipuram,574,2020-03,40766,151,,52101,52169,0,0,0,0,1,0,358
Kanniyakumari,575,2020-03,22232,41,,22206,22013,0,0,0,0,0,0,88
Karur,576,2020-03,11944,10,,11821,11833,0,0,0,5,0,0,171
Krishnagiri,577,2020-03,23103,220,,22124,22616,0,0,0,0,0,0,448
Madurai,578,2020-03,46679,125,,46679,46679,0,0,0,4,0,79,522
Nagapattinam,579,2020-03,16010,111,,14399,15722,0,0,0,0,0,6,124
Namakkal,580,2020-03,17416,72,,17415,17410,0,0,0,0,0,0,230
The nilgiris,587,2020-03,5386,32,,4979,4972,0,0,0,0,0,0,65
Perambalur,581,2020-03,8006,53,,8004,8004,,,,0,0,0,79
Pudukkottai,582,2020-03,21541,133,,21439,21479,0,0,0,0,0,122,250
Ramanathapuram,583,2020-03,16734,27,,15876,15961,0,0,0,0,0,0,138
Salem,584,2020-03,50063,488,,49982,49863,0,0,0,0,0,0,353
Sivaganga,585,2020-03,17505,57,,17467,17454,0,,,0,0,0,260
Thanjavur,586,2020-03,38496,365,,38272,38272,0,0,0,0,0,10,190
Theni,588,2020-03,16370,228,,16067,16235,0,0,0,0,0,0,157
Thiruvallur,589,2020-03,21475,60,,18848,19100,60,16,104,369,1,1,203
Thiruvarur,590,2020-03,12365,93,,13840,14262,8,6,284,36,0,0,79
Tiruchirappalli,591,2020-03,40258,338,,40033,39955,0,0,0,0,0,0,589
Tirunelveli,592,2020-03,43686,318,,43363,43404,0,0,0,0,1,0,639
Tiruppur,634,2020-03,25405,247,,25405,25405,0,0,0,0,0,0,211
Tiruvannamalai,593,2020-03,24845,326,,24542,24521,0,0,0,0,1,0,319
Tuticorin,594,2020-03,21981,63,,21531,21625,,,,0,0,37,203
Villupuram,596,2020-03,39780,355,,38780,38824,0,0,0,625,0,0,587
Virudhunagar,597,2020-03,25086,245,,24894,24905,0,0,0,0,0,0,286
Adilabad,501,2020-03,14107,88,,13595,13376,0,0,0,0,0,12,341
Bhadradri kothagudem,690,2020-03,14773,140,,14541,13572,0,0,0,28,1,26,167
Hyderabad,507,2020-03,129643,1500,,86673,76355,479,0,0,858,0,50,507
Jagitial,681,2020-03,16052,42,,15476,15287,239,53,34,127,0,81,37
Jangoan,689,2020-03,8283,7,,8580,8288,0,0,0,0,1,2,47
Jayashankar bhupalapally,687,2020-03,4989,12,,4795,4782,0,0,0,0,0,0,30
Jogulamba gadwal,695,2020-03,8720,68,,13627,8646,583,41,105,1252,0,29,93
Kamareddy,685,2020-03,17956,139,,23909,18529,32,0,13,1025,1,279,68
Kumuram bheem asifabad,699,2020-03,6147,64,,6097,6097,0,0,0,49,1,3,12
Karimnagar,508,2020-03,18211,47,,18209,18207,0,0,0,0,0,3,39
Khammam,509,2020-03,20142,128,,19788,19297,3,0,0,85,1,243,225
Mahabubabad,688,2020-03,11867,6,,12783,12778,0,0,0,0,0,2,7
Mancherial,684,2020-03,10465,34,,12611,11462,0,0,0,36,0,521,52
Medchal malkajgiri,700,2020-03,40303,86,,78640,72823,410,29,234,223,0,159,22
Mahabubnagar,512,2020-03,22700,62,,25048,24626,0,0,0,0,0,81,66
Medak,513,2020-03,8698,26,,14705,10538,,,,0,1,136,72
Nagarkurnool,694,2020-03,15360,56,,14296,9553,0,0,0,4,0,11,43
Nirmal,680,2020-03,11950,58,,14289,11404,26,30,81,19,0,254,14
Nalgonda,514,2020-03,22521,72,,21639,21495,0,0,0,205,1,6,182
Nizamabad,516,2020-03,26867,144,,26651,26385,2,0,9,625,0,0,104
Peddapalli,682,2020-03,11126,6,,13073,12520,0,0,5,11,0,44,26
Rajanna sircilla,683,2020-03,9047,3,,15932,11692,6,10,0,0,0,0,1
Ranga reddy,518,2020-03,50596,317,,49690,49591,0,0,0,0,0,0,9
Sangareddy,691,2020-03,24191,33,,33225,24460,0,0,0,0,0,467,152
Siddipet,692,2020-03,16682,9,,19549,18530,101,119,118,530,1,415,56
Suryapet,696,2020-03,17558,54,,18059,19043,31,10,10,11,2,0,55
Vikarabad,698,2020-03,18403,38,,18491,16208,305,96,205,2736,0,3,3
Wanaparthy,693,2020-03,7655,45,,8986,7919,25,139,442,151,0,32,50
Warangal rural,522,2020-03,10722,9,,10066,10053,0,0,3,0,0,3,30
Warangal urban,686,2020-03,24038,75,,23169,22968,0,0,0,0,1,60,111
Yadadri bhuvanagiri,697,2020-03,13895,35,,13944,13424,45,14,100,379,0,25,73
Dhalai,269,2020-03,5592,83,,5829,4665,0,0,0,18,0,7,109
Gomati,654,2020-03,5820,94,,6079,5288,0,0,0,0,0,1,71
Khowai,652,2020-03,2946,39,,2988,2487,0,0,0,73,1,58,26
North tripura,270,2020-03,5384,41,,5992,3512,86,75,51,62,0,108,80
Sepahijala,653,2020-03,3732,32,,4642,3063,0,0,0,0,0,203,33
South tripura,271,2020-03,4480,40,,4861,4119,0,0,0,0,0,6,61
Unakoti,655,2020-03,3466,64,,3485,2663,35,21,25,0,0,79,91
West tripura,272,2020-03,19919,457,,16514,14145,564,537,486,26,0,63,511
Agra,118,2020-03,107909,718,,116054,65296,1578,886,1502,8013,0,33,97
Aligarh,119,2020-03,73424,591,,88589,48945,1384,986,816,1388,0,0,332
Prayagraj,120,2020-03,112141,1110,,162533,54002,48,39,23,0,0,0,168
Ambedkar nagar,121,2020-03,39537,321,,56887,41502,0,1,0,189,0,0,206
Auraiya,122,2020-03,19698,260,,34129,18152,23,16,34,1473,0,599,92
Azamgarh,123,2020-03,61213,383,,153081,68558,352,53,495,43979,11,869,89
Baghpat,124,2020-03,34362,226,,37360,28156,90,47,41,0,2,0,77
Bahraich,125,2020-03,99655,1857,,112487,71003,5046,2955,2101,5662,0,947,281
Ballia,126,2020-03,50374,792,,77174,29613,651,104,72,23370,0,0,61
Banda,128,2020-03,37943,598,,40758,33801,63,55,60,0,0,13,172
Barabanki,129,2020-03,57098,1040,,85587,46473,1,0,0,2878,0,0,164
Bareilly,130,2020-03,78263,784,,114104,43918,848,418,300,826,0,0,286
Basti,131,2020-03,49083,470,,77847,28001,868,940,114,3914,0,45,118
Bijnor,132,2020-03,82151,458,,102184,63978,525,414,246,2275,0,39,117
Budaun,133,2020-03,68773,935,,81239,52415,2170,1106,841,4328,0,4821,135
Bulandshahr,134,2020-03,107823,547,,119584,74799,416,185,130,153,0,4,181
Amethi,640,2020-03,30985,282,,46886,28987,113,0,26,646,0,34,145
Chandauli,135,2020-03,39986,406,,59532,23368,86,146,166,349,0,858,69
Chitrakoot,136,2020-03,20724,248,,25788,18426,8,4,0,18,0,70,169
Deoria,137,2020-03,60954,406,,86497,43204,506,96,117,8887,0,361,55
Etah,138,2020-03,27580,300,,50954,17970,713,323,82,1188,0,0,116
Etawah,139,2020-03,34708,276,,51943,42693,84,21,0,13187,0,992,27
Farrukhabad,141,2020-03,36318,598,,53278,30680,1008,629,567,4156,0,47,136
Fatehpur,142,2020-03,47132,498,,63117,37682,318,174,153,8062,0,6,17
Gautam buddha nagar,144,2020-03,50788,490,,56851,63546,0,0,0,0,0,27,5
Ghaziabad,145,2020-03,79043,242,,108528,48511,491,5,4,307,0,77,7
Ghazipur,146,2020-03,74077,582,,102174,50309,273,139,168,1425,0,75,163
Gonda,147,2020-03,71161,1158,,102001,44752,460,106,86,813,0,910,43
Gorakhpur,148,2020-03,65035,691,,127348,76273,754,657,624,4125,0,40,119
Hapur,661,2020-03,32715,274,,42984,27900,145,75,39,0,0,13,1
Hardoi,150,2020-03,87516,2305,,97716,63362,576,185,187,2416,0,0,327
Hathras,163,2020-03,42023,356,,45288,28137,0,0,0,3254,0,0,22
Jalaun,151,2020-03,25206,264,,33047,25341,58,53,48,1204,0,214,66
Jaunpur,152,2020-03,83545,665,,135978,60907,340,255,147,3290,0,22,34
Jhansi,153,2020-03,36057,291,,49831,31454,0,0,8,347,0,97,324
Amroha,154,2020-03,36883,323,,43729,20644,870,467,353,4471,0,70,224
Kannauj,155,2020-03,36440,498,,39788,22086,81,22,149,404,0,105,124
Kanpur dehat,156,2020-03,24290,309,,42351,25693,1,0,10,0,0,0,0
Kanpur nagar,157,2020-03,55856,587,,106345,58358,3609,2667,2904,24094,0,9,154
Kasganj,633,2020-03,31784,515,,40303,25018,911,408,251,53,1,67,51
Kaushambi,158,2020-03,35586,547,,44678,27944,47,12,0,0,0,2,48
Kushi nagar,160,2020-03,74359,511,,103449,42984,171,119,324,6892,0,0,47
Kheri,159,2020-03,86644,1275,,94092,57909,544,358,166,2637,0,197,146
Lalitpur,161,2020-03,26147,412,,29668,25843,32,50,53,89,0,31,181
Lucknow,162,2020-03,56943,1482,,111065,64066,2125,1710,1294,24692,0,480,369
Maharajganj,164,2020-03,58964,462,,64471,33642,169,143,122,62,0,355,291
Mahoba,165,2020-03,13469,97,,16320,15013,0,0,0,992,0,0,23
Mainpuri,166,2020-03,31199,245,,58853,30717,200,55,73,1096,0,0,28
Mathura,167,2020-03,49697,205,,72717,32399,830,584,475,2623,1,45,132
Mau,168,2020-03,57765,167,,62046,27275,130,56,120,42842,0,1,36
Meerut,169,2020-03,92112,571,,92571,47773,671,270,356,2404,1,2743,433
Mirzapur,170,2020-03,56328,753,,71969,37659,44,10,0,804,0,567,334
Moradabad,171,2020-03,73097,472,,85901,45942,490,302,250,2808,0,0,88
Muzaffarnagar,172,2020-03,67482,646,,81810,55184,2,0,0,32,0,36,129
Pilibhit,173,2020-03,38793,730,,51292,33854,437,321,225,21,1,17,72
Rae bareli,175,2020-03,50694,1106,,53374,45510,31,6,12,2568,0,70,281
Rampur,176,2020-03,59783,404,,58899,30198,1423,1107,590,386,0,0,173
Saharanpur,177,2020-03,104474,690,,106218,101189,81,32,417,1967,0,60,257
Sambhal,659,2020-03,61989,871,,56006,33477,1375,844,723,2648,0,22,2
Shahjahanpur,180,2020-03,69682,988,,78271,49591,285,223,218,5231,1,14,281
Shamli,660,2020-03,23806,307,,39425,28041,140,99,76,0,0,150,40
Shravasti,181,2020-03,34373,880,,42580,23670,1029,678,644,10724,0,0,519
Siddharth nagar,182,2020-03,64593,616,,76503,48568,864,507,406,4120,0,23,56
Sitapur,183,2020-03,99706,1619,,126336,86250,2161,1472,1278,10055,0,42,514
Sonbhadra,184,2020-03,41157,517,,45470,23614,189,126,110,1121,3,3130,401
Sultanpur,185,2020-03,38710,1033,,53152,39899,97,42,105,133,0,61,104
Unnao,186,2020-03,41130,621,,58964,40847,420,113,88,3451,0,8,246
Varanasi,187,2020-03,67034,581,,91407,42222,205,69,268,3274,0,278,61
Almora,045,2020-03,5992,110,,6758,5554,0,0,1,32,0,4140,13
Bageshwar,046,2020-03,2908,17,,3527,2022,12,0,0,37,0,1189,0
Chamoli,047,2020-03,3504,49,,4809,4034,20,1,0,28,0,106,13
Champawat,048,2020-03,2313,41,,3351,1612,2,3,3,0,0,311,48
Dehradun,049,2020-03,29099,235,,37031,32075,9,4,10,0,2,2222,154
Haridwar,050,2020-03,33032,531,,37899,25494,211,162,173,83,2,16112,574
Nainital,051,2020-03,18113,269,,17749,19264,0,0,0,9,0,17,90
Pithoragarh,053,2020-03,5980,52,,6760,5722,0,0,0,12,0,0,60
Rudra prayag,054,2020-03,2340,33,,3634,2755,,,0,0,0,968,45
Tehri garhwal,055,2020-03,5612,70,,8576,4917,0,0,242,0,0,5244,76
Udam singh nagar,056,2020-03,29958,179,,34302,21303,15,14,21,0,0,373,68
Uttar kashi,057,2020-03,4337,105,,5034,3483,0,0,0,0,0,2147,44
Alipurduar,664,2020-03,23193,349,,21647,21224,1,1,1,90,4,7112,395
Bankura,305,2020-03,48608,822,,50033,47967,3,1,1,18,2,4052,1227
Birbhum,307,2020-03,59310,661,,62980,58995,9,21,53,100,0,10230,1149
Dinajpur dakshin,310,2020-03,21457,319,,21797,19661,1,0,1,0,0,223,311
Darjeeling,309,2020-03,26026,477,,26286,26035,0,0,0,17,0,3377,1036
Hooghly,312,2020-03,58015,692,,60756,52956,20,16,6,0,1,5025,486
Jalpaiguri,314,2020-03,26865,398,,28529,28477,0,0,0,0,2,9910,343
Jhargram,703,2020-03,18412,279,,18780,17618,1,0,0,0,0,2033,222
Kalimpong,702,2020-03,1598,29,,1789,1611,0,0,2,49,0,199,7
Coochbehar,308,2020-03,44105,574,,43384,37623,1,2,1,14,1,4008,679
Kolkata,315,2020-03,74330,1921,,77046,72919,213,197,192,676,5,1153,2042
Maldah,316,2020-03,85879,1479,,85458,69882,16,7,4,1639,2,1341,1669
Murshidabad,319,2020-03,149742,2574,,137480,125769,212,111,133,200,3,4911,2490
Nadia,320,2020-03,70934,851,,81510,72747,6,6,5,7,1,344,881
24 paraganas north,303,2020-03,64657,799,,92859,66683,240,189,210,1263,0,821,321
Paschim bardhaman,704,2020-03,31185,535,,38494,29975,232,45,52,1499,1,814,696
Medinipur west,318,2020-03,57624,762,,60748,54815,56,57,57,491,3,2604,1017
Purba bardhaman,306,2020-03,66723,965,,62663,57553,34,30,45,235,0,327,1838
Medinipur east,317,2020-03,73449,634,,73017,61512,4,3,2,0,3,2025,666
Purulia,321,2020-03,47487,792,,46802,44109,19,25,19,62,0,3918,871
24 paraganas south,304,2020-03,115471,1287,,121127,99891,409,28,39,14,6,2606,999
Dinajpur uttar,311,2020-03,54739,1330,,60051,47960,9,0,11,0,0,605,1018
Nicobars,603,2010-03,585,11,119.9,612,528,677,655,649,672,,5,24
North and middle andaman,632,2010-03,1627,24,136.6,1211,1644,1831,1873,1904,1724,,,22
South andamans,602,2010-03,3706,65,111.2,3372,3299,2354,2267,2239,2336,,7,7
Adilabad,501,2010-03,51832,325,101.7,48861,43245,48249,48430,49186,48438,,,1167
Anantapur,502,2010-03,80658,721,99.1,82950,63583,86509,85325,82909,82393,,,159
Chittoor,503,2010-03,71437,247,104.6,71324,68513,71447,71372,71309,71266,,,225
Y.s.r.,504,2010-03,51569,585,98.9,49736,33894,49799,50346,51188,49564,,,569
East godavari,505,2010-03,97511,690,101,97661,94645,87250,87911,90268,91997,,,758
Guntur,506,2010-03,92567,944,104.2,91216,83157,91058,90746,90417,90295,,190,771
Hyderabad,507,2010-03,86166,19,100,84660,48893,85801,84540,83618,82758,,,108
Karimnagar,508,2010-03,73412,128,99.9,68412,63681,67196,67052,66946,66490,,,168
Khammam,509,2010-03,52376,454,99.2,52155,37352,52343,52137,51902,50104,,858,443
Krishna,510,2010-03,86292,551,99.4,81658,69781,81549,80140,79955,80155,,,172
Kurnool,511,2010-03,73704,661,104.5,71085,67910,70976,70562,70030,70147,,,579
Mahabubnagar,512,2010-03,74643,632,99.2,73874,63934,74476,73977,73279,72770,,,364
Medak,513,2010-03,53807,311,100.1,53526,45712,53573,53461,53262,52461,,10,655
Nalgonda,514,2010-03,61397,638,104.8,62464,51687,60012,59091,61716,61502,,,399
Nizamabad,516,2010-03,49257,662,98.7,48161,45302,47049,46049,45251,45756,,143,255
Prakasam,517,2010-03,59448,762,98.7,60019,47142,59074,57511,58150,57847,,1,586
Ranga reddy,518,2010-03,90364,284,107.8,87852,62292,89921,89110,88262,86483,,,92
Srikakulam,519,2010-03,48485,481,109.6,48409,41224,43487,43693,47848,47336,,,412
Visakhapatanam,520,2010-03,74710,1315,105.4,74227,47834,74589,73791,70214,72277,,,671
Vizianagaram,521,2010-03,40362,704,98.5,41145,34950,38854,39931,40939,40591,,,608
Warangal urban,686,2010-03,65027,742,102.1,65292,58374,56436,57235,58817,57886,,,310
West godavari,523,2010-03,73594,246,102.5,73501,62019,71492,71957,71712,70600,,,212
Anjaw,628,2010-03,165,3,98.2,194,89,251,194,180,241,,,3
Changlang,229,2010-03,993,18,98.2,2319,507,2020,1790,1513,1512,,,
Dibang valley,230,2010-03,77,3,93.9,172,88,220,185,164,140,,,
East kameng,231,2010-03,373,46,119.6,304,84,890,509,335,367,,,
East siang,232,2010-03,1140,25,97.3,1447,654,1412,1268,1110,995,,,5
Kurung kumey,233,2010-03,137,,97.2,462,205,677,712,714,483,,,1
Lohit,234,2010-03,1122,20,96.5,2414,1122,2025,1842,1738,1416,,,2
Longding,666,2010-03,,,,,,,,,,,,
Lower dibang valley,235,2010-03,509,17,106.7,717,468,790,661,560,615,,,3
Lower subansiri,236,2010-03,440,8,96.5,542,371,664,646,669,627,,,
Papum pare,237,2010-03,1490,18,98.8,3416,2742,2469,2165,1832,1621,,,6
Tawang,238,2010-03,286,7,94.7,621,294,611,621,552,604,,,
Tirap,239,2010-03,371,13,96.6,1126,44,1102,1418,1418,1438,,,1
Upper siang,240,2010-03,288,5,97.6,371,312,423,456,488,355,,,
Upper subansiri,241,2010-03,661,14,98.4,702,231,802,763,648,690,,,
West kameng,242,2010-03,463,10,94.7,1425,339,1316,1085,866,1237,,,
West siang,243,2010-03,1302,10,107.8,1493,647,1669,1507,1402,1294,,1,
Baksa,616,2010-03,11325,195,99.4,16795,2940,17528,16825,16119,15338,,103,11
Barpeta,280,2010-03,29658,721,97.7,38391,14983,35580,34391,32854,31976,,475,3
Bongaigaon,281,2010-03,11926,354,97.4,15428,2254,15073,14790,14517,13840,,56,163
Cachar,282,2010-03,27662,1750,74.5,39931,11922,37229,37577,35969,33660,,2012,150
Chirang,612,2010-03,6308,77,98.7,9174,858,9267,8908,8550,7862,,,35
Darrang,283,2010-03,14996,351,98.2,23576,7341,20757,20280,20205,19353,,1,30
Dhemaji,284,2010-03,13700,387,97.6,15395,651,14791,14476,14742,15502,,67,296
Dhubri,285,2010-03,30179,855,97.4,44478,2441,45524,43352,41414,39748,,,186
Dibrugarh,286,2010-03,21247,513,84.5,29082,9318,26094,25723,25285,25329,,,18
Goalpara,287,2010-03,9060,217,99,11255,2585,10594,9989,9370,8945,,,23
Golaghat,288,2010-03,15958,445,97.5,19049,4392,18604,18584,18723,18406,,26,18
Hailakandi,289,2010-03,13289,477,96,16169,1835,15340,14956,14148,13578,,23,74
Jorhat,290,2010-03,14176,280,91.5,22278,10100,21260,21677,21393,20207,,2,46
Kamrup metro,618,2010-03,24299,980,96.1,29207,4645,25299,25665,25976,23616,,,233
Kamrup rural,291,2010-03,17612,209,98.1,45105,6174,28888,28585,29328,25754,,,
Karbi anglong,292,2010-03,16015,360,97.9,18665,5216,18055,18125,17371,16610,,37,70
Karimganj,293,2010-03,18390,691,106.1,25096,8489,25142,23913,22460,20570,,,2
Kokrajhar,294,2010-03,17184,395,98.1,19621,3414,20315,20704,19589,20085,,7,
Lakhimpur,295,2010-03,17377,161,99.1,25518,17229,25724,25020,24481,24419,,,6
Marigaon,296,2010-03,17314,496,97.2,20703,2732,21170,20604,20519,20204,,,36
Nagaon,297,2010-03,46791,1175,97.6,58657,,56556,56677,56530,54904,,,174
