physact,deg_urb,sex,age,unit,time\geo	EU27_2020 	EU28 	BG 	CZ 	DK 	DE 	EE 	IE 	EL 	ES 	FR 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	AT 	PL 	PT 	RO 	SI 	SK 	FI 	SE 	IS 	NO 	UK 	TR 
MV_AERO_MSC,DEG3,F,Y_GE18,PC,2014	7.4 	7.7 	0.8 	4.0 	22.4 	17.3 	2.4 	9.5 	3.3 	5.5 	4.9 	2.0 	4.3 	2.3 	5.2 	3.4 	14.9 	5.3 	5.2 	20.5 	1.1 	2.3 	0.1 	12.2 	5.3 	21.1 	27.5 	41.0 	17.4 	11.5 	0 
MV_AERO_MSC,DEG3,F,Y_GE65,PC,2014	4.2 	4.4 	0 	0.3 	18.4 	13.9 	0.4 	1.7 	0.1 	2.9 	2.7 	0.7 	0.3 	0.5 	1.5 	0.4 	3.9 	0.5 	2.0 u	19.3 	0 	0.8 	0.1 	3.8 	2.1 	12.2 	17.8 	25.9 	7.9 	6.1 	0 
MV_AERO_MSC,DEG3,F,Y_GE75,PC,2014	2.1 	2.2 	0 	0 	8.2 u	8.3 	0.1 	0.8 	0 	1.0 	0 	0 	0.3 	0 u	1.2 	0 	2.2 u	0 	: u	16.4 	0 	0.5 	0 	1.6 	2.1 	9.3 u	7.7 	13.0 u	4.8 	5.0 	0 
MV_AERO_MSC,DEG3,M,TOTAL,PC,2014	12.1 	12.2 	4.2 	9.5 	22.9 	22.8 	6.2 	11.6 	6.4 	10.4 	9.4 	5.9 	9.7 	4.5 	13.1 	11.2 	20.8 	10.4 	8.6 	27.1 	4.1 	7.0 	0.9 	17.5 	10.8 	24.8 	34.9 	38.0 	18.1 	14.7 	0 
MV_AERO_MSC,DEG3,M,Y15-24,PC,2014	27.7 	28.0 	16.5 	40.7 	44.8 	47.7 	17.2 	29.6 	31.3 u	23.9 	20.5 	19.4 	24.6 	10.7 	36.4 	33.7 	36.5 	31.3 	: u	51.5 	13.5 	18.6 	5.7 	39.7 	27.9 	47.6 	52.7 	65.8 	42.9 	35.7 u	0 
MV_AERO_MSC,DEG3,M,Y18-24,PC,2014	26.3 	26.7 	10.4 	41.8 	38.1 	43.5 	9.3 	26.4 u	30.0 u	26.3 	18.1 	21.0 	24.4 	10.4 	34.9 	27.3 	39.5 	30.1 	: u	47.2 	13.9 	22.1 	4.0 	38.0 	27.7 	44.5 u	53.1 	59.9 u	40.0 	35.2 u	0 
MV_AERO_MSC,DEG3,M,Y18-29,PC,2014	23.5 	23.6 	12.6 	25.6 	32.4 	37.7 	9.3 	25.6 	31.5 u	26.8 	18.0 	16.0 	22.7 	9.4 	27.5 	25.6 	36.2 	24.5 	21.7 u	40.3 	12.2 	22.2 	2.6 	30.4 	25.5 	44.3 u	47.7 	56.2 	35.5 	26.6 u	0 
MV_AERO_MSC,DEG3,M,Y18-44,PC,2014	16.4 	16.6 	9.0 	15.4 	26.5 	27.2 	8.3 	17.5 	14.3 	17.8 	13.2 	10.1 	15.4 	7.9 	18.3 	16.9 	26.8 	15.1 	16.0 	31.4 	7.1 	14.3 	1.1 	23.3 	16.4 	29.8 	42.7 	42.8 	23.3 	21.3 	0 
MV_AERO_MSC,DEG3,M,Y18-64,PC,2014	12.6 	12.7 	4.7 	9.8 	21.8 	22.4 	5.2 	12.5 	8.3 	12.4 	10.0 	6.3 	11.6 	5.0 	13.3 	10.7 	21.9 	10.7 	9.5 	25.7 	4.3 	8.6 	0.7 	18.2 	11.7 	24.3 	36.3 	38.1 	18.1 	15.3 	0 
MV_AERO_MSC,DEG3,M,Y25-34,PC,2014	16.7 	16.9 	12.0 	5.7 	25.7 	25.5 	11.6 	23.3 	18.2 	20.1 	14.8 	8.6 	14.4 	8.1 	15.9 	22.9 	24.0 	16.5 	19.2 u	29.1 	7.1 	17.2 	0.4 	26.6 	18.4 	39.0 u	42.4 	38.8 u	22.9 	21.3 	0 
MV_AERO_MSC,DEG3,M,Y25-64,PC,2014	10.7 	10.9 	4.0 	5.1 	19.2 	19.6 	4.5 	10.8 	6.6 	11.0 	8.9 	4.2 	10.2 	4.0 	9.8 	7.8 	18.4 	7.5 	7.1 	22.1 	2.7 	6.7 	0.2 	16.0 	8.8 	22.1 	33.9 	33.6 	13.9 	13.6 	0 
MV_AERO_MSC,DEG3,M,Y35-44,PC,2014	10.9 	11.2 	5.0 	9.4 	20.1 	18.9 	4.7 	9.9 	8.0 	12.8 	9.5 	4.9 	12.5 	5.6 	10.4 	4.9 	19.8 	5.2 	7.1 u	22.1 	2.7 	7.5 	0.1 	13.2 	7.5 	17.4 	37.1 	31.9 u	10.9 	16.5 	0 
MV_AERO_MSC,DEG3,M,Y45-54,PC,2014	8.4 	8.6 	0.5 	4.6 	16.1 	17.1 	1.9 	8.3 	1.5 	5.3 	5.4 	3.6 	9.8 	1.6 	6.8 	4.2 	13.0 	2.3 	3.8 u	16.7 	0.6 	1.9 	0.2 	16.3 	6.0 	19.8 	30.3 	27.9 	13.4 	10.5 	0 
MV_AERO_MSC,DEG3,M,Y45-64,PC,2014	8.1 	8.2 	0.5 	2.5 	17.0 	17.9 	1.3 	6.5 	2.4 	5.4 	6.2 	2.1 	7.4 	0.8 	6.3 	3.6 	15.6 	4.4 	1.8 	19.7 	0.6 	2.6 	0.1 	12.3 	4.7 	20.1 	25.2 	32.3 	12.3 	9.2 	0 
MV_AERO_MSC,DEG3,M,Y55-64,PC,2014	7.8 	7.8 	0.5 	0.7 	18.1 	19.0 	0.7 	4.2 	3.4 	5.6 	7.1 	0.7 	4.4 	0 	5.7 	2.8 	19.2 	6.3 	0 u	23.4 	0.7 	3.3 	0 	8.2 	3.1 	20.4 	19.1 	36.6 	10.9 	7.6 	0 
MV_AERO_MSC,DEG3,M,Y65-74,PC,2014	7.4 	7.9 	0.6 	1.5 	19.4 	20.3 	3.7 	3.2 	0.4 	2.1 	5.7 	0.6 	3.0 	0 	6.1 	0 	13.8 	2.6 	0 u	26.9 	0.2 	2.1 	0 	10.0 	0 	19.1 	27.9 	23.5 u	13.0 	14.3 	0 
MV_AERO_MSC,DEG3,M,Y_GE18,PC,2014	11.2 	11.4 	3.5 	8.3 	20.8 	21.5 	4.7 	10.5 	5.7 	10.2 	8.6 	5.5 	9.2 	4.1 	11.8 	9.0 	20.6 	9.3 	8.1 	25.7 	3.7 	6.8 	0.6 	16.4 	10.1 	23.3 	34.1 	34.7 	16.3 	14.0 	0 
MV_AERO_MSC,DEG3,M,Y_GE65,PC,2014	6.3 	6.6 	0.4 	1.0 	17.8 	18.2 	2.8 	2.6 	0.2 	1.7 	3.7 	1.7 	2.1 	0 	4.1 	0.8 	13.5 	1.8 	2.3 u	25.6 	0.1 	1.6 	0 	7.7 	0 	19.9 	25.4 	22.7 	10.3 	10.3 	0 
MV_AERO_MSC,DEG3,M,Y_GE75,PC,2014	4.9 	4.8 	0 	0 	15.0 	15.7 	1.4 	1.6 	0 	1.3 	1.3 	3.1 	1.0 	0 u	0.9 	1.8 	13.0 u	0 	: u	23.6 	0 	1.0 	0 	4.6 	0 u	21.5 u	21.7 	22.0 u	5.7 	3.9 	0 
MV_AERO_MSC,DEG3,T,TOTAL,PC,2014	9.8 	10.0 	2.5 	6.9 	23.3 	20.3 	4.3 	10.8 	4.6 	8.1 	7.3 	4.0 	6.9 	3.6 	9.0 	7.3 	17.8 	8.1 	6.8 	23.9 	2.6 	4.8 	0.6 	15.3 	8.2 	23.0 	31.7 	40.6 	18.3 	13.0 	0 
MV_AERO_MSC,DEG3,T,Y15-24,PC,2014	20.8 	20.9 	10.9 	28.2 	43.9 	37.5 	10.5 	23.7 	16.2 	18.3 	14.2 	13.2 	15.8 	8.3 	25.8 	23.4 	30.5 	24.1 	14.7 u	38.9 	8.5 	14.6 	3.6 	34.8 	22.9 	41.5 	49.1 	67.8 	42.7 	24.9 	0 
MV_AERO_MSC,DEG3,T,Y18-24,PC,2014	19.6 	19.9 	8.6 	27.5 	39.0 	35.3 	5.3 	20.6 	18.6 	20.5 	11.6 	13.9 	15.4 	7.5 	24.9 	19.7 	33.8 	21.4 	17.0 u	36.8 	8.7 	15.9 	2.4 	31.3 	21.8 	42.4 	49.4 	63.2 	41.0 	24.8 	0 
MV_AERO_MSC,DEG3,T,Y18-29,PC,2014	17.7 	17.9 	9.0 	18.1 	31.7 	30.7 	6.2 	21.5 	19.5 	19.2 	11.4 	10.7 	16.2 	7.2 	20.5 	17.9 	30.2 	18.5 	16.3 	32.0 	7.7 	15.5 	1.6 	27.3 	18.4 	37.9 	45.4 	64.6 	35.5 	21.9 	0 
MV_AERO_MSC,DEG3,T,Y18-44,PC,2014	12.8 	13.1 	5.7 	11.1 	26.2 	22.9 	5.6 	16.0 	10.4 	13.6 	9.4 	7.1 	11.1 	5.5 	14.1 	11.4 	22.6 	12.4 	13.3 	25.6 	4.5 	9.4 	0.7 	20.8 	12.3 	28.6 	37.7 	49.7 	24.5 	17.1 	0 
MV_AERO_MSC,DEG3,T,Y18-64,PC,2014	10.5 	10.8 	3.0 	7.5 	22.7 	20.4 	4.2 	12.0 	6.6 	9.6 	7.8 	4.5 	8.6 	3.9 	10.0 	7.6 	19.7 	8.8 	8.1 	23.2 	2.8 	5.8 	0.4 	16.6 	9.0 	24.0 	33.3 	41.6 	19.4 	14.4 	0 
MV_AERO_MSC,DEG3,T,Y25-34,PC,2014	12.7 	13.0 	7.3 	6.3 	19.1 	20.3 	7.7 	21.1 	12.7 	14.1 	9.7 	5.7 	12.0 	6.7 	12.4 	13.3 	20.3 	14.0 	14.9 	22.8 	4.8 	11.6 	0.2 	24.1 	12.0 	29.0 	37.4 	51.8 	23.3 	17.9 	0 
MV_AERO_MSC,DEG3,T,Y25-64,PC,2014	9.3 	9.6 	2.3 	4.8 	20.3 	18.5 	4.0 	11.0 	5.5 	8.4 	7.3 	3.1 	7.9 	3.3 	7.7 	5.6 	17.4 	6.7 	6.3 	21.1 	2.0 	4.5 	0.1 	15.0 	6.9 	22.0 	30.9 	37.9 	15.6 	13.2 	0 
MV_AERO_MSC,DEG3,T,Y35-44,PC,2014	9.4 	9.7 	2.6 	7.1 	23.5 	18.1 	4.1 	10.4 	6.4 	10.5 	7.9 	4.5 	8.7 	2.9 	9.1 	4.2 	17.6 	5.6 	8.4 u	20.5 	1.9 	4.5 	0.2 	13.1 	6.8 	21.8 	31.7 	38.3 	13.8 	13.1 	0 
MV_AERO_MSC,DEG3,T,Y45-54,PC,2014	8.4 	8.7 	0.7 	4.5 	18.9 	17.3 	3.5 	8.9 	3.4 	4.8 	5.9 	2.4 	7.8 	3.1 	5.6 	4.4 	16.1 	4.6 	2.0 	18.5 	0.6 	1.6 	0.1 	14.0 	5.4 	22.5 	29.8 	34.5 	15.8 	13.2 	0 
MV_AERO_MSC,DEG3,T,Y45-64,PC,2014	7.9 	8.1 	0.4 	2.8 	19.2 	18.1 	2.4 	7.1 	2.9 	4.5 	5.9 	1.5 	5.9 	1.6 	4.8 	3.4 	16.1 	4.0 	1.7 	20.8 	0.6 	1.9 	0.1 	11.7 	4.5 	20.1 	25.3 	31.4 	13.6 	11.5 	0 
MV_AERO_MSC,DEG3,T,Y55-64,PC,2014	7.2 	7.4 	0.2 	1.3 	19.6 	19.1 	1.1 	4.8 	2.3 	4.1 	5.9 	0.6 	3.5 	0 	3.8 	2.0 	16.0 	3.5 	1.3 	23.6 	0.6 	2.2 	0 	9.3 	3.6 	17.7 	20.2 	27.9 	11.0 	9.5 	0 
MV_AERO_MSC,DEG3,T,Y65-74,PC,2014	6.9 	7.1 	0.3 	0.9 	22.4 	19.6 	2.0 	2.9 	0.3 	3.5 	5.7 	1.1 	1.6 	0.4 	3.4 	0.5 	9.1 	1.7 	1.9 	24.5 	0.1 	1.5 	0.1 	7.9 	1.1 	16.8 	26.4 	30.1 	11.7 	10.5 	0 
MV_AERO_MSC,DEG3,T,Y_GE18,PC,2014	9.3 	9.5 	2.1 	6.1 	21.6 	19.4 	3.5 	10.0 	4.4 	7.9 	6.7 	3.7 	6.6 	3.2 	8.2 	6.0 	17.7 	7.2 	6.7 	23.1 	2.3 	4.5 	0.3 	14.3 	7.6 	22.2 	30.8 	37.9 	16.9 	12.7 	0 
MV_AERO_MSC,DEG3,T,Y_GE65,PC,2014	5.2 	5.4 	0.1 	0.6 	18.1 	15.9 	1.3 	2.1 	0.1 	2.3 	3.2 	1.1 	1.1 	0.2 	2.3 	0.5 	8.2 	1.0 	2.1 	22.3 	0.1 	1.1 	0.0 	5.4 	1.3 	16.0 	21.5 	24.2 	9.0 	8.0 	0 
MV_AERO_MSC,DEG3,T,Y_GE75,PC,2014	3.2 	3.3 	0 	0 	11.4 	11.8 	0.5 	1.2 	0 	1.1 	0.6 	1.1 	0.6 	0 	1.1 	0.6 	6.5 	0 	2.5 u	19.4 	0 	0.7 	0 	2.7 	1.5 	14.6 u	14.3 	18.1 	5.2 	4.5 	0 
MV_AERO_MSC,TOTAL,F,TOTAL,PC,2014	10.0 	10.1 	2.8 	5.3 	26.4 	21.7 	3.5 	10.3 	5.2 	7.2 	6.1 	2.7 	5.3 	3.7 	6.8 	4.3 	13.9 	10.1 	2.6 	21.7 	2.7 	4.0 	0.2 	16.5 	7.3 	25.1 	29.6 	47.2 	20.6 	11.1 	0.4 
MV_AERO_MSC,TOTAL,F,Y15-24,PC,2014	17.4 	17.4 	14.6 	13.9 	38.7 	32.7 	8.4 	14.5 	11.7 	12.8 	9.5 	6.1 	12.2 	6.7 	17.3 	14.2 	21.4 	23.5 	6.5 	28.4 	6.4 	8.8 	0.8 	31.1 	16.7 	43.5 	42.5 	64.2 	40.6 	17.3 	0.4 
MV_AERO_MSC,TOTAL,F,Y18-24,PC,2014	16.8 	16.8 	13.1 	11.5 	37.0 	31.6 	7.2 	11.5 	11.2 	14.3 	8.6 	5.6 	10.9 	7.8 	16.4 	12.7 	23.1 	17.7 	8.4 	28.7 	6.3 	9.2 	0.4 	29.1 	17.7 	44.2 	44.4 	63.1 	39.3 	16.8 	0.6 
MV_AERO_MSC,TOTAL,F,Y18-29,PC,2014	15.4 	15.4 	9.9 	10.9 	33.5 	28.1 	6.5 	13.4 	11.5 	12.6 	8.4 	4.9 	11.1 	7.6 	17.2 	9.9 	21.6 	17.9 	7.3 	24.1 	5.5 	9.4 	0.5 	27.2 	14.7 	40.5 	41.5 	63.5 	34.8 	15.3 	0.6 
MV_AERO_MSC,TOTAL,F,Y18-44,PC,2014	11.5 	11.8 	4.9 	7.9 	28.1 	22.1 	5.0 	13.7 	8.4 	9.5 	6.2 	4.2 	8.0 	5.5 	12.1 	6.7 	17.4 	14.1 	4.5 	20.9 	5.0 	6.1 	0.3 	21.3 	11.3 	31.4 	33.6 	54.8 	26.4 	13.7 	0.6 
MV_AERO_MSC,TOTAL,F,Y18-64,PC,2014	10.8 	11.1 	3.3 	6.4 	27.0 	22.5 	4.2 	11.6 	6.6 	8.1 	6.6 	3.2 	6.3 	4.3 	8.4 	4.9 	16.3 	11.1 	3.1 	21.8 	3.3 	4.7 	0.2 	18.7 	8.6 	27.5 	31.9 	50.4 	22.5 	12.8 	0.4 
MV_AERO_MSC,TOTAL,F,Y25-34,PC,2014	11.6 	11.9 	4.3 	9.4 	25.5 	21.2 	5.1 	15.9 	10.2 	9.5 	6.3 	5.2 	8.8 	5.9 	13.7 	3.2 	15.9 	17.0 	4.3 	17.7 	5.1 	8.6 	0.3 	24.0 	10.1 	29.6 	30.8 	57.8 	26.3 	14.0 	0.7 
MV_AERO_MSC,TOTAL,F,Y25-64,PC,2014	10.0 	10.3 	2.3 	5.8 	25.1 	21.3 	3.8 	11.6 	6.0 	7.4 	6.3 	2.9 	5.8 	3.8 	7.4 	3.7 	15.2 	10.2 	2.2 	20.7 	2.9 	4.1 	0.1 	17.5 	7.1 	24.7 	30.2 	48.3 	19.8 	12.3 	0.4 
MV_AERO_MSC,TOTAL,F,Y35-44,PC,2014	8.9 	9.2 	2.4 	5.3 	24.2 	17.4 	3.7 	12.8 	5.7 	7.5 	4.8 	2.6 	6.3 	3.9 	8.0 	6.0 	15.5 	9.8 	1.7 	18.9 	4.2 	2.8 	0.2 	15.1 	8.7 	24.4 	30.4 	46.4 	18.3 	11.8 	0.4 
MV_AERO_MSC,TOTAL,F,Y45-54,PC,2014	10.5 	10.8 	2.1 	5.3 	27.8 	22.4 	4.8 	9.8 	5.3 	7.0 	6.8 	2.8 	5.2 	3.5 	5.2 	4.3 	15.7 	10.9 	1.5 	21.6 	1.4 	3.0 	0.0 	17.6 	5.8 	26.6 	30.6 	47.2 	21.6 	13.0 	0.3 
MV_AERO_MSC,TOTAL,F,Y45-64,PC,2014	9.9 	10.1 	1.5 	4.3 	25.4 	23.0 	3.3 	8.2 	4.3 	6.3 	7.0 	2.1 	4.6 	2.4 	4.2 	2.9 	14.7 	7.3 	1.3 	23.0 	1.1 	3.0 	0.0 	15.7 	4.6 	22.4 	29.7 	44.0 	17.2 	11.8 	0.2 
MV_AERO_MSC,TOTAL,F,Y55-64,PC,2014	9.2 	9.3 	1.0 	3.3 	22.6 	23.7 	1.8 	6.3 	3.1 	5.4 	7.2 	1.4 	3.8 	1.0 	3.3 	1.3 	13.2 	4.3 	1.1 	24.9 	0.8 	3.0 	0.0 	13.7 	3.5 	18.2 	28.7 	40.4 	12.1 	10.2 	0.1 
MV_AERO_MSC,TOTAL,F,Y65-74,PC,2014	8.4 	8.2 	0 	0.8 	27.0 	21.0 	0.9 	3.3 	1.3 	5.6 	6.7 	0.8 	2.4 	0.6 	1.9 	1.1 	5.4 	4.5 	1.3 	23.6 	0.3 	2.6 	0.1 	10.8 	1.4 	17.2 	28.0 	31.4 	11.8 	7.3 	0.1 
MV_AERO_MSC,TOTAL,F,Y_GE18,PC,2014	9.7 	9.9 	2.4 	4.9 	25.7 	21.2 	3.2 	9.8 	5.0 	7.1 	5.9 	2.6 	5.0 	3.7 	6.5 	3.8 	13.8 	9.1 	2.7 	21.5 	2.6 	3.9 	0.1 	15.9 	7.1 	24.6 	29.1 	46.1 	19.6 	11.0 	0.4 
MV_AERO_MSC,TOTAL,F,Y_GE65,PC,2014	6.3 	6.1 	0.1 	0.5 	21.4 	17.2 	0.5 	2.2 	0.8 	3.5 	3.7 	0.5 	1.4 	0.3 	1.5 	0.6 	4.0 	2.9 	0.9 	20.3 	0.2 	1.6 	0.0 	7.4 	1.3 	14.4 	20.5 	26.3 	8.9 	5.0 	0.1 
MV_AERO_MSC,TOTAL,F,Y_GE75,PC,2014	4.0 	3.8 	0.2 	0.1 	13.2 u	13.2 	0.0 	0.8 	0.4 	1.3 	0.7 	0.2 	0.4 	0 	1.1 	0.2 	1.9 	1.0 	0.4 	16.5 	0.1 	0.7 	0 	4.0 	1.0 	9.6 u	11.3 	19.9 	5.6 	2.3 	0 
MV_AERO_MSC,TOTAL,M,TOTAL,PC,2014	15.0 	15.3 	8.3 	11.1 	26.9 	26.2 	8.0 	16.2 	9.5 	13.4 	11.3 	6.9 	10.2 	7.1 	14.7 	12.2 	21.3 	14.6 	7.9 	28.6 	5.9 	10.3 	1.5 	22.4 	13.4 	29.8 	33.0 	42.5 	22.3 	17.4 	2.0 
MV_AERO_MSC,TOTAL,M,Y15-24,PC,2014	30.9 	30.9 	24.5 	34.9 	48.1 	45.3 	20.6 	37.3 	26.1 	26.8 	24.7 	22.0 	24.3 	15.0 	36.0 	33.1 	37.1 	38.3 	20.0 	52.0 	18.1 	24.5 	5.9 	46.9 	31.9 	51.8 	52.2 	62.0 	45.8 	31.4 	4.5 
MV_AERO_MSC,TOTAL,M,Y18-24,PC,2014	30.2 	30.4 	20.1 	34.5 	44.8 	42.8 	14.6 	32.5 	27.6 	30.4 	24.3 	22.3 	22.9 	13.7 	34.6 	30.7 	39.1 	34.6 	21.3 	48.5 	19.1 	24.9 	4.7 	45.8 	32.2 	48.9 	49.8 	57.1 	43.2 	32.2 	4.7 
MV_AERO_MSC,TOTAL,M,Y18-29,PC,2014	27.3 	27.8 	20.3 	27.4 	35.9 	39.3 	14.7 	30.7 	26.9 	28.9 	21.6 	17.0 	21.3 	13.6 	30.7 	25.7 	34.7 	29.7 	19.1 	42.7 	15.2 	26.2 	4.0 	37.1 	28.8 	45.8 	45.8 	53.6 	40.2 	32.3 	3.9 
MV_AERO_MSC,TOTAL,M,Y18-44,PC,2014	19.7 	20.3 	14.4 	18.4 	30.4 	30.1 	10.1 	22.6 	17.6 	20.3 	15.3 	11.6 	16.1 	10.1 	21.5 	18.7 	27.0 	20.6 	13.3 	32.0 	10.1 	17.5 	2.2 	28.5 	20.2 	35.4 	38.7 	50.0 	29.0 	25.2 	2.8 
MV_AERO_MSC,TOTAL,M,Y18-64,PC,2014	15.7 	16.1 	9.3 	12.2 	26.6 	25.9 	7.7 	17.1 	11.7 	15.3 	12.1 	7.7 	11.8 	7.5 	15.6 	12.5 	22.4 	15.3 	9.0 	27.5 	6.5 	11.9 	1.4 	23.5 	14.8 	30.0 	33.5 	44.0 	23.6 	19.6 	2.1 
MV_AERO_MSC,TOTAL,M,Y25-34,PC,2014	20.8 	21.6 	17.5 	17.9 	28.4 	31.3 	11.9 	24.7 	20.7 	23.3 	14.9 	8.8 	17.0 	11.7 	22.4 	20.7 	25.4 	19.5 	12.5 	31.8 	9.5 	21.9 	2.6 	29.1 	20.8 	41.1 	40.3 	48.4 	32.7 	27.6 	2.3 
MV_AERO_MSC,TOTAL,M,Y25-64,PC,2014	13.7 	14.2 	7.9 	9.1 	23.4 	23.5 	6.7 	14.7 	9.8 	13.5 	10.3 	5.5 	10.6 	6.5 	12.9 	9.3 	19.6 	12.2 	6.7 	24.1 	4.7 	10.1 	0.9 	20.9 	11.9 	27.5 	31.1 	41.5 	20.0 	18.2 	1.6 
MV_AERO_MSC,TOTAL,M,Y35-44,PC,2014	13.3 	14.0 	9.2 	10.9 	22.6 	20.6 	5.7 	15.7 	10.6 	14.0 	10.7 	7.6 	12.7 	5.8 	12.7 	8.2 	20.9 	13.9 	7.8 	20.9 	5.9 	10.1 	0.6 	20.3 	12.3 	22.5 	30.5 	46.4 	15.3 	19.6 	2.2 
MV_AERO_MSC,TOTAL,M,Y45-54,PC,2014	11.5 	11.9 	4.8 	5.0 	22.8 	21.3 	4.7 	10.5 	5.7 	9.5 	7.4 	4.0 	9.0 	4.7 	7.8 	4.5 	15.1 	9.1 	4.0 	20.4 	1.2 	4.4 	0.4 	21.7 	8.2 	25.3 	28.9 	36.6 	16.4 	15.0 	0.5 
MV_AERO_MSC,TOTAL,M,Y45-64,PC,2014	10.7 	10.9 	2.7 	3.4 	21.6 	21.3 	4.0 	8.7 	4.0 	8.5 	8.0 	3.0 	7.1 	3.4 	7.5 	4.0 	16.0 	7.5 	3.1 	21.9 	1.4 	4.7 	0.3 	17.2 	6.2 	23.7 	26.5 	34.6 	15.6 	13.0 	0.5 
MV_AERO_MSC,TOTAL,M,Y55-64,PC,2014	9.6 	9.7 	0.8 	1.8 	20.0 	21.3 	3.3 	6.4 	1.9 	7.1 	8.7 	2.0 	4.9 	1.9 	7.1 	3.4 	17.2 	5.9 	2.2 	24.0 	1.6 	5.0 	0.1 	12.6 	4.2 	22.1 	23.7 	32.4 	14.6 	10.6 	0.4 
MV_AERO_MSC,TOTAL,M,Y65-74,PC,2014	9.9 	10.0 	0.7 	2.3 	21.7 	24.8 	2.7 	4.2 	1.0 	5.5 	6.4 	0.2 	3.6 	1.5 	6.1 	1.3 	14.8 	4.1 	1.0 	26.6 	0.3 	1.9 	0 	13.5 	0 	24.8 	30.1 	28.7 	12.6 	10.7 	0.3 
MV_AERO_MSC,TOTAL,M,Y_GE18,PC,2014	14.3 	14.6 	7.4 	10.2 	25.3 	25.2 	6.7 	14.8 	9.1 	13.3 	10.5 	6.3 	9.6 	6.5 	13.8 	10.6 	21.0 	13.3 	7.6 	27.4 	5.5 	9.8 	1.2 	21.3 	12.8 	28.7 	31.6 	40.5 	21.0 	17.1 	1.9 
MV_AERO_MSC,TOTAL,M,Y_GE65,PC,2014	8.8 	8.8 	0.6 	1.8 	20.1 	22.7 	2.1 	3.5 	0.7 	4.0 	4.9 	0.8 	2.8 	1.3 	4.7 	1.3 	13.3 	3.8 	0.8 	26.8 	0.3 	2.0 	0 	10.8 	0 	23.3 	24.9 	24.9 	11.0 	8.8 	0.2 
MV_AERO_MSC,TOTAL,M,Y_GE75,PC,2014	7.4 	7.3 	0.4 	0.8 	17.2 	20.3 	1.2 	2.5 	0.3 	1.8 	2.9 	1.8 	1.7 	0.9 	2.6 	1.4 	10.9 	3.3 	0.4 	27.1 	0.3 	2.2 	0 	6.7 	0 	20.2 u	16.7 	19.7 	8.4 	6.0 	0 
MV_AERO_MSC,TOTAL,T,TOTAL,PC,2014	12.4 	12.6 	5.4 	8.1 	26.6 	23.9 	5.6 	13.2 	7.3 	10.2 	8.6 	4.7 	7.6 	5.3 	10.3 	7.9 	17.6 	12.2 	5.2 	25.1 	4.2 	7.0 	0.8 	19.4 	10.2 	27.4 	31.3 	44.8 	21.5 	14.0 	1.2 
MV_AERO_MSC,TOTAL,T,Y15-24,PC,2014	24.2 	24.2 	19.8 	25.2 	43.5 	39.1 	14.7 	26.1 	18.7 	19.9 	16.9 	14.0 	18.3 	10.7 	26.6 	23.9 	29.5 	31.1 	13.5 	40.4 	12.4 	16.8 	3.4 	39.3 	24.4 	47.3 	47.5 	63.0 	43.3 	23.7 	2.4 
MV_AERO_MSC,TOTAL,T,Y18-24,PC,2014	23.6 	23.6 	16.8 	23.7 	40.8 	37.4 	11.0 	22.1 	19.2 	22.5 	16.1 	13.9 	16.8 	10.7 	25.5 	21.7 	31.4 	26.3 	15.1 	38.6 	12.9 	17.2 	2.6 	37.6 	25.2 	46.2 	47.2 	59.9 	41.4 	23.5 	2.6 
MV_AERO_MSC,TOTAL,T,Y18-29,PC,2014	21.3 	21.5 	15.5 	19.8 	34.7 	33.8 	10.7 	22.0 	19.2 	20.9 	14.8 	11.1 	16.1 	10.5 	24.0 	18.3 	28.0 	24.0 	13.5 	33.4 	10.2 	17.9 	2.3 	32.4 	22.1 	42.7 	43.7 	58.2 	37.6 	22.8 	2.2 
MV_AERO_MSC,TOTAL,T,Y18-44,PC,2014	15.6 	16.0 	9.6 	13.2 	29.3 	26.2 	7.6 	18.0 	12.9 	15.0 	10.6 	7.9 	12.0 	7.7 	16.7 	12.7 	22.2 	17.4 	9.0 	26.4 	7.4 	11.7 	1.3 	25.0 	15.8 	33.3 	36.2 	52.4 	27.7 	19.0 	1.7 
MV_AERO_MSC,TOTAL,T,Y18-64,PC,2014	13.2 	13.5 	6.2 	9.3 	26.8 	24.2 	5.9 	14.3 	9.1 	11.8 	9.2 	5.4 	9.0 	5.8 	11.9 	8.6 	19.4 	13.2 	6.1 	24.7 	4.8 	8.2 	0.8 	21.2 	11.7 	28.7 	32.8 	47.2 	23.1 	16.0 	1.3 
MV_AERO_MSC,TOTAL,T,Y25-34,PC,2014	16.1 	16.6 	11.2 	13.8 	27.0 	26.4 	8.6 	20.1 	15.5 	16.4 	10.4 	7.0 	12.7 	8.7 	18.1 	12.1 	20.6 	18.3 	8.5 	24.8 	7.1 	15.1 	1.4 	26.7 	15.6 	34.9 	35.7 	53.0 	29.5 	20.3 	1.5 
MV_AERO_MSC,TOTAL,T,Y25-64,PC,2014	11.8 	12.2 	5.0 	7.4 	24.3 	22.4 	5.2 	13.1 	7.8 	10.5 	8.2 	4.2 	8.1 	5.1 	10.0 	6.4 	17.4 	11.2 	4.5 	22.4 	3.8 	7.0 	0.5 	19.2 	9.5 	26.1 	30.6 	44.9 	19.9 	15.1 	1.0 
